,Returns,Volatility,Sharpe Ratio,601 Weight,602 Weight,700 Weight,701 Weight,702 Weight,142 Weight,143 Weight,SPY Weight,QQQ Weight,^RUT Weight,IEI Weight,LQD Weight,GSG Weight,GLD Weight,OIL Weight
0,4.947061287532244,8.074413777250482,0.612683647879243,0.0665665023467975,0.0735620569510653,0.0036704777317294,0.0221100446808581,0.0883358114511589,0.1074936967021466,0.0395695621289947,0.1151914315313585,0.0930108032653272,0.0244841313716798,0.071442854930525,0.0453916631196035,0.0234468885062829,0.1012682039018215,0.1244558713806503
1,2.694641298063213,6.168882249074271,0.436811919771622,0.0338129111826606,0.012160149802188,0.0878304608499674,0.1060855557964922,0.0401992329289246,0.0997281551191258,0.0753618719526508,0.0070556381376861,0.0200632098848742,0.0272081486673199,0.144696591465197,0.075769035342464,0.0842274617220618,0.1069334193338308,0.0788681578145562
2,4.655059417567639,7.01193279922987,0.6638767870221047,0.1027706449737387,0.0909271768218747,0.0453552928040211,0.0402037267482755,0.1072412780174094,0.0386739323266166,0.0973624483443839,0.0934434031086454,0.0605672493681629,0.1038190910941126,0.0109333269289236,0.0115749460944611,0.0789509679138124,0.1002188402128017,0.0179576752427598
3,3.7845156464113865,6.062951704199643,0.6242034954344028,0.0516461288238664,0.1260342687135316,0.0307926913128537,0.1314467088446697,0.0913896248790283,0.1275684837033516,0.0977453872946172,0.0081331442945841,0.0419688350200742,0.1078014358347536,0.0225709434442743,0.093728830053019,0.0258649131534145,0.0098970290623781,0.0334115755655829
4,2.5084898489265006,6.089751517472462,0.4119199021058981,0.053998701599501,0.1071247512971146,0.1158741482233219,0.0583686251663911,0.0562876120409817,0.077792177526129,0.0396240350237287,0.0143524451871011,0.006237762757404,0.0778372962765234,0.099151138055016,0.0818169073522182,0.0795595505758049,0.0518260020526539,0.0801488468661101
5,5.090952258120832,9.190190985563698,0.553955001165688,0.0276580815164959,0.087263890519826,0.0700337644142359,0.098979197982551,0.0123977633383021,0.1037397867019803,0.0908761717637978,0.0919124113256007,0.0657022194651696,0.1289750633192237,0.0269130961104761,0.0395404073422353,0.0301036532770264,0.0063695229158776,0.1195349700072008
6,4.84264619595429,9.022678515999296,0.5367193552742856,0.0106350553314881,0.0806178947336626,0.0837552211781946,0.0501779749601217,0.0017579608576537,0.1118184064592448,0.0511067837490483,0.0732426667284524,0.0943355631946476,0.0896543156575893,0.0922148230080231,0.0454667388624502,0.0547515944417998,0.0318361738909442,0.1286288269466789
7,4.4716008118457005,7.889085453682068,0.5668085151440048,0.0339719172334363,0.0173430475847097,0.0152272951329445,0.1111440483635586,0.0413744786367165,0.0863631711655869,0.1075925329985473,0.0825275023883589,0.0457419222832538,0.1109325149927578,0.0867073815180658,0.0280744956396344,0.0969831685849203,0.0895472864095447,0.0464692370679639
8,4.450905672144337,5.972945881136815,0.745177632732411,0.0294988285022557,0.1050051443650013,0.1245610750113138,0.0543221650912531,0.0643915065576985,0.0525466945484161,0.0353266707865461,0.0962789862444529,0.0575334374813273,0.0969280698778658,0.0533830398748251,0.0525325999237143,0.028771434135417,0.1454861507077927,0.0034341968921197
9,4.798240667429548,8.642796038928093,0.5551722666851965,0.067094296718085,0.0686645929128384,0.0091512354302635,0.1092290306685547,0.0135421113938702,0.0766052318037076,0.0123456953807165,0.0870203787034246,0.1078896059336551,0.0851152261290403,0.0325840306489922,0.1113949268813687,0.0709550699878198,0.0440317465033509,0.1043768209043117
10,4.220602540422921,7.769787644702787,0.5432069360737811,0.0285282038087785,0.0904408957499132,0.0052738363855595,0.1025620121985526,0.0320327652320793,0.0673197770836689,0.1055310818330286,0.115025307672275,0.0072107635163139,0.1075960370677429,0.0599305807330442,0.1095545498689074,0.0633804994244412,0.0306120761989314,0.0750016132267627
