,SPY,QQQ,^RUT,IWM,DIA,EFA,EEM,XLF,XLE,XLU,XLK,XLI,XLB,XLP,XLV,XLY,XBI,XHB,XME,XOP,XRT,XES,XSW,XSD,XTN,XAR
,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-04,137.96434020996094,70.18025970458984,1025.5799560546875,89.32027435302734,120.92572021484375,45.57890701293945,31.575702667236328,13.239314079284668,56.28754806518555,26.420034408569336,27.544952392578125,37.04810333251953,33.51861572265625,30.530935287475586,42.637298583984375,51.941375732421875,40.558467864990234,26.51703453063965,30.960140228271484,215.31283569335938,34.118125915527344,357.7569274902344,37.98841857910156,26.460664749145508,31.308313369750977,36.98474884033203
2013-09-05,138.13919067382812,70.29922485351562,1028.68994140625,89.46043395996094,120.8770980834961,45.54145050048828,31.94870376586914,13.272833824157715,56.47831344604492,26.312551498413086,27.56231117248535,37.13913345336914,33.57578659057617,30.48483657836914,42.696876525878906,51.95907211303711,40.81108856201172,26.461591720581055,31.147308349609375,216.64654541015625,34.31757354736328,363.1294860839844,38.15827560424805,26.6309814453125,31.482505798339844,37.069461822509766
2013-09-06,138.20570373535156,70.38154602050781,1029.550048828125,89.70576477050781,120.8528060913086,45.78862762451172,32.41901397705078,13.272833824157715,56.471500396728516,26.498863220214844,27.579681396484375,37.12257385253906,33.534950256347656,30.561683654785156,42.71389389038086,51.89712905883789,40.898521423339844,26.794208526611328,31.42805290222168,217.46730041503906,34.1441535949707,364.80291748046875,37.98841857910156,26.56475067138672,31.308313369750977,36.9490852355957
2013-09-09,139.52920532226562,71.20494842529297,1046.0799560546875,91.06371307373047,121.97140502929688,46.41782760620117,33.27043533325195,13.427013397216797,57.105186462402344,26.592012405395508,27.909564971923828,37.58599090576172,34.041194915771484,30.776865005493164,42.97765350341797,52.35726547241211,42.08378601074219,27.70891761779785,32.176761627197266,219.99795532226562,34.70779037475586,371.4964904785156,38.927276611328125,26.867534637451172,31.826297760009766,37.35480880737305
2013-09-10,140.56129455566406,71.55260467529297,1055.719970703125,91.95734405517578,123.04141998291016,46.94214630126953,33.52180862426758,13.587895393371582,57.1256103515625,26.79982566833496,28.083187103271484,38.13215637207031,34.343326568603516,30.807598114013672,43.24993896484375,52.86163330078125,42.035221099853516,27.745874404907227,32.40647506713867,219.4849853515625,35.071990966796875,373.1700134277344,39.323577880859375,27.32644271850586,32.66516876220703,37.83190155029297
2013-09-11,141.00247192382812,71.41537475585938,1055.3399658203125,92.00117492675781,124.14384460449219,47.106929779052734,33.54613494873047,13.60130500793457,57.56167984008789,26.534687042236328,27.952964782714844,38.28938674926758,34.55561828613281,31.03044891357422,43.53922653198242,53.250972747802734,41.52355194091797,27.939895629882812,32.6531982421875,221.74205017089844,35.158714294433594,374.1387023925781,39.564205169677734,27.20343589782715,32.71100616455078,38.166297912597656
2013-09-12,140.62791442871094,71.36959838867188,1048.47998046875,91.32656860351562,124.04658508300781,46.8372917175293,33.15691375732422,13.500753402709961,57.221012115478516,26.46303367614746,27.979013442993164,38.13215637207031,34.19634246826172,31.038131713867188,43.47115707397461,53.12709426879883,41.458778381347656,27.83826446533203,31.819427490234375,221.1949005126953,34.84220886230469,369.5588684082031,39.564205169677734,26.99054527282715,32.399295806884766,38.16183853149414
2013-09-13,140.94418334960938,71.41537475585938,1053.97998046875,91.82594299316406,124.5815200805664,47.06199264526367,33.375858306884766,13.540972709655762,57.2005729675293,26.663665771484375,28.005048751831055,38.23973083496094,34.42497253417969,31.291728973388672,43.57326126098633,53.27751922607422,41.5915641784668,27.9306640625,31.555679321289062,221.40008544921875,35.01564025878906,370.43963623046875,39.55949401855469,27.070974349975586,32.4818000793457,38.224273681640625
2013-09-16,141.7598876953125,71.22322845458984,1056.25,92.02747344970703,125.5949478149414,47.42902374267578,33.74885559082031,13.68844985961914,57.18695068359375,26.735336303710938,27.96164321899414,38.73625946044922,34.80874252319336,31.57605743408203,43.964664459228516,53.51643753051758,41.53974151611328,28.14316749572754,31.66627311706543,220.71612548828125,35.071990966796875,372.46533203125,39.41323471069336,27.146665573120117,32.70183563232422,38.790504455566406
2013-09-17,142.3925323486328,71.698974609375,1066.3900146484375,92.93864440917969,125.87848663330078,47.45899200439453,33.67587661743164,13.755483627319336,57.44585418701172,26.89297103881836,28.10054588317871,38.901737213134766,34.71074295043945,31.683645248413086,43.990196228027344,53.82612609863281,41.993125915527344,28.420351028442383,32.202274322509766,223.55458068847656,35.44921875,375.0195007324219,39.96522521972656,27.392683029174805,32.73850631713867,39.196250915527344
2013-09-18,144.04061889648438,72.5589828491211,1076.969970703125,93.82347869873047,127.01336669921875,48.7248649597168,35.086814880371094,13.876141548156738,58.1408576965332,27.695541381835938,28.456462860107422,39.38998031616211,35.51096725463867,32.060184478759766,44.262474060058594,54.445533752441406,42.271636962890625,29.316564559936523,33.49547576904297,226.4956817626953,35.83076477050781,377.6617126464844,40.34737777709961,27.586647033691406,33.03645706176758,39.294342041015625
2013-09-19,143.7991943359375,72.73279571533203,1075.27001953125,93.72711944580078,126.7134780883789,48.49266052246094,34.900306701660156,13.822519302368164,57.99775695800781,27.566556930541992,28.473825454711914,39.52239990234375,35.38846969604492,31.9141788482666,44.11783218383789,54.42783737182617,42.49507522583008,28.956233978271484,33.265750885009766,225.74330139160156,35.9088020324707,378.2781982421875,40.394554138183594,27.468374252319336,33.1648063659668,39.222999572753906
2013-09-20,142.79383850097656,72.48319244384766,1072.8299560546875,93.38545989990234,125.31974029541016,48.1406135559082,34.12186813354492,13.749164581298828,57.52749252319336,27.150575637817383,28.27145004272461,39.039390563964844,34.974891662597656,31.690671920776367,44.034950256347656,54.099483489990234,42.24782180786133,28.426359176635742,32.252994537353516,224.23243713378906,35.72734069824219,373.9186706542969,40.19929122924805,27.33431053161621,33.07442092895508,38.53689956665039
2013-09-23,142.13304138183594,72.33638763427734,1072.1300048828125,93.39420318603516,124.8405990600586,48.12562561035156,34.24349594116211,13.553994178771973,57.24685287475586,27.47612762451172,28.35868263244629,38.914703369140625,34.712284088134766,31.551498413085938,43.727378845214844,53.682373046875,41.99504852294922,28.111957550048828,32.039512634277344,224.33522033691406,35.5927848815918,370.9181213378906,40.11420822143555,27.2537784576416,32.872520446777344,38.074134826660156
2013-09-24,141.79847717285156,72.33638763427734,1074.6800537109375,93.70427703857422,124.31257629394531,48.05072784423828,33.95158386230469,13.466508865356445,57.30160140991211,27.46165657043457,28.23656463623047,39.05602264404297,34.69587707519531,31.404558181762695,43.5052375793457,53.82436752319336,42.07283020019531,28.46334457397461,31.96267318725586,225.39724731445312,35.70564270019531,370.9181213378906,40.284400939941406,27.27272605895996,33.01018524169922,38.527931213378906
