,SHY,SHV,TLT,GOVT,IEF,BIL,IEI,VGSH,SCHO,VGIT,SCHR,SPTS,SPTI,SPTL,GBIL,VGLT,USFR,TLH,EDV,SGOV,CLTL,FLGV,TFLO,ZROZ,PLW
,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-22,75.75062561035156,100.11060333251953,81.22936248779297,20.709108352661133,83.14478302001953,83.8796615600586,103.66548156738281,53.57427978515625,44.630638122558594,52.064430236816406,43.7620735168457,26.459421157836914,25.696800231933594,23.71429443359375,,50.06442642211914,,97.54878234863281,63.855812072753906,,,,,66.1570053100586,24.475976943969727
2013-08-23,75.75062561035156,100.11060333251953,82.11116027832031,20.760366439819336,83.61238098144531,83.89796447753906,103.88236999511719,53.57427978515625,44.63947296142578,52.21383285522461,43.871665954589844,26.468273162841797,25.7359561920166,23.945022583007812,,50.667327880859375,,98.2690200805664,65.05046081542969,,,,,67.49217224121094,24.666994094848633
2013-08-26,75.77760314941406,100.11968231201172,82.52056884765625,20.794544219970703,83.77938079833984,83.8796615600586,104.06449127197266,53.60073471069336,44.657196044921875,52.30513000488281,43.95595169067383,26.432891845703125,25.77509880065918,24.042783737182617,,50.945587158203125,,98.53312683105469,65.54650115966797,,,,,67.9137954711914,24.71680450439453
2013-08-27,75.81356811523438,100.12879180908203,83.5598373413086,20.854351043701172,84.25525665283203,83.8796615600586,104.3160171508789,53.60073471069336,44.66604995727539,52.462852478027344,44.11612319946289,26.485952377319336,25.83165168762207,24.293075561523438,,51.54079818725586,,99.23741912841797,67.0136489868164,,,,,69.28020477294922,24.89122772216797
2013-08-28,75.76860046386719,100.12879180908203,82.88275146484375,20.81163215637207,83.91297912597656,83.8796615600586,104.10781860351562,53.591880798339844,44.648353576660156,52.33833694458008,44.00652313232422,26.50364112854004,25.783802032470703,24.156198501586914,,51.09245300292969,,98.75719451904297,66.23816680908203,,,,,68.49940490722656,24.799869537353516
2013-08-29,75.78658294677734,100.12879180908203,83.54412841796875,20.81163215637207,83.99649047851562,83.89796447753906,104.15992736816406,53.591880798339844,44.657196044921875,52.41304397583008,44.04026412963867,26.51247787475586,25.78815269470215,24.312623977661133,,51.43254852294922,,99.08534240722656,67.10447692871094,,,,,69.60030364990234,24.87462615966797
2013-08-30,75.79556274414062,100.12879180908203,83.44960021972656,20.8201847076416,83.83783721923828,83.89796447753906,104.04716491699219,53.58573532104492,44.648353576660156,52.32912063598633,43.98123550415039,26.424041748046875,25.76639175415039,24.293075561523438,,51.708553314208984,,98.97333526611328,67.27215576171875,,,,,69.88140869140625,24.866317749023438
2013-09-03,75.76679992675781,100.13785552978516,82.27262115478516,20.749208450317383,83.36204528808594,83.89796447753906,103.83014678955078,53.55044937133789,44.63329315185547,52.196189880371094,43.869056701660156,26.408130645751953,25.738534927368164,23.975156784057617,,50.7705078125,,98.04305267333984,65.70022583007812,,,,,68.06996154785156,24.6752986907959
2013-09-04,75.69486999511719,100.13785552978516,82.091064453125,20.73211669921875,83.0860595703125,83.89796447753906,103.55240631103516,53.52400207519531,44.58903884887695,52.02997970581055,43.72560501098633,26.408130645751953,25.686277389526367,23.947708129882812,,50.63096237182617,,97.80252838134766,65.71415710449219,,,,,68.10899353027344,24.60055160522461
2013-09-05,75.62288665771484,100.12879180908203,80.94638061523438,20.638076782226562,82.4505844116211,83.89796447753906,103.09239959716797,53.479923248291016,44.55363464355469,51.78902816772461,43.497840881347656,26.39042854309082,25.60790252685547,23.67330551147461,,49.99525833129883,,96.9364242553711,64.18416595458984,,,,,66.51618957519531,24.401222229003906
2013-09-06,75.69486999511719,100.13785552978516,81.3490219116211,20.663726806640625,82.95228576660156,83.89796447753906,103.49166107177734,53.53280258178711,44.60675048828125,51.97182083129883,43.658138275146484,26.328506469726562,25.668867111206055,23.71251678466797,,50.38285827636719,,97.40955352783203,64.40074157714844,,,,,66.91439056396484,24.54241371154785
2013-09-09,75.71282958984375,100.12879180908203,81.38847351074219,20.68937873840332,83.11949920654297,83.86133575439453,103.6826400756836,53.53280258178711,44.63329315185547,52.09646987915039,43.759376525878906,26.434661865234375,25.703706741333008,23.822267532348633,,50.42938232421875,,97.54585266113281,64.4356689453125,,,,,66.95342254638672,24.54241371154785
2013-09-10,75.68585205078125,100.13785552978516,80.82005310058594,20.663726806640625,82.73490142822266,83.8796615600586,103.43954467773438,53.52400207519531,44.597900390625,51.93861770629883,43.64126205444336,26.3638916015625,25.673215866088867,23.638023376464844,,50.026275634765625,,97.05673217773438,63.78593444824219,,,,,66.01646423339844,24.417827606201172
2013-09-11,75.72181701660156,100.12879180908203,81.5384750366211,20.71502113342285,83.15298461914062,83.8796615600586,103.73470306396484,53.55927276611328,44.62443923950195,52.09646987915039,43.7846794128418,26.381587982177734,25.71240997314453,23.79091453552246,,50.32086181640625,,97.61009216308594,64.24703216552734,,,,,66.73477935791016,24.525808334350586
2013-09-12,75.72181701660156,100.13785552978516,81.4279556274414,20.71502113342285,83.16134643554688,83.8796615600586,103.71734619140625,53.53280258178711,44.61559295654297,52.15461730957031,43.7846794128418,26.381587982177734,25.71240997314453,23.739961624145508,,50.367374420166016,,97.69022369384766,64.33787536621094,,,,,66.69576263427734,24.56732177734375
2013-09-13,75.72181701660156,100.13785552978516,81.74373626708984,20.73211669921875,83.27001953125,83.89796447753906,103.79541015625,53.56809997558594,44.60675048828125,52.14630889892578,43.826866149902344,26.381587982177734,25.721113204956055,23.806591033935547,,50.468162536621094,,97.98698425292969,64.39373779296875,,,,,66.74259948730469,24.5831356048584
2013-09-16,75.77577209472656,100.12879180908203,81.1989974975586,20.740663528442383,83.45402526855469,83.8796615600586,104.06451416015625,53.59455871582031,44.64214324951172,52.29587936401367,43.93654251098633,26.452362060546875,25.77773666381836,23.688989639282227,,50.375118255615234,,97.87469482421875,63.82085037231445,,,,,66.1491928100586,24.566495895385742
2013-09-17,75.80276489257812,100.12879180908203,81.86998748779297,20.774864196777344,83.62124633789062,83.8796615600586,104.17732238769531,53.63862991333008,44.686397552490234,52.32912063598633,43.98715591430664,26.5142879486084,25.78643226623535,23.8536319732666,,50.6076774597168,,98.21147918701172,64.66621398925781,,,,,67.00025939941406,24.624746322631836
2013-09-18,75.90166473388672,100.13785552978516,82.8804702758789,20.90310287475586,84.65818786621094,83.89796447753906,104.91508483886719,53.6915397644043,44.71295928955078,52.73623275756836,44.324588775634766,26.496593475341797,25.89964485168457,24.214277267456055,,51.22014617919922,,99.59077453613281,65.49063110351562,,,,,67.96846008300781,24.93267059326172
2013-09-19,75.87478637695312,100.13785552978516,82.3910140991211,20.87745475769043,84.36546325683594,83.89796447753906,104.74146270751953,53.6915397644043,44.73066329956055,52.6780891418457,44.27397537231445,26.567363739013672,25.88658905029297,24.022197723388672,,50.89455032348633,,98.94119262695312,65.00155639648438,,,,,67.1954574584961,24.782869338989258
2013-09-20,75.88369750976562,100.13785552978516,82.82514953613281,20.894554138183594,84.44910430908203,83.8796615600586,104.73280334472656,53.68272399902344,44.7218017578125,52.686397552490234,44.29086685180664,26.576215744018555,25.88222885131836,24.124114990234375,,51.12709426879883,,99.13367462158203,65.86786651611328,,,,,67.99188995361328,24.8660945892334
2013-09-23,75.90166473388672,100.13785552978516,83.43302154541016,20.920196533203125,84.76686096191406,83.8796615600586,104.8977279663086,53.665069580078125,44.73066329956055,52.78610610961914,44.34990310668945,26.576215744018555,25.908357620239258,24.280921936035156,,51.2589225769043,,99.50259399414062,66.25171661376953,,,,,68.88199615478516,24.940977096557617
2013-09-24,75.91072082519531,100.13785552978516,84.33299255371094,20.93730354309082,85.0762939453125,83.8796615600586,105.03654479980469,53.67390060424805,44.73066329956055,52.88581848144531,44.451148986816406,26.7000675201416,25.943187713623047,24.51612663269043,,51.93337631225586,,100.15214538574219,67.78429412841797,,,,,70.33426666259766,25.074134826660156
2013-09-25,75.93766021728516,100.14698028564453,84.50665283203125,20.945858001708984,85.31040954589844,83.8796615600586,105.19282531738281,53.71798324584961,44.74836349487305,52.96887969970703,44.52709197998047,26.576215744018555,25.960615158081055,24.520038604736328,,52.03413391113281,,100.51300048828125,67.7350845336914,,,,,70.388916015625,25.13239288330078
2013-09-26,75.90166473388672,100.14698028564453,83.91458129882812,20.962955474853516,85.12647247314453,83.8796615600586,105.09738159179688,53.70917892456055,44.739532470703125,52.92734909057617,44.46802520751953,26.523134231567383,25.96495819091797,24.484758377075195,,51.77057647705078,,100.11200714111328,66.99691772460938,,,,,69.70963287353516,25.049165725708008
2013-09-27,75.94662475585938,100.14698028564453,84.11984252929688,20.980052947998047,85.24353790283203,83.8796615600586,105.23621368408203,53.726802825927734,44.7218017578125,52.993831634521484,44.55238342285156,26.523134231567383,25.978010177612305,24.55923843383789,,51.96437072753906,,100.37664031982422,66.975830078125,,,,,69.63156127929688,25.124073028564453
2013-09-30,75.96461486816406,100.13785552978516,83.99356842041016,20.988601684570312,85.38566589355469,83.8796615600586,105.30563354492188,53.71269607543945,44.73066329956055,52.990482330322266,44.57770538330078,26.567363739013672,25.995433807373047,24.50044059753418,,51.87343978881836,,100.39268493652344,66.99691772460938,,,,,69.53705596923828,25.13239288330078
