,GLD,OIL,GSG
,Adj Close,Adj Close,Adj Close
Date,,,
2013-11-20,120.12000274658203,40.220001220703125,31.18000030517578
2013-11-21,119.94000244140625,40.845001220703125,31.700000762939453
2013-11-22,119.91999816894531,40.63949966430664,31.790000915527344
2013-11-25,120.45999908447266,40.37200164794922,31.690000534057617
2013-11-26,119.81999969482422,40.2239990234375,31.719999313354492
2013-11-27,119.45999908447266,39.63199996948242,31.6299991607666
2013-11-29,120.69999694824219,39.759300231933594,31.760000228881836
2013-12-02,117.58000183105469,39.959999084472656,31.770000457763672
2013-12-03,117.95999908447266,41.09199905395508,32.04999923706055
2013-12-04,119.95999908447266,41.55009841918945,32.150001525878906
2013-12-05,118.30000305175781,41.64799880981445,32.09000015258789
2013-12-06,118.55000305175781,41.72999954223633,32.220001220703125
2013-12-09,119.72000122070312,41.60329818725586,31.959999084472656
2013-12-10,121.81999969482422,41.981300354003906,32.119998931884766
2013-12-11,120.86000061035156,41.66999816894531,32.060001373291016
2013-12-12,118.29000091552734,41.64929962158203,31.799999237060547
2013-12-13,119.37999725341797,41.20000076293945,31.739999771118164
2013-12-16,119.69000244140625,41.51599884033203,31.8700008392334
2013-12-17,118.6500015258789,41.33789825439453,31.75
2013-12-18,117.61000061035156,41.458099365234375,31.8799991607666
2013-12-19,114.81999969482422,41.70600128173828,32.04999923706055
2013-12-20,115.94000244140625,41.86989974975586,32.38999938964844
2013-12-23,115.56999969482422,41.85559844970703,32.36000061035156
2013-12-24,116.0999984741211,42.11410140991211,32.470001220703125
2013-12-26,116.73999786376953,42.18579864501953,32.459999084472656
2013-12-27,117.12000274658203,42.44430160522461,32.52000045776367
2013-12-30,115.38999938964844,42.21799850463867,32.29999923706055
2013-12-31,116.12000274658203,42.047298431396484,32.189998626708984
2014-01-02,118.0,40.90010070800781,31.360000610351562
2014-01-03,119.29000091552734,40.298500061035156,31.229999542236328
2014-01-06,119.5,40.12300109863281,31.25
2014-01-07,118.81999969482422,40.12220001220703,31.260000228881836
2014-01-08,118.12000274658203,39.810001373291016,31.0
2014-01-09,118.45999908447266,39.450599670410156,30.850000381469727
2014-01-10,120.26000213623047,39.86029815673828,31.049999237060547
2014-01-13,121.0199966430664,39.47309875488281,30.899999618530273
2014-01-14,119.88999938964844,39.68830108642578,30.93000030517578
2014-01-15,119.66000366210938,40.262001037597656,31.149999618530273
2014-01-16,119.79000091552734,40.135799407958984,31.059999465942383
2014-01-17,120.93000030517578,40.37689971923828,31.1200008392334
2014-01-21,119.69999694824219,40.52450180053711,31.260000228881836
2014-01-22,119.19000244140625,41.130001068115234,31.6200008392334
2014-01-23,121.79000091552734,41.03200149536133,31.56999969482422
2014-01-24,122.29000091552734,40.936500549316406,31.690000534057617
2014-01-27,120.95999908447266,40.592498779296875,31.420000076293945
2014-01-28,120.94999694824219,41.23529815673828,31.649999618530273
2014-01-29,122.47000122070312,41.199798583984375,31.709999084472656
2014-01-30,119.7699966430664,41.436500549316406,31.719999313354492
2014-01-31,120.08999633789062,41.2400016784668,31.479999542236328
2014-02-03,121.31999969482422,40.6078987121582,31.440000534057617
2014-02-04,120.98999786376953,40.93199920654297,31.559999465942383
2014-02-05,121.29000091552734,41.1244010925293,31.6299991607666
2014-02-06,121.23999786376953,41.5,31.790000915527344
2014-02-07,122.16999816894531,42.25410079956055,32.209999084472656
2014-02-10,122.91999816894531,42.23649978637695,32.040000915527344
2014-02-11,124.36000061035156,42.2400016784668,32.15999984741211
2014-02-12,124.43000030517578,42.488800048828125,32.220001220703125
2014-02-13,125.48999786376953,42.54880142211914,32.380001068115234
2014-02-14,127.1500015258789,42.63209915161133,32.4900016784668
2014-02-18,127.4000015258789,43.0099983215332,32.97999954223633
2014-02-19,126.2699966430664,43.27470016479492,33.119998931884766
2014-02-20,127.5999984741211,43.3224983215332,33.220001220703125
2014-02-21,127.58000183105469,43.099998474121094,33.029998779296875
2014-02-24,128.99000549316406,43.47380065917969,33.18000030517578
2014-02-25,129.2100067138672,43.09619903564453,32.9900016784668
2014-02-26,128.11000061035156,43.272499084472656,32.9900016784668
2014-02-27,128.1999969482422,43.222801208496094,32.849998474121094
2014-02-28,127.62000274658203,43.38130187988281,32.9900016784668
2014-03-03,130.2899932861328,44.16709899902344,33.54999923706055
2014-03-04,128.67999267578125,43.599998474121094,33.27000045776367
2014-03-05,128.88999938964844,42.9822998046875,32.88999938964844
2014-03-06,130.1699981689453,43.092098236083984,33.11000061035156
2014-03-07,129.08999633789062,43.46009826660156,33.15999984741211
2014-03-10,129.1300048828125,42.99530029296875,32.88999938964844
2014-03-11,129.86000061035156,42.75960159301758,32.779998779296875
2014-03-12,131.75999450683594,42.11629867553711,32.66999816894531
2014-03-13,132.2100067138672,42.23059844970703,32.470001220703125
2014-03-14,133.10000610351562,42.459999084472656,32.709999084472656
2014-03-17,131.63999938964844,41.94340133666992,32.380001068115234
2014-03-18,130.6199951171875,42.221500396728516,32.630001068115234
2014-03-19,128.08999633789062,42.11869812011719,32.54999923706055
2014-03-20,127.86000061035156,42.224098205566406,32.47999954223633
2014-03-21,128.47000122070312,42.47560119628906,32.56999969482422
2014-03-24,126.18000030517578,42.5525016784668,32.54999923706055
2014-03-25,126.41000366210938,42.471900939941406,32.619998931884766
2014-03-26,125.41000366210938,42.856201171875,32.63999938964844
2014-03-27,124.58999633789062,43.25379943847656,32.93000030517578
2014-03-28,124.55999755859375,43.390098571777344,32.97999954223633
2014-03-31,123.61000061035156,43.387298583984375,32.970001220703125
2014-04-01,123.38999938964844,42.66899871826172,32.47999954223633
2014-04-02,124.31999969482422,42.610599517822266,32.36000061035156
2014-04-03,123.91999816894531,42.97269821166992,32.650001525878906
2014-04-04,125.56999969482422,43.28609848022461,32.79999923706055
2014-04-07,124.91000366210938,43.08399963378906,32.66999816894531
2014-04-08,126.08999633789062,43.87540054321289,33.04999923706055
2014-04-09,126.31999969482422,44.11790084838867,33.22999954223633
2014-04-10,127.01000213623047,43.98860168457031,33.189998626708984
2014-04-11,126.93000030517578,44.04069900512695,33.13999938964844
2014-04-14,127.8499984741211,44.37409973144531,33.45000076293945
2014-04-15,125.48999786376953,44.270999908447266,33.5099983215332
2014-04-16,125.54000091552734,44.3588981628418,33.59000015258789
2014-04-17,124.75,44.397701263427734,33.689998626708984
2014-04-21,124.23999786376953,44.540000915527344,33.59000015258789
2014-04-22,123.77999877929688,43.97999954223633,33.47999954223633
2014-04-23,123.76000213623047,43.927101135253906,33.40999984741211
2014-04-24,124.55999755859375,44.13410186767578,33.66999816894531
2014-04-25,125.43000030517578,43.56230163574219,33.459999084472656
2014-04-28,124.87999725341797,43.41999816894531,33.33000183105469
2014-04-29,124.86000061035156,43.70880126953125,33.4900016784668
2014-04-30,124.22000122070312,43.09270095825195,33.29999923706055
2014-05-01,123.80000305175781,42.9369010925293,33.22999954223633
2014-05-02,125.05999755859375,42.90999984741211,33.25
2014-05-05,126.22000122070312,42.83000183105469,33.099998474121094
2014-05-06,125.9800033569336,42.80820083618164,33.08000183105469
2014-05-07,124.16999816894531,43.36899948120117,33.22999954223633
2014-05-08,124.16999816894531,43.209999084472656,33.15999984741211
2014-05-09,124.0999984741211,43.36000061035156,33.0
2014-05-12,124.94000244140625,43.43050003051758,33.15999984741211
2014-05-13,124.5999984741211,43.89400100708008,33.38999938964844
2014-05-14,125.80999755859375,44.184898376464844,33.43000030517578
2014-05-15,124.7699966430664,44.002601623535156,33.33000183105469
2014-05-16,124.5,44.152000427246094,33.38999938964844
2014-05-19,124.58000183105469,44.30379867553711,33.369998931884766
2014-05-20,124.69000244140625,44.448699951171875,33.470001220703125
2014-05-21,124.38999938964844,45.14649963378906,33.58000183105469
2014-05-22,124.66999816894531,45.08000183105469,33.540000915527344
2014-05-23,124.51000213623047,45.26390075683594,33.599998474121094
2014-05-27,121.8499984741211,45.130001068115234,33.40999984741211
2014-05-28,121.19999694824219,44.67060089111328,33.34000015258789
2014-05-29,120.94000244140625,44.992401123046875,33.43000030517578
2014-05-30,120.43000030517578,44.67300033569336,33.130001068115234
2014-06-02,119.69999694824219,44.60810089111328,32.970001220703125
2014-06-03,120.01000213623047,44.68669891357422,33.029998779296875
2014-06-04,119.76000213623047,44.65919876098633,32.900001525878906
2014-06-05,120.66000366210938,44.63169860839844,33.060001373291016
2014-06-06,120.61000061035156,44.67490005493164,33.09000015258789
2014-06-09,120.6500015258789,45.34870147705078,33.25
2014-06-10,121.38999938964844,45.302398681640625,33.25
2014-06-11,121.41000366210938,45.4010009765625,33.220001220703125
2014-06-12,122.63999938964844,46.31719970703125,33.88999938964844
2014-06-13,122.95999908447266,46.36980056762695,33.869998931884766
2014-06-16,122.41999816894531,46.51850128173828,33.91999816894531
2014-06-17,122.27999877929688,46.40589904785156,33.95000076293945
2014-06-18,122.66999816894531,46.439998626708984,34.04999923706055
2014-06-19,126.94000244140625,46.60029983520508,34.2599983215332
2014-06-20,126.5,46.84489822387695,34.310001373291016
2014-06-23,126.8499984741211,46.609500885009766,34.16999816894531
2014-06-24,126.9800033569336,46.59510040283203,34.220001220703125
2014-06-25,126.98999786376953,46.76369857788086,34.209999084472656
2014-06-26,126.7300033569336,46.51259994506836,34.11000061035156
2014-06-27,126.66000366210938,46.49810028076172,34.119998931884766
2014-06-30,128.0399932861328,46.365501403808594,33.91999816894531
2014-07-01,127.69999694824219,46.36899948120117,33.84000015258789
2014-07-02,127.69999694824219,46.024200439453125,33.599998474121094
2014-07-03,127.16000366210938,45.86690139770508,33.540000915527344
2014-07-07,127.0199966430664,45.66189956665039,33.33000183105469
2014-07-08,127.06999969482422,45.5359001159668,33.189998626708984
2014-07-09,127.83999633789062,45.11399841308594,32.88999938964844
2014-07-10,128.5399932861328,45.41659927368164,32.95000076293945
2014-07-11,128.77999877929688,44.536598205566406,32.5099983215332
2014-07-14,125.72000122070312,44.73310089111328,32.63999938964844
2014-07-15,124.52999877929688,44.293399810791016,32.38999938964844
2014-07-16,124.97000122070312,44.57279968261719,32.4900016784668
2014-07-17,127.08999633789062,44.951698303222656,32.650001525878906
2014-07-18,126.12999725341797,44.80139923095703,32.5099983215332
2014-07-21,126.33999633789062,45.18280029296875,32.65999984741211
2014-07-22,125.73999786376953,44.991798400878906,32.4900016784668
2014-07-23,125.62000274658203,45.19879913330078,32.650001525878906
2014-07-24,124.3499984741211,44.8224983215332,32.47999954223633
2014-07-25,125.79000091552734,44.93450164794922,32.65999984741211
2014-07-28,125.58000183105469,44.61040115356445,32.529998779296875
2014-07-29,125.19999694824219,44.419498443603516,32.439998626708984
2014-07-30,124.83000183105469,44.11109924316406,32.15999984741211
2014-07-31,123.38999938964844,43.499698638916016,32.0
2014-08-01,124.37999725341797,42.96099853515625,31.649999618530273
2014-08-04,123.98999786376953,43.527400970458984,31.899999618530273
2014-08-05,123.87000274658203,43.30039978027344,31.68000030517578
2014-08-06,125.66999816894531,43.17279815673828,31.760000228881836
2014-08-07,126.18000030517578,43.39339828491211,31.850000381469727
2014-08-08,126.19000244140625,43.406898498535156,31.649999618530273
2014-08-11,125.95999908447266,43.53070068359375,31.780000686645508
2014-08-12,125.98999786376953,43.211700439453125,31.420000076293945
2014-08-13,126.19999694824219,43.38209915161133,31.510000228881836
2014-08-14,126.30999755859375,42.18000030517578,31.0
2014-08-15,125.4800033569336,42.470001220703125,31.200000762939453
2014-08-18,124.95999908447266,41.998600006103516,30.920000076293945
2014-08-19,124.68000030517578,41.730098724365234,30.81999969482422
2014-08-20,124.22000122070312,41.880001068115234,30.940000534057617
2014-08-21,122.87999725341797,42.10459899902344,31.079999923706055
2014-08-22,123.19000244140625,42.09000015258789,31.020000457763672
2014-08-25,122.73999786376953,41.996498107910156,31.030000686645508
2014-08-26,123.3499984741211,42.19049835205078,31.100000381469727
2014-08-27,123.31999969482422,42.14419937133789,31.149999618530273
2014-08-28,124.0,42.23400115966797,31.229999542236328
2014-08-29,123.86000061035156,42.62289810180664,31.5
2014-09-02,121.6500015258789,42.150001525878906,30.8799991607666
2014-09-03,122.1500015258789,42.57279968261719,31.25
2014-09-04,121.4800033569336,42.186500549316406,31.1200008392334
2014-09-05,122.05999755859375,41.832000732421875,30.979999542236328
2014-09-08,120.7300033569336,42.150001525878906,30.829999923706055
2014-09-09,120.87000274658203,41.39759826660156,30.65999984741211
2014-09-10,120.26000213623047,40.911598205566406,30.360000610351562
2014-09-11,119.47000122070312,41.29600143432617,30.34000015258789
2014-09-12,118.37999725341797,40.90999984741211,30.09000015258789
2014-09-15,118.63999938964844,41.25600051879883,30.110000610351562
2014-09-16,118.83000183105469,41.99369812011719,30.43000030517578
2014-09-17,117.54000091552734,41.743499755859375,30.290000915527344
2014-09-18,117.77999877929688,41.289398193359375,29.940000534057617
2014-09-19,117.08999633789062,41.202301025390625,29.959999084472656
2014-09-22,116.8499984741211,40.83250045776367,29.68000030517578
2014-09-23,117.5999984741211,41.035400390625,29.719999313354492
2014-09-24,117.05000305175781,41.4739990234375,29.90999984741211
2014-09-25,117.38999938964844,41.470001220703125,29.809999465942383
2014-09-26,117.05999755859375,41.69409942626953,29.940000534057617
2014-09-29,117.02999877929688,42.03559875488281,30.1200008392334
2014-09-30,116.20999908447266,40.79999923706055,29.59000015258789
2014-10-01,116.7699966430664,40.290000915527344,29.5
2014-10-02,116.73999786376953,40.35649871826172,29.469999313354492
2014-10-03,114.61000061035156,39.80739974975586,29.1200008392334
2014-10-06,116.02999877929688,40.15800094604492,29.399999618530273
2014-10-07,116.36000061035156,39.60900115966797,29.100000381469727
2014-10-08,117.47000122070312,38.75,28.959999084472656
2014-10-09,117.63999938964844,38.689998626708984,28.450000762939453
2014-10-10,117.58999633789062,37.75,28.489999771118164
2014-10-13,118.5199966430664,37.900001525878906,28.31999969482422
2014-10-14,118.58999633789062,36.5364990234375,27.729999542236328
2014-10-15,118.98999786376953,36.23030090332031,27.420000076293945
2014-10-16,119.22000122070312,36.80830001831055,27.690000534057617
2014-10-17,118.98999786376953,36.857601165771484,27.850000381469727
2014-10-20,119.80000305175781,36.65999984741211,27.670000076293945
2014-10-21,120.0199966430664,36.75,27.809999465942383
2014-10-22,119.33999633789062,37.0,27.43000030517578
2014-10-23,118.5199966430664,37.0166015625,27.8799991607666
2014-10-24,118.3499984741211,36.70130157470703,27.709999084472656
2014-10-27,118.05999755859375,36.189998626708984,27.549999237060547
2014-10-28,118.0999984741211,36.830101013183594,27.760000228881836
2014-10-29,116.41000366210938,37.21659851074219,28.1200008392334
2014-10-30,115.19000244140625,36.74190139770508,27.850000381469727
2014-10-31,112.66000366210938,36.41999816894531,27.829999923706055
2014-11-03,112.1500015258789,35.92300033569336,27.479999542236328
2014-11-04,112.22000122070312,35.18870162963867,27.110000610351562
2014-11-05,109.79000091552734,35.63990020751953,27.31999969482422
2014-11-06,109.87999725341797,35.45140075683594,27.25
2014-11-07,112.97000122070312,35.77859878540039,27.43000030517578
2014-11-10,110.45999908447266,35.275001525878906,27.15999984741211
2014-11-11,112.04000091552734,35.0,27.18000030517578
2014-11-12,111.5,34.939998626708984,26.989999771118164
2014-11-13,111.66999816894531,34.619998931884766,26.440000534057617
2014-11-14,114.47000122070312,34.029998779296875,26.809999465942383
2014-11-17,114.05000305175781,34.374000549316406,26.729999542236328
2014-11-18,115.05000305175781,34.09370040893555,26.5
2014-11-19,113.68000030517578,33.86970138549805,26.420000076293945
2014-11-20,114.86000061035156,34.529300689697266,26.729999542236328
2014-11-21,115.38999938964844,34.91559982299805,26.979999542236328
2014-11-24,115.11000061035156,34.59450149536133,26.670000076293945
2014-11-25,115.37999725341797,33.81050109863281,26.43000030517578
2014-11-26,115.16000366210938,33.61389923095703,26.31999969482422
2014-11-28,112.11000061035156,31.0,25.020000457763672
2014-12-01,116.58000183105469,31.143999099731445,25.399999618530273
2014-12-02,115.13999938964844,30.572599411010742,24.770000457763672
2014-12-03,116.33000183105469,30.75860023498535,24.6200008392334
2014-12-04,115.87999725341797,30.559999465942383,24.5
2014-12-05,114.43000030517578,30.0,24.329999923706055
2014-12-08,115.77999877929688,28.856300354003906,23.739999771118164
2014-12-09,118.19000244140625,29.1200008392334,23.90999984741211
2014-12-10,117.95999908447266,28.03070068359375,23.420000076293945
2014-12-11,117.69000244140625,27.993000030517578,23.139999389648438
2014-12-12,117.41000366210938,26.898000717163086,22.81999969482422
2014-12-15,114.38999938964844,26.780000686645508,22.3700008392334
2014-12-16,114.94999694824219,25.845399856567383,22.25
2014-12-17,114.2699966430664,26.08989906311035,22.360000610351562
2014-12-18,115.1500015258789,26.31999969482422,22.18000030517578
2014-12-19,114.7699966430664,26.149999618530273,22.780000686645508
2014-12-22,112.55000305175781,25.599000930786133,22.1200008392334
2014-12-23,112.73999786376953,26.600000381469727,22.450000762939453
2014-12-24,112.7699966430664,25.917200088500977,21.989999771118164
2014-12-26,114.83000183105469,25.520000457763672,21.940000534057617
2014-12-29,113.66999816894531,25.138999938964844,21.6200008392334
2014-12-30,115.19999694824219,25.25,21.56999969482422
2014-12-31,113.58000183105469,24.950000762939453,21.579999923706055
2015-01-02,114.08000183105469,24.790000915527344,21.219999313354492
2015-01-05,115.80000305175781,23.699899673461914,20.6200008392334
2015-01-06,117.12000274658203,22.699899673461914,20.280000686645508
2015-01-07,116.43000030517578,23.0,20.219999313354492
2015-01-08,115.94000244140625,23.15399932861328,20.290000915527344
2015-01-09,117.26000213623047,22.67799949645996,20.06999969482422
2015-01-12,118.55999755859375,22.280099868774414,19.520000457763672
2015-01-13,118.16000366210938,22.256000518798828,19.3700008392334
2015-01-14,117.97000122070312,23.019899368286133,19.729999542236328
2015-01-15,120.94000244140625,22.336000442504883,19.3799991607666
2015-01-16,122.5199966430664,22.899999618530273,19.81999969482422
2015-01-20,124.19999694824219,22.18000030517578,19.34000015258789
2015-01-21,124.2300033569336,22.509000778198242,19.479999542236328
2015-01-22,125.2300033569336,22.15999984741211,19.3700008392334
2015-01-23,124.2300033569336,22.1200008392334,19.190000534057617
2015-01-26,122.98999786376953,21.68000030517578,19.110000610351562
2015-01-27,124.4000015258789,21.90060043334961,19.31999969482422
2015-01-28,123.41999816894531,21.489999771118164,19.010000228881836
2015-01-29,120.76000213623047,21.479999542236328,19.010000228881836
2015-01-30,123.44999694824219,22.854000091552734,19.700000762939453
2015-02-02,122.41999816894531,23.739999771118164,20.110000610351562
2015-02-03,121.05000305175781,24.975000381469727,20.809999465942383
2015-02-04,121.58000183105469,23.34000015258789,20.110000610351562
2015-02-05,121.79000091552734,24.253999710083008,20.5
2015-02-06,118.63999938964844,24.78499984741211,20.770000457763672
2015-02-09,119.16999816894531,25.06999969482422,20.959999084472656
2015-02-10,118.47000122070312,24.17799949645996,20.579999923706055
2015-02-11,117.06999969482422,23.809999465942383,20.290000915527344
2015-02-12,117.33999633789062,24.770000457763672,20.75
2015-02-13,117.9800033569336,25.06999969482422,21.18000030517578
2015-02-17,116.01000213623047,25.326000213623047,21.219999313354492
2015-02-18,116.33999633789062,24.359800338745117,20.860000610351562
2015-02-19,115.94000244140625,24.299999237060547,20.850000381469727
2015-02-20,115.27999877929688,24.15999984741211,20.719999313354492
2015-02-23,115.43000030517578,23.799999237060547,20.440000534057617
2015-02-24,115.26000213623047,24.020000457763672,20.399999618530273
2015-02-25,115.69999694824219,24.098800659179688,20.889999389648438
2015-02-26,116.06999969482422,23.97599983215332,20.65999984741211
2015-02-27,116.16000366210938,24.344999313354492,20.8700008392334
2015-03-02,115.68000030517578,24.149999618530273,20.6200008392334
2015-03-03,115.47000122070312,24.464000701904297,20.780000686645508
2015-03-04,115.11000061035156,24.389999389648438,20.81999969482422
2015-03-05,115.0,24.190900802612305,20.690000534057617
2015-03-06,111.86000061035156,23.831100463867188,20.440000534057617
2015-03-09,111.97000122070312,23.739999771118164,20.360000610351562
2015-03-10,111.41999816894531,23.209999084472656,20.010000228881836
2015-03-11,110.75,23.139999389648438,20.06999969482422
2015-03-12,110.72000122070312,23.0,19.860000610351562
2015-03-13,110.87999725341797,22.29990005493164,19.31999969482422
2015-03-16,110.80999755859375,21.670000076293945,19.209999084472656
2015-03-17,110.20999908447266,21.2810001373291,19.010000228881836
2015-03-18,112.37000274658203,22.381000518798828,19.709999084472656
2015-03-19,112.29000091552734,21.65999984741211,19.260000228881836
2015-03-20,113.56999969482422,22.25,19.510000228881836
2015-03-23,114.29000091552734,22.29400062561035,19.799999237060547
2015-03-24,114.56999969482422,22.211999893188477,19.649999618530273
2015-03-25,114.7300033569336,22.70989990234375,19.850000381469727
2015-03-26,115.4800033569336,23.684999465942383,20.299999237060547
2015-03-27,115.05999755859375,22.662399291992188,19.690000534057617
2015-03-30,113.75,22.450000762939453,19.739999771118164
2015-03-31,113.66000366210938,22.25480079650879,19.5
2015-04-01,115.5999984741211,24.5,19.940000534057617
2015-04-02,115.27999877929688,22.590999603271484,19.799999237060547
2015-04-06,116.69000244140625,23.704599380493164,20.260000228881836
2015-04-07,116.11000061035156,24.040000915527344,20.520000457763672
2015-04-08,115.47000122070312,23.02050018310547,19.8700008392334
2015-04-09,114.66999816894531,23.35140037536621,19.860000610351562
2015-04-10,115.97000122070312,23.70599937438965,20.110000610351562
2015-04-13,115.13999938964844,23.690000534057617,20.110000610351562
2015-04-14,114.44000244140625,24.160999298095703,20.31999969482422
2015-04-15,115.43000030517578,25.1028995513916,20.899999618530273
2015-04-16,115.02999877929688,25.989999771118164,21.139999389648438
2015-04-17,115.5999984741211,25.146900177001953,21.030000686645508
2015-04-20,114.72000122070312,25.481000900268555,20.93000030517578
2015-04-21,115.37999725341797,24.988399505615234,20.700000762939453
2015-04-22,113.83000183105469,24.949800491333008,20.719999313354492
2015-04-23,114.66000366210938,25.350000381469727,21.139999389648438
2015-04-24,113.05000305175781,25.53969955444336,21.170000076293945
2015-04-27,115.33000183105469,25.459999084472656,21.079999923706055
2015-04-28,116.33000183105469,25.22249984741211,21.1200008392334
2015-04-29,115.51000213623047,25.760499954223633,21.389999389648438
2015-04-30,113.47000122070312,26.076499938964844,21.6299991607666
2015-05-01,113.08000183105469,26.018999099731445,21.639999389648438
2015-05-04,114.0999984741211,25.8799991607666,21.59000015258789
2015-05-05,114.41999816894531,26.39430046081543,21.899999618530273
2015-05-06,114.36000061035156,26.558300018310547,21.889999389648438
2015-05-07,113.41999816894531,26.030000686645508,21.43000030517578
2015-05-08,113.97000122070312,25.851200103759766,21.59000015258789
2015-05-11,113.52999877929688,25.8257999420166,21.459999084472656
2015-05-12,114.5,26.340099334716797,21.790000915527344
2015-05-13,116.55000305175781,26.219999313354492,21.75
2015-05-14,117.18000030517578,26.05419921875,21.809999465942383
2015-05-15,117.52999877929688,25.8799991607666,21.84000015258789
2015-05-18,117.5199966430664,25.641000747680664,21.690000534057617
2015-05-19,115.88999938964844,25.0,21.190000534057617
2015-05-20,116.08000183105469,25.18630027770996,21.270000457763672
2015-05-21,115.69000244140625,26.040000915527344,21.670000076293945
2015-05-22,115.5999984741211,26.0,21.3799991607666
2015-05-26,113.91000366210938,24.719999313354492,20.93000030517578
2015-05-27,113.88999938964844,24.591999053955078,20.639999389648438
2015-05-28,114.0199966430664,24.48539924621582,20.770000457763672
2015-05-29,114.0999984741211,25.571300506591797,21.15999984741211
2015-06-01,114.0,25.468900680541992,21.18000030517578
2015-06-02,114.45999908447266,25.912900924682617,21.440000534057617
2015-06-03,113.63999938964844,25.295700073242188,21.030000686645508
2015-06-04,112.83999633789062,24.678600311279297,20.75
2015-06-05,112.23999786376953,25.219100952148438,20.8799991607666
2015-06-08,112.56999969482422,24.827299118041992,20.81999969482422
2015-06-09,112.81999969482422,25.562000274658203,21.25
2015-06-10,113.77999877929688,26.059999465942383,21.489999771118164
2015-06-11,113.26000213623047,25.940000534057617,21.280000686645508
2015-06-12,113.2300033569336,25.628999710083008,21.040000915527344
2015-06-15,113.7300033569336,25.399999618530273,20.8700008392334
2015-06-16,113.31999969482422,25.719999313354492,20.950000762939453
2015-06-17,113.8499984741211,25.649999618530273,20.959999084472656
2015-06-18,115.31999969482422,25.729999542236328,20.979999542236328
2015-06-19,115.12000274658203,25.412200927734375,20.719999313354492
2015-06-22,113.63999938964844,25.562999725341797,20.790000915527344
2015-06-23,112.88999938964844,25.950000762939453,21.100000381469727
2015-06-24,112.58999633789062,25.505699157714844,20.8700008392334
2015-06-25,112.44000244140625,25.34000015258789,20.81999969482422
2015-06-26,112.55999755859375,25.253000259399414,20.90999984741211
2015-06-29,113.06999969482422,24.71470069885254,20.709999084472656
2015-06-30,112.37000274658203,25.191999435424805,21.110000610351562
