,LQD,SHY,SHV,TLT,GOVT,IEF,BIL,IEI,VGSH,SCHO,VGIT,SCHR,SPTS,SPTI,SPTL,VGLT,USFR,TLH,EDV,TFLO,ZROZ,PLW
,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
Date,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,97.64200592041016,77.95405578613281,101.79141998291016,108.54334259033203,22.635839462280273,95.86609649658203,84.73573303222656,113.06149291992188,55.17839431762695,45.873355865478516,57.361026763916016,48.119388580322266,27.521638870239258,27.642210006713867,31.085405349731445,65.96881103515625,46.353057861328125,117.68465423583984,94.17575073242188,46.38749313354492,101.52510833740234,29.387680053710938
2019-01-15,97.70223236083984,77.98202514648438,101.8006362915039,108.14692687988281,22.635839462280273,95.77400207519531,84.7542953491211,113.01496124267578,55.17839431762695,45.873355865478516,57.351966857910156,48.101200103759766,27.521638870239258,27.642210006713867,30.995826721191406,65.72869873046875,46.353057861328125,117.51634216308594,93.58761596679688,46.39671325683594,100.33444213867188,29.33243179321289
2019-01-16,97.89156341552734,77.96337127685547,101.78219604492188,108.25504302978516,22.626689910888672,95.71874237060547,84.7635498046875,112.97771453857422,55.187564849853516,45.882537841796875,57.3158073425293,48.07391357421875,27.503040313720703,27.623598098754883,31.013734817504883,65.80870056152344,46.353057861328125,117.53402709960938,93.72206115722656,46.39671325683594,100.62528991699219,29.341636657714844
2019-01-17,98.08952331542969,77.95405578613281,101.80986022949219,108.28208923339844,22.617549896240234,95.54381561279297,84.78207397460938,112.84733581542969,55.187564849853516,45.882537841796875,57.26151657104492,47.99207305908203,27.512344360351562,27.59567642211914,31.022703170776367,65.80870056152344,46.371517181396484,117.3923568725586,93.8228988647461,46.4151496887207,100.93434143066406,29.304813385009766
2019-01-18,98.26167297363281,77.88876342773438,101.83753967285156,107.71451568603516,22.571840286254883,95.23990631103516,84.78207397460938,112.61449432373047,55.15085220336914,45.836551666259766,57.1348762512207,47.89202880859375,27.47515296936035,27.5305118560791,30.861440658569336,65.44407653808594,46.353057861328125,116.93174743652344,93.24315643310547,46.42438888549805,100.36170959472656,29.231128692626953
2019-01-22,98.42518615722656,77.95405578613281,101.82830810546875,108.44427490234375,22.617549896240234,95.57142639160156,84.79134368896484,112.84733581542969,55.16920471191406,45.854957580566406,57.2343864440918,48.0102653503418,27.512344360351562,27.59567642211914,31.07645034790039,65.87989044189453,46.362308502197266,117.45438385009766,93.99932098388672,46.42438888549805,100.91614532470703,29.358726501464844
2019-01-23,98.67475891113281,77.93538665771484,101.82830810546875,108.39921569824219,22.617549896240234,95.52538299560547,84.79134368896484,112.80076599121094,55.17839431762695,45.873355865478516,57.243431091308594,48.0102653503418,27.512344360351562,27.586366653442383,31.05852508544922,65.87098693847656,46.362308502197266,117.3923568725586,93.99932098388672,46.42438888549805,101.27970886230469,29.331050872802734
2019-01-24,98.93296813964844,78.00064849853516,101.86517333984375,109.11092376708984,22.67239761352539,95.82925415039062,84.8191146850586,113.01496124267578,55.21512985229492,45.90095901489258,57.361026763916016,48.092105865478516,27.530935287475586,27.642210006713867,31.264575958251953,66.28013610839844,46.362308502197266,117.84407043457031,94.8143081665039,46.433616638183594,102.1068115234375,29.450992584228516
2019-01-25,99.01907348632812,77.94470977783203,101.86517333984375,108.58840942382812,22.635839462280273,95.60823059082031,84.80982971191406,112.84733581542969,55.187564849853516,45.873355865478516,57.26151657104492,48.01934051513672,27.512344360351562,27.586366653442383,31.112279891967773,66.00438690185547,46.38078689575195,117.4720687866211,94.360595703125,46.433616638183594,101.49784851074219,29.358726501464844
2019-01-28,99.00182342529297,77.95405578613281,101.86517333984375,108.48027038574219,22.635839462280273,95.63587188720703,84.8191146850586,112.86593627929688,55.187564849853516,45.873355865478516,57.26151657104492,48.03752899169922,27.512344360351562,27.59567642211914,31.085405349731445,65.9243392944336,46.362308502197266,117.40118408203125,94.1589584350586,46.433616638183594,101.3887710571289,29.349498748779297
