,NVDA,MRNA,BYND,TSLA,TEVA,SNOW,ABNB,BABA,1090943,1106376,168013
,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,closingPrice,closingPrice,closingPrice
2013-10-13,,,,,,,,,2708.0,30.7,19890.0
2013-10-14,3.6343939304351807,,,11.981332778930664,35.834800720214844,,,,2710.0,26.5,19140.0
2013-10-15,3.6156234741210938,,,12.262666702270508,35.0889892578125,,,,2721.0,26.5,19410.0
2013-10-16,3.660203218460083,,,12.237333297729492,35.39973831176758,,,,2690.0,26.6,19180.0
2013-10-17,3.6672420501708984,,,12.186667442321777,35.74601364135742,,,,2686.0,26.6,19180.0
2013-10-18,3.709475040435791,,,12.226667404174805,35.515167236328125,,,,,,
2013-10-20,,,,,,,,,2688.0,25.2,19360.0
2013-10-21,3.718860387802124,,,11.506667137145996,35.70161437988281,,,,2729.0,25.2,19360.0
2013-10-22,3.7000904083251953,,,11.435999870300293,35.8614387512207,,,,2764.0,27.2,19110.0
2013-10-23,3.636740207672119,,,10.966667175292969,35.67498016357422,,,,2724.0,27.2,19080.0
2013-10-24,3.610931634902954,,,11.543333053588867,35.79928970336914,,,,2705.0,25.8,18710.0
2013-10-25,3.5757365226745605,,,11.310667037963867,37.02456283569336,,,,,,
2013-10-27,,,,,,,,,2680.0,25.8,18660.0
2013-10-28,3.5686981678009033,,,10.857333183288574,36.429683685302734,,,,2670.0,25.8,18490.0
2013-10-29,3.573390483856201,,,10.964667320251465,36.420806884765625,,,,2701.0,25.8,18810.0
2013-10-30,3.5710442066192627,,,10.614666938781738,33.47304153442383,,,,2701.0,25.8,18830.0
2013-10-31,3.5640056133270264,,,10.662667274475098,32.931434631347656,,,,2635.0,25.8,18780.0
2013-11-01,3.580430030822754,,,10.811332702636719,32.958072662353516,,,,,,
2013-11-03,,,,,,,,,2625.0,25.8,18910.0
2013-11-04,3.4771926403045654,,,11.680000305175781,32.48750686645508,,,,2703.0,25.8,19310.0
2013-11-05,3.472501277923584,,,11.787332534790039,32.824893951416016,,,,2740.0,27.0,18900.0
2013-11-06,3.4959633350372314,,,10.077333450317383,32.780494689941406,,,,2762.0,27.0,19180.0
2013-11-07,3.4138436317443848,,,9.317999839782715,32.860408782958984,,,,2555.0,26.0,18680.0
2013-11-08,3.650818109512329,,,9.196666717529297,33.09126281738281,,,,,,
2013-11-10,,,,,,,,,2618.0,24.9,18520.0
2013-11-11,3.6813204288482666,,,9.646666526794434,33.082374572753906,,,,2635.0,24.9,18950.0
2013-11-12,3.688358783721924,,,9.186667442321777,33.5174446105957,,,,2742.0,21.1,18870.0
2013-11-13,3.78924822807312,,,9.24666690826416,34.08567810058594,,,,2756.0,19.5,18870.0
2013-11-14,3.8056728839874268,,,9.173333168029785,34.05016326904297,,,,2656.0,17.6,18990.0
2013-11-15,3.7939412593841553,,,9.029999732971191,33.98801040649414,,,,,,
2013-11-17,,,,,,,,,2716.0,18.6,19610.0
2013-11-18,3.7024359703063965,,,8.10533332824707,34.208309173583984,,,,2707.0,16.9,19890.0
2013-11-19,3.642282247543335,,,8.406000137329102,34.897850036621094,,,,2684.0,17.3,19830.0
2013-11-20,3.5880253314971924,,,8.074000358581543,36.267967224121094,,,,2674.0,17.3,20150.0
2013-11-21,3.6163337230682373,,,8.140000343322754,35.82021713256836,,,,2478.0,16.0,19150.0
2013-11-22,3.5809483528137207,,,8.092000007629395,36.38439178466797,,,,,,
2013-11-24,,,,,,,,,2558.0,14.1,19760.0
2013-11-25,3.658794403076172,,,8.055999755859375,36.20528793334961,,,,2562.0,14.1,19850.0
2013-11-26,3.6894614696502686,,,8.033332824707031,36.44707489013672,,,,2501.0,11.3,20380.0
2013-11-27,3.7036166191101074,,,8.462667465209961,36.44707489013672,,,,2510.0,11.3,19800.0
2013-11-28,,,,,,,,,2433.0,12.1,19480.0
2013-11-29,3.680026054382324,,,8.485333442687988,36.50078582763672,,,,,,
2013-12-01,,,,,,,,,2447.0,12.1,19820.0
2013-12-02,3.7154111862182617,,,8.277999877929688,36.38439178466797,,,,2433.0,11.9,19590.0
2013-12-03,3.7130508422851562,,,9.646666526794434,35.99932098388672,,,,2438.0,12.5,19340.0
2013-12-04,3.764948844909668,,,9.263333320617676,35.84709167480469,,,,2446.0,12.9,19080.0
2013-12-05,3.7036166191101074,,,9.36533260345459,35.75753402709961,,,,2466.0,13.4,19420.0
2013-12-06,3.6493589878082275,,,9.157333374023438,35.50679397583008,,,,,,
2013-12-08,,,,,,,,,2470.0,12.8,19350.0
2013-12-09,3.5880253314971924,,,9.4399995803833,35.954551696777344,,,,2490.0,12.5,19260.0
2013-12-10,3.6705899238586426,,,9.47933292388916,36.74258804321289,,,,2465.0,11.0,19030.0
2013-12-11,3.635205030441284,,,9.3100004196167,35.73961639404297,,,,2450.0,11.3,18530.0
2013-12-12,3.5644352436065674,,,9.83133316040039,35.381412506103516,,,,2352.0,11.7,18250.0
2013-12-13,3.543203830718994,,,9.84333324432373,35.659027099609375,,,,,,
2013-12-15,,,,,,,,,2344.0,11.1,18230.0
2013-12-16,3.547922134399414,,,9.862667083740234,35.56947708129883,,,,2341.0,11.1,18570.0
