,NVDA,MRNA,BYND,TSLA,TEVA,SNOW,ABNB,BABA,1090943,1106376,168013
,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,closingPrice,closingPrice,closingPrice
2016-09-23,15.982983589172363,,,13.829999923706055,49.33687973022461,,,107.70999908447266,,,
2016-09-25,,,,,,,,,1145.0,50.1,30900.0
2016-09-26,15.832877159118652,,,13.932666778564453,48.186607360839844,,,105.88999938964844,1151.0,49.6,30300.0
2016-09-27,16.37425422668457,,,13.720666885375977,47.41976547241211,,,108.26000213623047,1144.0,49.6,29810.0
2016-09-28,16.433317184448242,,,13.751333236694336,46.662506103515625,,,108.75,1142.0,49.5,29590.0
2016-09-29,16.58588981628418,,,13.380000114440918,44.37155532836914,,,105.55000305175781,1124.0,49.5,29930.0
2016-09-30,16.861495971679688,,,13.60200023651123,44.10316467285156,,,105.79000091552734,,,
2016-10-03,16.844270706176758,,,14.24666690826416,43.78683853149414,,,105.37999725341797,,,
2016-10-04,16.8073673248291,,,14.093999862670898,43.384239196777344,,,105.44999694824219,,,
2016-10-05,16.79013442993164,,,13.897333145141602,43.31714630126953,,,106.95999908447266,1120.0,48.0,30950.0
2016-10-06,16.57112693786621,,,13.399999618530273,43.51844024658203,,,107.08000183105469,1120.0,48.0,31560.0
2016-10-07,16.450542449951172,,,13.107333183288574,43.19253921508789,,,106.0,,,
2016-10-09,,,,,,,,,1122.0,49.7,31750.0
2016-10-10,16.51206398010254,,,13.396666526794434,43.173362731933594,,,108.41000366210938,1125.0,49.7,32320.0
2016-10-11,16.273361206054688,,,13.34000015258789,42.713260650634766,,,105.2300033569336,,,
2016-10-12,16.34719467163086,,,13.434000015258789,42.29148864746094,,,103.62000274658203,,,
2016-10-13,16.0814208984375,,,13.349332809448242,42.444854736328125,,,102.1500015258789,1142.0,49.4,31280.0
2016-10-14,16.23891258239746,,,13.100666999816895,41.1795654296875,,,101.8499984741211,,,
2016-10-17,16.145402908325195,,,12.93066692352295,40.05805969238281,,,102.83999633789062,,,
2016-10-18,16.391489028930664,,,13.273332595825195,41.467132568359375,,,103.33999633789062,1126.0,52.3,31450.0
2016-10-19,16.357030868530273,,,13.570667266845703,41.54381561279297,,,103.93000030517578,1129.0,53.2,31020.0
2016-10-20,16.667098999023438,,,13.273332595825195,42.37776184082031,,,103.8499984741211,1125.0,53.2,30830.0
2016-10-21,16.620342254638672,,,13.339332580566406,42.17646408081055,,,103.94000244140625,,,
2016-10-24,17.400419235229492,,,13.517333030700684,41.69718933105469,,,104.5,,,
2016-10-25,17.685871124267578,,,13.489333152770996,42.03268051147461,,,104.22000122070312,1123.0,53.8,30940.0
2016-10-26,17.757230758666992,,,13.482666969299316,41.562992095947266,,,102.77999877929688,1127.0,53.8,30950.0
2016-10-27,17.393033981323242,,,13.600666999816895,41.361690521240234,,,102.37999725341797,1128.0,53.8,30700.0
2016-10-28,17.363502502441406,,,13.33133316040039,40.56608963012695,,,101.93000030517578,,,
2016-10-30,,,,,,,,,1123.0,53.9,30360.0
2016-10-31,17.511154174804688,,,13.182000160217285,40.968685150146484,,,101.69000244140625,1124.0,53.9,30200.0
2016-11-01,16.991918563842773,,,12.719332695007324,41.33293151855469,,,101.1500015258789,1120.0,55.0,29820.0
2016-11-02,16.92055892944336,,,12.534667015075684,41.53422927856445,,,98.51000213623047,1119.0,55.0,29610.0
2016-11-03,16.723690032958984,,,12.494667053222656,37.57539749145508,,,97.75,1116.0,56.1,30120.0
2016-11-04,16.627723693847656,,,12.704000473022461,38.572296142578125,,,97.56999969482422,,,
2016-11-06,,,,,,,,,1117.0,56.1,30600.0
2016-11-07,17.53822135925293,,,12.880666732788086,39.089908599853516,,,99.3499984741211,1124.0,56.1,31000.0
2016-11-08,17.511154174804688,,,12.996000289916992,37.16321563720703,,,99.8499984741211,1115.0,56.1,31280.0
2016-11-09,17.215858459472656,,,12.670666694641113,38.313480377197266,,,96.66999816894531,1115.0,58.6,30790.0
2016-11-10,16.676939010620117,,,12.356666564941406,38.39975357055664,,,94.33999633789062,1117.0,58.6,31210.0
2016-11-11,21.647783279418945,,,12.570667266845703,38.965301513671875,,,92.98999786376953,,,
2016-11-13,,,,,,,,,1102.0,58.6,30870.0
2016-11-14,20.582250595092773,,,12.096667289733887,39.329551696777344,,,89.7699966430664,1102.0,58.6,30470.0
2016-11-15,21.209760665893555,,,12.251333236694336,36.04170227050781,,,91.0,1119.0,56.5,29780.0
2016-11-16,22.548433303833008,,,12.26200008392334,36.49222946166992,,,92.86000061035156,1123.0,57.8,29800.0
2016-11-17,22.735462188720703,,,12.577333450317383,37.27824401855469,,,94.06999969482422,1133.0,57.8,30350.0
2016-11-18,22.974157333374023,,,12.334667205810547,36.96192169189453,,,93.38999938964844,,,
2016-11-20,,,,,,,,,1143.0,57.8,30650.0
2016-11-21,22.88064956665039,,,12.3013334274292,37.19197082519531,,,93.41000366210938,1139.0,57.8,30540.0
2016-11-22,23.0455265045166,,,12.744667053222656,36.262176513671875,,,93.20999908447266,1148.0,57.8,30360.0
2016-11-23,23.158897399902344,,,12.87600040435791,36.53057098388672,,,93.02999877929688,1131.0,57.8,30360.0
2016-11-24,,,,,,,,,1133.0,54.7,30910.0
2016-11-25,23.205718994140625,,,13.109999656677246,36.62642288208008,,,93.01000213623047,,,
2016-11-27,,,,,,,,,1145.0,54.7,31340.0
2016-11-28,23.193397521972656,,,13.074666976928711,36.56890869140625,,,93.76000213623047,1136.0,54.7,31630.0
2016-11-29,22.981443405151367,,,12.637999534606934,36.29093551635742,,,94.98999786376953,1133.0,54.7,31770.0
2016-11-30,22.722675323486328,,,12.626667022705078,36.13755798339844,,,94.0199966430664,1128.0,52.3,32250.0
2016-12-01,21.598857879638672,,,12.125332832336426,35.373409271240234,,,89.86000061035156,1148.0,52.9,31510.0
2016-12-02,21.798490524291992,,,12.097999572753906,35.334716796875,,,90.4800033569336,,,
2016-12-04,,,,,,,,,1154.0,52.9,31700.0
2016-12-05,22.64381217956543,,,12.453332901000977,35.828033447265625,,,90.98999786376953,1154.0,55.2,31720.0
2016-12-06,23.015953063964844,,,12.390000343322754,33.8838005065918,,,90.4000015258789,1158.0,56.1,31920.0
2016-12-07,23.42998695373535,,,12.876667022705078,34.11594772338867,,,91.06999969482422,1157.0,58.3,31410.0
2016-12-08,23.038129806518555,,,12.81933307647705,34.73500442504883,,,92.30999755859375,1170.0,57.7,31120.0
2016-12-09,22.629026412963867,,,12.812000274658203,35.112239837646484,,,93.27999877929688,,,
2016-12-11,,,,,,,,,1180.0,57.3,31190.0
2016-12-12,22.079444885253906,,,12.828666687011719,36.031158447265625,,,92.47000122070312,1179.0,57.3,31290.0
2016-12-13,22.468826293945312,,,13.210000038146973,36.427738189697266,,,92.16000366210938,1181.0,57.3,30550.0
2016-12-14,23.77008628845215,,,13.246000289916992,35.78934097290039,,,91.19000244140625,1174.0,58.0,30100.0
2016-12-15,24.327064514160156,,,13.17199993133545,35.528175354003906,,,88.8499984741211,1170.0,57.8,30100.0
2016-12-16,24.746036529541016,,,13.499333381652832,35.315372467041016,,,88.66999816894531,,,
2016-12-18,,,,,,,,,1167.0,57.6,29750.0
2016-12-19,25.046695709228516,,,13.51533317565918,35.373409271240234,,,88.93000030517578,1163.0,58.3,29490.0
2016-12-20,25.919126510620117,,,13.919333457946777,35.06388473510742,,,89.83999633789062,1186.0,59.2,29080.0
2016-12-21,26.081787109375,,,13.846667289733887,35.179954528808594,,,89.25,1197.0,57.2,29460.0
2016-12-22,26.397239685058594,,,13.896666526794434,35.70228576660156,,,86.80000305175781,1204.0,59.2,29710.0
2016-12-23,27.05526351928711,,,14.22266674041748,35.615234375,,,86.79000091552734,,,
2016-12-25,,,,,,,,,1195.0,57.2,29430.0
2016-12-26,,,,,,,,,1193.0,55.6,29380.0
2016-12-27,28.913497924804688,,,14.635333061218262,35.15093231201172,,,87.54000091552734,1195.0,57.1,29600.0
2016-12-28,26.924650192260742,,,14.649333000183105,34.75434875488281,,,87.37000274658203,1199.0,57.1,29720.0
2016-12-29,27.4619083404541,,,14.312000274658203,34.899444580078125,,,87.33000183105469,1196.0,57.0,29820.0
2016-12-30,26.30605697631836,,,14.246000289916992,35.06388473510742,,,87.80999755859375,,,
2017-01-01,,,,,,,,,1218.0,57.0,29940.0
2017-01-02,,,,,,,,,1229.0,57.5,30350.0
2017-01-03,25.140350341796875,,,14.465999603271484,36.253631591796875,,,88.5999984741211,1240.0,57.5,30000.0
2017-01-04,25.72690200805664,,,15.13266658782959,36.505123138427734,,,90.51000213623047,1284.0,55.6,29670.0
2017-01-05,25.073806762695312,,,15.116666793823242,36.717926025390625,,,94.37000274658203,1278.0,57.8,29410.0
2017-01-06,25.40898323059082,,,15.267333030700684,33.951507568359375,,,93.88999938964844,,,
2017-01-08,,,,,,,,,1276.0,58.1,29290.0
2017-01-09,26.439136505126953,,,15.41866683959961,33.912818908691406,,,94.72000122070312,1291.0,57.1,29380.0
2017-01-10,26.23951530456543,,,15.324666976928711,34.04823303222656,,,96.75,1297.0,58.5,29290.0
2017-01-11,25.916667938232422,,,15.315333366394043,33.1583366394043,,,96.94000244140625,1288.0,54.8,28750.0
2017-01-12,25.49277114868164,,,15.305999755859375,32.829463958740234,,,95.9000015258789,1285.0,55.2,28550.0
2017-01-13,25.49030303955078,,,15.850000381469727,32.85848617553711,,,96.2699966430664,,,
2017-01-15,,,,,,,,,1269.0,54.5,28480.0
2017-01-16,,,,,,,,,1291.0,52.0,28270.0
2017-01-17,24.918542861938477,,,15.70533275604248,32.64567947387695,,,96.12000274658203,1289.0,50.0,28240.0
2017-01-18,25.372007369995117,,,15.890666961669922,32.98422622680664,,,96.0,1307.0,50.9,28360.0
2017-01-19,25.916667938232422,,,16.250667572021484,32.37484359741211,,,96.16999816894531,1309.0,53.2,28110.0
2017-01-20,25.633249282836914,,,16.315332412719727,32.14269256591797,,,96.05999755859375,,,
2017-01-22,,,,,,,,,1336.0,54.4,28340.0
2017-01-23,25.899417877197266,,,16.594667434692383,31.63970947265625,,,98.41000366210938,1342.0,55.0,27990.0
2017-01-24,26.451461791992188,,,16.974000930786133,31.533308029174805,,,101.43000030517578,1366.0,51.3,28290.0
2017-01-25,26.564830780029297,,,16.96466636657715,32.57797622680664,,,104.05999755859375,1400.0,51.6,28900.0
2017-01-26,27.023225784301758,,,16.833999633789062,32.819793701171875,,,102.75,1443.0,53.8,28980.0
2017-01-27,27.545698165893555,,,16.863332748413086,33.45819854736328,,,102.06999969482422,,,
2017-01-29,,,,,,,,,1506.0,51.1,29080.0
2017-01-30,27.114410400390625,,,16.708667755126953,33.39048767089844,,,101.0199966430664,1475.0,50.1,29300.0
2017-01-31,26.907394409179688,,,16.795333862304688,32.336151123046875,,,101.30999755859375,1456.0,51.2,29440.0
2017-02-01,28.082958221435547,,,16.615999221801758,33.55492401123047,,,101.56999969482422,1443.0,53.3,29570.0
2017-02-02,28.437847137451172,,,16.770000457763672,33.071285247802734,,,100.83999633789062,1474.0,53.3,29410.0
2017-02-03,28.18893051147461,,,16.755332946777344,33.31310272216797,,,100.38999938964844,,,
2017-02-05,,,,,,,,,1488.0,51.6,29530.0
2017-02-06,28.91103172302246,,,17.184667587280273,33.22604751586914,,,100.9000015258789,1485.0,53.9,29470.0
2017-02-07,29.359569549560547,,,17.165332794189453,31.1367244720459,,,100.83000183105469,1450.0,51.7,29330.0
2017-02-08,29.231420516967773,,,17.472000122070312,31.32050895690918,,,103.56999969482422,1473.0,53.5,30050.0
2017-02-09,28.68182945251465,,,17.946666717529297,31.194761276245117,,,103.33999633789062,1530.0,53.9,29850.0
2017-02-10,28.00163459777832,,,17.948667526245117,31.1367244720459,,,102.36000061035156,,,
2017-02-12,,,,,,,,,1479.0,54.5,29780.0
2017-02-13,26.710233688354492,,,18.706666946411133,32.88750076293945,,,103.0999984741211,1484.0,53.1,30020.0
2017-02-14,26.808813095092773,,,18.73200035095215,33.758052825927734,,,101.58999633789062,1503.0,52.7,29940.0
2017-02-15,26.863035202026367,,,18.650667190551758,35.56686782836914,,,101.55000305175781,1521.0,52.2,29630.0
2017-02-16,26.43174934387207,,,17.93000030517578,34.638275146484375,,,100.81999969482422,1509.0,52.8,29750.0
2017-02-17,26.42681884765625,,,18.148666381835938,34.04823303222656,,,100.5199966430664,,,
2017-02-19,,,,,,,,,1507.0,54.4,30100.0
2017-02-20,,,,,,,,,1484.0,53.5,30600.0
2017-02-21,27.37318229675293,,,18.492666244506836,35.4507942199707,,,102.12000274658203,1478.0,52.2,31270.0
2017-02-22,27.331241607666016,,,18.233999252319336,34.79304122924805,,,104.19999694824219,1459.0,53.9,31150.0
2017-02-23,24.796998977661133,,,17.06599998474121,34.64794921875,,,102.45999908447266,1425.0,53.8,31620.0
2017-02-24,25.036359786987305,,,17.133333206176758,34.222347259521484,,,102.94999694824219,,,
2017-02-26,,,,,,,,,1432.0,53.0,31740.0
2017-02-27,25.764307022094727,,,16.415332794189453,34.58024215698242,,,103.5999984741211,1412.0,54.4,31570.0
2017-02-28,25.041290283203125,,,16.666000366210938,34.199378967285156,,,102.9000015258789,1396.0,52.5,31470.0
2017-03-01,25.364551544189453,,,16.667999267578125,34.189613342285156,,,104.04000091552734,1376.0,53.0,31590.0
2017-03-02,24.42932891845703,,,16.698667526245117,33.984535217285156,,,103.19000244140625,1371.0,52.4,32540.0
2017-03-03,24.288667678833008,,,16.771333694458008,33.886878967285156,,,103.30999755859375,,,
2017-03-05,,,,,,,,,1417.0,53.7,32240.0
2017-03-06,24.10113525390625,,,16.747333526611328,32.607574462890625,,,102.30999755859375,1418.0,53.0,31500.0
2017-03-07,24.36516761779785,,,16.57266616821289,32.402496337890625,,,102.62999725341797,1395.0,53.3,31380.0
2017-03-08,24.32075309753418,,,16.45800018310547,32.060699462890625,,,103.22000122070312,1381.0,53.9,31320.0
2017-03-09,24.315818786621094,,,16.32666778564453,32.187652587890625,,,103.23999786376953,1374.0,53.5,32330.0
2017-03-10,24.458940505981445,,,16.246000289916992,32.607574462890625,,,103.38999938964844,,,
2017-03-13,25.132596969604492,,,16.411333084106445,32.51968765258789,,,105.18000030517578,1367.0,51.3,34430.0
2017-03-14,25.115324020385742,,,17.200000762939453,32.86148452758789,,,104.25,1377.0,53.4,34320.0
2017-03-15,25.305334091186523,,,17.048667907714844,33.53531265258789,,,103.69000244140625,1366.0,53.4,33610.0
