,LQD,SHY,SHV,TLT,GOVT,IEF,BIL,IEI,VGSH,SCHO,VGIT,SCHR,SPTS,SPTI,SPTL,GBIL,VGLT,USFR,TLH,EDV,SGOV,CLTL,FLGV,TFLO,ZROZ,PLW
,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-20,109.64752960205078,80.43470764160156,104.28981018066406,122.17902374267578,23.970829010009766,103.11720275878906,86.74095153808594,118.96293640136719,57.053314208984375,47.45794677734375,60.68898010253906,50.938720703125,28.463069915771484,29.277189254760742,34.94709396362305,94.89710998535156,74.12871551513672,47.21735382080078,129.4503631591797,110.55694580078125,,99.67407989501953,,47.43434143066406,117.43877410888672,32.00735855102539
2019-06-21,109.24993133544922,80.39673614501953,104.28038024902344,120.83675384521484,23.896495819091797,102.69532775878906,86.74095153808594,118.73583984375,57.02521896362305,47.420406341552734,60.523338317871094,50.83677673339844,28.444108963012695,29.19664192199707,34.60865783691406,94.878173828125,73.38396453857422,47.179752349853516,128.6548309326172,109.12439727783203,,99.67596435546875,,47.44375991821289,115.50003814697266,31.810592651367188
2019-06-24,109.52386474609375,80.44420623779297,104.28038024902344,121.7377700805664,23.952241897583008,103.05155181884766,86.75042724609375,118.97235870361328,57.053314208984375,47.45794677734375,60.679779052734375,50.938720703125,28.45359230041504,29.28192901611328,34.84646987915039,94.88764953613281,73.89254760742188,47.21364974975586,129.2333984375,110.02897644042969,,99.68067932128906,,47.45319747924805,116.69804382324219,31.96638298034668
2019-06-25,109.1968994140625,80.46316528320312,104.28038024902344,122.1147232055664,23.9801025390625,103.21094512939453,86.75042724609375,119.1048355102539,57.06266784667969,47.476707458496094,60.76259994506836,51.02213668823242,28.47256088256836,29.310361862182617,34.96537780761719,94.90656280517578,74.14688110351562,47.21364974975586,129.64926147460938,110.62043762207031,,99.70428466796875,,47.44375991821289,117.10956573486328,31.994539260864258
2019-06-26,108.97599029541016,80.3682861328125,104.29924774169922,121.33322143554688,23.915077209472656,102.78904724121094,86.76937866210938,118.73583984375,57.00651168823242,47.43915939331055,60.57853698730469,50.864566802978516,28.444108963012695,29.215595245361328,34.72758102416992,94.88764953613281,73.6655044555664,47.21364974975586,128.90789794921875,109.75934600830078,,99.70428466796875,,47.44375991821289,116.22248840332031,31.872529983520508
2019-06-27,109.6122055053711,80.43470764160156,104.32750701904297,122.1882553100586,23.970829010009766,103.09847259521484,86.76937866210938,118.96293640136719,57.053314208984375,47.467323303222656,60.67057800292969,50.938720703125,28.463069915771484,29.277189254760742,34.96537780761719,94.90656280517578,74.17407989501953,47.21364974975586,129.4503631591797,110.59432983398438,,99.72697448730469,,47.4720573425293,117.21928405761719,32.01331329345703
2019-06-28,109.89497375488281,80.43470764160156,104.30867004394531,122.10555267333984,23.989412307739258,103.14531707763672,86.77886962890625,118.99134063720703,57.053314208984375,47.467323303222656,60.70738983154297,50.938720703125,28.45359230041504,29.28192901611328,34.901344299316406,94.916015625,74.15594482421875,47.21364974975586,129.38705444335938,110.47257232666016,,99.7137451171875,,47.45319747924805,117.34733581542969,31.975780487060547
2019-07-01,110.10320281982422,80.38339233398438,104.31716918945312,121.81993103027344,23.953115463256836,103.01569366455078,86.77410125732422,118.889892578125,57.01203155517578,47.43160629272461,60.639156341552734,50.909934997558594,28.449787139892578,29.24871063232422,34.872947692871094,94.92169189453125,73.95387268066406,47.21364974975586,129.21218872070312,110.09857940673828,,99.7137451171875,,47.46833038330078,116.9612045288086,31.975780487060547
2019-07-02,110.40448760986328,80.43091583251953,104.33606719970703,122.75955963134766,24.00895118713379,103.3819808959961,86.7835922241211,119.09840393066406,57.05893325805664,47.45038986206055,60.75901412963867,51.01206588745117,28.45929527282715,29.31515121459961,35.11124038696289,94.94066619873047,74.52725982666016,47.23248291015625,129.90065002441406,111.29017639160156,,99.73260498046875,,47.45887756347656,118.16548156738281,32.079010009765625
2019-07-03,110.70575714111328,80.449951171875,104.36438751220703,123.63471984863281,24.05548095703125,103.57920837402344,86.81206512451172,119.1647720336914,57.068321228027344,47.46919631958008,60.84197998046875,51.06777572631836,28.468791961669922,29.343626022338867,35.34035873413086,94.95011901855469,74.99141693115234,47.23248291015625,130.35362243652344,112.37742614746094,,99.7373275756836,,47.48723602294922,119.50763702392578,32.22917175292969
