Symbol,sector,description,total_return,total_volatility,total_sharpe,annual_return,annual_volatility,annual_sharpe,monthly_return,monthly_volatility,monthly_sharpe,forecast_return,forecast_volatility,forecast_sharpe
1143866,Israel stocks,תכ.MSCIWORLDמד,,,,,,,,,,,,
1143882,Israel stocks,תכ.משמחז/בסיסממ,,,,,,,,,,,,
1143890,Israel stocks,תכ.משבריא/ביוממ,,,,,,,,,,,,
1145713,Israel stocks,קסם.RUSS2000,,,,,,,,,,,,
1145739,Israel stocks,קסם.תל ג-צמ5-10,,,,,,,,,,,,
1145747,Israel stocks,קסם.MSCI INDIA,,,,,,,,,,,,
1145754,Israel stocks,קסם.KOSPI 200,,,,,,,,,,,,
1145804,Israel stocks,קסם.MSCIWORLD,,,,,,,,,,,,
1145812,Israel stocks,קסם.MSCI EM,,,,,,,,,,,,
1145820,Israel stocks,קסם.LBMAGOLDPM,,,,,,,,,,,,
1145838,Israel stocks,קסם.MSCIFEEXJPN,,,,,,,,,,,,
1145879,Israel stocks,קסם.DJHCARE,,,,,,,,,,,,
1145887,Israel stocks,קסם.ISEUSWATER,,,,,,,,,,,,
1145895,Israel stocks,קסם.CLEANTECH,,,,,,,,,,,,
1145903,Israel stocks,קסם.SPENERGY,,,,,,,,,,,,
1145911,Israel stocks,קסם.תל דיב,,,,,,,,,,,,
1145929,Israel stocks,קסם.BB OIL,,,,,,,,,,,,
1145945,Israel stocks,קסם.NIKKEI225ממ,,,,,,,,,,,,
1145952,Israel stocks,קסם.EUSTOX50ממ,,,,,,,,,,,,
1145960,Israel stocks,קסם.תלבונד 20,,,,,,,,,,,,
1145994,Israel stocks,קסם.תא צמיחה,,,,,,,,,,,,
1146000,Israel stocks,קסם.STOXMID200,,,,,,,,,,,,
1146018,Israel stocks,קסם.תלגוב-משתנה,,,,,,,,,,,,
1146042,Israel stocks,קסם.חסתלבונד 20,,,,,,,,,,,,
1146059,Israel stocks,קסם.מחתא 35פי2,,,,,,,,,,,,
1146075,Israel stocks,קסם.SP/TSX 60,,,,,,,,,,,,
1146091,Israel stocks,קסם.IBOVESPA,,,,,,,,,,,,
1146125,Israel stocks,קסם.תא ביטוח,,,,,,,,,,,,
1146133,Israel stocks,קסם.תל ג-צמ 0-2,,,,,,,,,,,,
1146141,Israel stocks,קסםNDXUSBBACKממ,,,,,,,,,,,,
1146158,Israel stocks,קסם.תל ג-צמ 2-5,,,,,,,,,,,,
1146166,Israel stocks,קסם.תל ג-שק 0-2,,,,,,,,,,,,
1146174,Israel stocks,קסם.תל ג-שק 5+,,,,,,,,,,,,
1146182,Israel stocks,קסם.STOX600מא,,,,,,,,,,,,
1146190,Israel stocks,קסם.תל ג-שק 2-5,,,,,,,,,,,,
1146208,Israel stocks,קסם.STOX600,,,,,,,,,,,,
1146216,Israel stocks,קסם.תלבונד 40,,,,,,,,,,,,
1146224,Israel stocks,קסם.NDXUSBBACK,,,,,,,,,,,,
1146232,Israel stocks,קסם.תלבונד 60,,,,,,,,,,,,
1146240,Israel stocks,קסםSTOXMID200מא,,,,,,,,,,,,
1146257,Israel stocks,קסם.תל גוב-צמוד,,,,,,,,,,,,
1146265,Israel stocks,קסם.משמנאירומא,,,,,,,,,,,,
1146273,Israel stocks,קסם.תל גוב- מקמ,,,,,,,,,,,,
1146281,Israel stocks,קסם.תלבונדצ בנק,,,,,,,,,,,,
1146307,Israel stocks,קסSTOX600BANKמא,,,,,,,,,,,,
1146331,Israel stocks,קסם.תא 90,,,,,,,,,,,,
1146356,Israel stocks,קסם.תא 125,,,,,,,,,,,,
1146364,Israel stocks,קסם.תא גלובל-טק,,,,,,,,,,,,
1146372,Israel stocks,קסם.MDAXGER,,,,,,,,,,,,
1146380,Israel stocks,קסם.ממתא 35פי3,,,,,,,,,,,,
1146406,Israel stocks,קסם.EUSTOX50,,,,,,,,,,,,
1146414,Israel stocks,קסם.תלבונד שקלי,,,,,,,,,,,,
1146422,Israel stocks,קס.LBMAGOLDPMממ,,,,,,,,,,,,
1146430,Israel stocks,קסם.אי בנק ישר,,,,,,,,,,,,
1146448,Israel stocks,קסם.DJ30,,,,,,,,,,,,
1146455,Israel stocks,קסם.חסתלבונד 40,,,,,,,,,,,,
1146471,Israel stocks,קסם.SP500,,,,,,,,,,,,
1146497,Israel stocks,קסם.FTSE100,,,,,,,,,,,,
1146505,Israel stocks,קסם.NDX100,,,,,,,,,,,,
1146513,Israel stocks,קסם.DAX,,,,,,,,,,,,
1146521,Israel stocks,קסם.FTSECHN50,,,,,,,,,,,,
1146539,Israel stocks,קסם.תא SME60,,,,,,,,,,,,
1146547,Israel stocks,קסם.תא נדלן,,,,,,,,,,,,
1146554,Israel stocks,קסם.תא פיננסים,,,,,,,,,,,,
1146562,Israel stocks,קסם.תל גוב-שקלי,,,,,,,,,,,,
1146570,Israel stocks,קסם.תא 35,,,,,,,,,,,,
1146588,Israel stocks,קסם.MDAXGERממ,,,,,,,,,,,,
1146596,Israel stocks,קסם.STOX600HLTH,,,,,,,,,,,,
1146604,Israel stocks,קסם.SP500ממ,,,,,,,,,,,,
1146612,Israel stocks,קסם.NDX100ממ,,,,,,,,,,,,
1146620,Israel stocks,קסם.BB OILממ,,,,,,,,,,,,
1146638,Israel stocks,קסם.תלג-כממוקונ,,,,,,,,,,,,
1146646,Israel stocks,קסם.תל גוב-כללי,,,,,,,,,,,,
1146661,Israel stocks,קסם.משאגחומניש,,,,,,,,,,,,
1146679,Israel stocks,קסם.MSCIACWORLD,,,,,,,,,,,,
1146687,Israel stocks,קסHANGSENGCHNממ,,,,,,,,,,,,
1146695,Israel stocks,קסם.משאגחומנ,,,,,,,,,,,,
1146703,Israel stocks,קסם.DAXממ,,,,,,,,,,,,
1146729,Israel stocks,קסם.RUSS2000ממ,,,,,,,,,,,,
1146737,Israel stocks,קסם.MSCI EMמד,,,,,,,,,,,,
1146745,Israel stocks,קסם.חסתא 35,,,,,,,,,,,,
1146786,Israel stocks,קסם.SPFINANCE,,,,,,,,,,,,
1146794,Israel stocks,קסם.SPצריכהמחז,,,,,,,,,,,,
1146802,Israel stocks,קסם.SWISS SMI,,,,,,,,,,,,
1146810,Israel stocks,קסםDJINTERNETממ,,,,,,,,,,,,
1146828,Israel stocks,קסם.משמנMIDמפממ,,,,,,,,,,,,
1146885,Israel stocks,קסם.תא נפט וגז,,,,,,,,,,,,
1146893,Israel stocks,קסם.תא ביומד,,,,,,,,,,,,
1146919,Israel stocks,קסם.IG30$ IBOX,,,,,,,,,,,,
1146927,Israel stocks,קסם.תלבונד צמוד,,,,,,,,,,,,
1146935,Israel stocks,קסם.תלבונדצ יתר,,,,,,,,,,,,
1146943,Israel stocks,קסם.SPHOMEBUILD,,,,,,,,,,,,
1146950,Israel stocks,קסם.תלבונד תשו,,,,,,,,,,,,
1146968,Israel stocks,קסם.ממSP500פי3,,,,,,,,,,,,
1146976,Israel stocks,קסם.ממNDX100פי3,,,,,,,,,,,,
1146984,Israel stocks,קסם.ממDAXפי3,,,,,,,,,,,,
1146992,Israel stocks,קסם.מחSP500פי2,,,,,,,,,,,,
1147008,Israel stocks,קסם.מחNDX100פי2,,,,,,,,,,,,
1147016,Israel stocks,קסם.מחDAXפי2,,,,,,,,,,,,
1147024,Israel stocks,קסם.SPSCAP600ממ,,,,,,,,,,,,
1147032,Israel stocks,קסם.WIDEMOATUS,,,,,,,,,,,,
1147040,Israel stocks,קסם.משמנארהבממ,,,,,,,,,,,,
1147057,Israel stocks,קסם.תלג-כומניממ,,,,,,,,,,,,
1147065,Israel stocks,קסם.SP500LVHD,,,,,,,,,,,,
1147073,Israel stocks,קסם.MSCIWORLDמד,,,,,,,,,,,,
1147081,Israel stocks,קסם.תלבונד מאגר,,,,,,,,,,,,
1147099,Israel stocks,קסם.FTSE250ממ,,,,,,,,,,,,
1147107,Israel stocks,קסם.DJUSDIVממ,,,,,,,,,,,,
1147115,Israel stocks,קסEUSTOXDIV30ממ,,,,,,,,,,,,
1147123,Israel stocks,קסEUSTOXBANKSממ,,,,,,,,,,,,
1147131,Israel stocks,קסםחסתלבונד תשו,,,,,,,,,,,,
1147149,Israel stocks,קסם.תלג-כממומממ,,,,,,,,,,,,
1147156,Israel stocks,קסם.משמנארהב,,,,,,,,,,,,
1147164,Israel stocks,קסם.IG30$ IBOXמ,,,,,,,,,,,,
1147172,Israel stocks,קסםSPHEALTHCARE,,,,,,,,,,,,
1147180,Israel stocks,קסם.ח תל ג-שק5+,,,,,,,,,,,,
1147198,Israel stocks,קסם.ALLBONDר.מש,,,,,,,,,,,,
1147214,Israel stocks,קסם.משמנסארהב,,,,,,,,,,,,
1147230,Israel stocks,קסם.SPTECH,,,,,,,,,,,,
1147263,Israel stocks,קסם.3-7$ IBOXממ,,,,,,,,,,,,
1147271,Israel stocks,קסם.ישראטקBSTAR,,,,,,,,,,,,
1147297,Israel stocks,קסם.3-7$ IBOX,,,,,,,,,,,,
1147347,Israel stocks,קסם.חסתא SME60,,,,,,,,,,,,
1147362,Israel stocks,קסMSCIACWORLDמד,,,,,,,,,,,,
1147396,Israel stocks,קסם.תלבונד ש3-5,,,,,,,,,,,,
1147867,Israel stocks,פסג.תלגוב-לא צמ,,,,,,,,,,,,
1147875,Israel stocks,פסג.GOLDAM,,,,,,,,,,,,
1147933,Israel stocks,פסג.תלגוב-צמוד,,,,,,,,,,,,
1147941,Israel stocks,פסג.תלגוב-שקלי,,,,,,,,,,,,
1147958,Israel stocks,פסג.תלבונד 20,,,,,,,,,,,,
1147966,Israel stocks,פסג.IG30$ IBOX,,,,,,,,,,,,
1147974,Israel stocks,פסג.תלבונד 40,,,,,,,,,,,,
1148006,Israel stocks,פסג.תלבונד 60,,,,,,,,,,,,
1148048,Israel stocks,פסג.תלבונד צמוד,,,,,,,,,,,,
1148055,Israel stocks,פסג.SPMID400 ממ,,,,,,,,,,,,
1148154,Israel stocks,פסג.SPFINANCEממ,,,,,,,,,,,,
1148162,Israel stocks,פסג.SP500,,,,,,,,,,,,
1148170,Israel stocks,פסג.תלבונד מאגר,,,,,,,,,,,,
1148188,Israel stocks,פסג.תלבונד צ1-3,,,,,,,,,,,,
1148196,Israel stocks,פסג.SPTECH ממ,,,,,,,,,,,,
1148212,Israel stocks,פסג.SPHEALTH ממ,,,,,,,,,,,,
1148220,Israel stocks,פסג.תלבונדצ5-15,,,,,,,,,,,,
1148238,Israel stocks,פסג.SP IXY ממ,,,,,,,,,,,,
1148246,Israel stocks,פסג.SP IXR ממ,,,,,,,,,,,,
1148261,Israel stocks,פסג.תלבונדשקל,,,,,,,,,,,,
1148287,Israel stocks,פסג.SPRBANKS ממ,,,,,,,,,,,,
1148337,Israel stocks,פסג.תלבונד ש 50,,,,,,,,,,,,
1148345,Israel stocks,פסג.תלבונד ש1-3,,,,,,,,,,,,
1148477,Israel stocks,פסג.תלבונד צ A,,,,,,,,,,,,
1148527,Israel stocks,פסג.בונדצAA-AAA,,,,,,,,,,,,
1148568,Israel stocks,פסג.תלבונד ש A,,,,,,,,,,,,
1148592,Israel stocks,פסג.בונדשAA-AAA,,,,,,,,,,,,
1148774,Israel stocks,פסג.אינ בנק ישר,,,,,,,,,,,,
1148790,Israel stocks,פסג.תא 35,,,,,,,,,,,,
1148808,Israel stocks,פסג.תא 125,,,,,,,,,,,,
1148840,Israel stocks,פסג.תא SME150,,,,,,,,,,,,
1148899,Israel stocks,הרל.תא 125,,,,,,,,,,,,
1148907,Israel stocks,הרל.תא 35,,,,,,,,,,,,
1148931,Israel stocks,הרל.תא 90,,,,,,,,,,,,
1148949,Israel stocks,הרל.אינ בנק ישר,,,,,,,,,,,,
1148956,Israel stocks,הרל.תא SME60,,,,,,,,,,,,
1148964,Israel stocks,הרל.תא נדלן,,,,,,,,,,,,
1148980,Israel stocks,הרל.תא פיננסים,,,,,,,,,,,,
1149004,Israel stocks,הרל.תא צמיחה,,,,,,,,,,,,
1149020,Israel stocks,הרל.SP500,,,,,,,,,,,,
1149038,Israel stocks,הרל.NDX 100,,,,,,,,,,,,
1149053,Israel stocks,הרל.DAX,,,,,,,,,,,,
1149103,Israel stocks,הרל.NDX 100 ממ,,,,,,,,,,,,
1149137,Israel stocks,הרל.SP500 ממ,,,,,,,,,,,,
1149160,Israel stocks,הרל.DAX ממ,,,,,,,,,,,,
1149228,Israel stocks,הרל.DJ30,,,,,,,,,,,,
1149236,Israel stocks,פסג.חס תא 90,,,,,,,,,,,,
1149244,Israel stocks,הרל.EU STOXX50,,,,,,,,,,,,
1149251,Israel stocks,הרל.NIKKEI225ממ,,,,,,,,,,,,
1149285,Israel stocks,הרל.SPINDUST,,,,,,,,,,,,
1149301,Israel stocks,הרל.MSCI EM,,,,,,,,,,,,
1149335,Israel stocks,הרל.MSCIACWORLD,,,,,,,,,,,,
1149350,Israel stocks,פסג.SP IXR,,,,,,,,,,,,
1149772,Israel stocks,פסג.MSCI AC,,,,,,,,,,,,
1149830,Israel stocks,פסג.DAXFTF ממ,,,,,,,,,,,,
1149848,Israel stocks,הרל.SPHEALTHCAR,,,,,,,,,,,,
1149855,Israel stocks,הרל.SPFINANCE,,,,,,,,,,,,
1149863,Israel stocks,הרל.צריכהבסיסSP,,,,,,,,,,,,
1149871,Israel stocks,הרל.STOXX600,,,,,,,,,,,,
1149889,Israel stocks,הרל.STOXX600 ממ,,,,,,,,,,,,
1149897,Israel stocks,הרל.SPFINANCEממ,,,,,,,,,,,,
1149905,Israel stocks,הרל.SP500LV ממ,,,,,,,,,,,,
1149939,Israel stocks,הרל.SPTECH,,,,,,,,,,,,
1149954,Israel stocks,MTF.תג-שקלי,,,,,,,,,,,,
1149962,Israel stocks,MTF.תג שקלי 2-5,,,,,,,,,,,,
1149970,Israel stocks,הרל.SP500 EW ממ,,,,,,,,,,,,
1149988,Israel stocks,MTF.תלבונד20,,,,,,,,,,,,
1149996,Israel stocks,MTF.תלבונד60,,,,,,,,,,,,
1150002,Israel stocks,MTF.תלבונדשקלי,,,,,,,,,,,,
1150010,Israel stocks,MTF.תג צמוד 2-5,,,,,,,,,,,,
1150036,Israel stocks,הרל.SPENERGY,,,,,,,,,,,,
1150051,Israel stocks,MTF.תג שקלי 5+,,,,,,,,,,,,
1150069,Israel stocks,MTF.תג צמוד5-10,,,,,,,,,,,,
1150101,Israel stocks,MTF.תלבונדצמוד,,,,,,,,,,,,
1150119,Israel stocks,MTF.תלבונדתשו,,,,,,,,,,,,
1150135,Israel stocks,MTF.תלבונדגלובל,,,,,,,,,,,,
1150168,Israel stocks,MTF.תלבונדשקל50,,,,,,,,,,,,
1150184,Israel stocks,MTF.תא35,,,,,,,,,,,,
1150192,Israel stocks,הרל.ISECYBER ממ,,,,,,,,,,,,
1150200,Israel stocks,הרל.MSCIACWORממ,,,,,,,,,,,,
1150226,Israel stocks,STX600.MTF,,,,,,,,,,,,
1150242,Israel stocks,RUSS2000.MTF,,,,,,,,,,,,
1150259,Israel stocks,MTF.תא90,,,,,,,,,,,,
1150267,Israel stocks,MTF.טק-עילית,,,,,,,,,,,,
1150275,Israel stocks,MSCIEM.MTF,,,,,,,,,,,,
1150283,Israel stocks,MTF.תא125,,,,,,,,,,,,
1150333,Israel stocks,SP500.MTF,,,,,,,,,,,,
1150341,Israel stocks,D.MTF&SPUSA,,,,,,,,,,,,
1150358,Israel stocks,MTF.צריכהמחSP,,,,,,,,,,,,
1150366,Israel stocks,MTF.צריכהבסSP,,,,,,,,,,,,
1150374,Israel stocks,הרל.ISECYBER,,,,,,,,,,,,
1150382,Israel stocks,SPFINANCE.MTF,,,,,,,,,,,,
1150390,Israel stocks,SPHEALTH.MTF,,,,,,,,,,,,
1150408,Israel stocks,SPINDUSTR.MTF,,,,,,,,,,,,
1150416,Israel stocks,MTF.סלDAXממ,,,,,,,,,,,,
1150424,Israel stocks,SPTECH.MTF,,,,,,,,,,,,
1150432,Israel stocks,SPHEALTH.MTFממ,,,,,,,,,,,,
1150440,Israel stocks,הרל.תלבונד 20,,,,,,,,,,,,
1150457,Israel stocks,SPINDUSTR.MTFממ,,,,,,,,,,,,
1150473,Israel stocks,הרל.תלבונד 60,,,,,,,,,,,,
1150481,Israel stocks,SPTECH.MTFממ,,,,,,,,,,,,
1150499,Israel stocks,הרל.תלבונד 40,,,,,,,,,,,,
1150507,Israel stocks,SPUTILIT.MTFממ,,,,,,,,,,,,
1150523,Israel stocks,הרל.תלבונד שקלי,,,,,,,,,,,,
1150531,Israel stocks,NIKKEI225.MTFממ,,,,,,,,,,,,
1150549,Israel stocks,RUSS2000.MTFממ,,,,,,,,,,,,
1150564,Israel stocks,D.MTF&SPUSAממ,,,,,,,,,,,,
1150572,Israel stocks,SP500.MTFממ,,,,,,,,,,,,
1150598,Israel stocks,SPFINANCE.MTFממ,,,,,,,,,,,,
1150606,Israel stocks,הרל.תלבונד צמוד,,,,,,,,,,,,
1150614,Israel stocks,STX600.MTFממ,,,,,,,,,,,,
1150622,Israel stocks,הרל.תלבונד תשו,,,,,,,,,,,,
1150663,Israel stocks,MTF.צריכהמחSPממ,,,,,,,,,,,,
1150671,Israel stocks,הרל.תלבונדתשו ש,,,,,,,,,,,,
1150689,Israel stocks,MTF.צריכהבסSPממ,,,,,,,,,,,,
1150713,Israel stocks,הרל.תלבונד ש 50,,,,,,,,,,,,
1150721,Israel stocks,SPENERGY.MTFממ,,,,,,,,,,,,
1150739,Israel stocks,הרל.תלבונדגלובל,,,,,,,,,,,,
1150747,Israel stocks,הרל.תלבושקל-ביט,,,,,,,,,,,,
1150754,Israel stocks,קסם.תלבונד צ3-5,,,,,,,,,,,,
1150762,Israel stocks,קסם.תלבונד ש 50,,,,,,,,,,,,
1150770,Israel stocks,קסם.תלבונדגלובל,,,,,,,,,,,,
1150796,Israel stocks,קסם.SPMIDCAP400,,,,,,,,,,,,
1162361,Israel stocks,MTF.אגחבנקביט2,,,,,,,,,,,,
1161827,Israel stocks,הרל.תא טכנולוגי,,,,,,,,,,,,
1161876,Israel stocks,קסם.חסתלבונדג,,,,,,,,,,,,
1161884,Israel stocks,קסם.חסתא125,,,,,,,,,,,,
1162189,Israel stocks,P 500 ESG.MTF&S,,,,,,,,,,,,
1166255,Israel stocks,INDXCYBER.MTF,,,,,,,,,,,,
1165653,Israel stocks,MTF.תא-בנייה,,,,,,,,,,,,
1165661,Israel stocks,MTF.תא-מניב ישר,,,,,,,,,,,,
1165810,Israel stocks,מו.SP500,,,,,,,,,,,,
1165828,Israel stocks,מו.SP500ממ,,,,,,,,,,,,
1165836,Israel stocks,מו.NDX100,,,,,,,,,,,,
1165844,Israel stocks,מו.NDX100ממ,,,,,,,,,,,,
1162783,Israel stocks,קסם.CSI300,,,,,,,,,,,,
1167329,Israel stocks,קסם.ICCHNG,,,,,,,,,,,,
1167568,Israel stocks,הרל.NDX100פי3ממ,,,,,,,,,,,,
1167576,Israel stocks,הרל.NDX100חספי2,,,,,,,,,,,,
1167584,Israel stocks,VAC.MTF&TRAVEL,,,,,,,,,,,,
1167618,Israel stocks,הרל.DJ MED EQממ,,,,,,,,,,,,
1167261,Israel stocks,קסם.תא סקט באלנ,,,,,,,,,,,,
1167279,Israel stocks,קסם.Bשקלי26,,,,,,,,,,,,
1168715,Israel stocks,קסם.HXRNTR,,,,,,,,,,,,
1168723,Israel stocks,MTF.אנר מתחד יש,,,,,,,,,,,,
1166172,Israel stocks,הרל.כש תא 90,,,,,,,,,,,,
1171032,Israel stocks,הרל.SP KCLEANN,,,,,,,,,,,,
1171040,Israel stocks,הרל.תא קלינטק,,,,,,,,,,,,
1171099,Israel stocks,MTF.חס תא90,,,,,,,,,,,,
1170646,Israel stocks,MTF.צריכ מח יש,,,,,,,,,,,,
1170703,Israel stocks,תכ.XSOX,,,,,,,,,,,,
1170836,Israel stocks,קסם.תלבונד תש ש,,,,,,,,,,,,
1170844,Israel stocks,קסם.ICNET,,,,,,,,,,,,
1169333,Israel stocks,תכ.תלבונדשקלי50,,,,,,,,,,,,
1169341,Israel stocks,תכ.ביגטקארהב,,,,,,,,,,,,
1169408,Israel stocks,MTF.תא-טכנ,,,,,,,,,,,,
1169622,Israel stocks,הרל.תלבונד מאגר,,,,,,,,,,,,
1169796,Israel stocks,TOP10USBNK.MTF,,,,,,,,,,,,
1169804,Israel stocks,תכ.GREENENERGY,,,,,,,,,,,,
1169838,Israel stocks,INDXREENRG.MTF,,,,,,,,,,,,
1171321,Israel stocks,SHOPCENREIT.MTF,,,,,,,,,,,,
1171545,Israel stocks,ELECTVECLC.MTF,,,,,,,,,,,,
1171586,Israel stocks,BSCHINA NET.MTF,,,,,,,,,,,,
1171594,Israel stocks,MTF.תלבוצמודA,,,,,,,,,,,,
1171784,Israel stocks,קסם.CSIN0300 ממ,,,,,,,,,,,,
1176320,Israel stocks,קסם.תלבונד צמ A,,,,,,,,,,,,
1176031,Israel stocks,MSCIACWI.MTF מד,,,,,,,,,,,,
1176536,Israel stocks,תכ.תאבנייה,,,,,,,,,,,,
1174796,Israel stocks,TA125FOSSIL.MTF,,,,,,,,,,,,
1174119,Israel stocks,קסם.MVSMHTR,,,,,,,,,,,,
1172634,Israel stocks,MTF.הייטקישרחול,,,,,,,,,,,,
1172642,Israel stocks,תכ.ביגטק30סין,,,,,,,,,,,,
1172667,Israel stocks,תכ.PETSCARE,,,,,,,,,,,,
1172824,Israel stocks,MTF.תלבושקלA,,,,,,,,,,,,
1178359,Israel stocks,קסם.תא בניה,,,,,,,,,,,,
1181023,Israel stocks,CHINAA50.MTF,,,,,,,,,,,,
1143957,Israel stocks,תכ.צריכהמחזSP,,,,,,,,,,,,
1143965,Israel stocks,תכ.SPTECHממ,,,,,,,,,,,,
1143981,Israel stocks,תכ.צריכהבסיסSP,,,,,,,,,,,,
1143999,Israel stocks,תכ.SPHEALTHCA,,,,,,,,,,,,
1144013,Israel stocks,תכ.תלבונדמאגר,,,,,,,,,,,,
1144021,Israel stocks,תכ.משמניועולםממ,,,,,,,,,,,,
1144054,Israel stocks,תכ.CAC40ממ,,,,,,,,,,,,
1144070,Israel stocks,תכ.אול בונד.מש,,,,,,,,,,,,
1144088,Israel stocks,תכ.משאגחתלדיב,,,,,,,,,,,,
1144096,Israel stocks,תכ.משאגחמניות,,,,,,,,,,,,
1144104,Israel stocks,תכ.DAX,,,,,,,,,,,,
1144112,Israel stocks,תכ.MSCIINDIA,,,,,,,,,,,,
1144161,Israel stocks,תכ.תאפיננסים,,,,,,,,,,,,
1144187,Israel stocks,תכ.חסתא35,,,,,,,,,,,,
1144237,Israel stocks,תכ.MSCIACWORLD,,,,,,,,,,,,
1144252,Israel stocks,תכ.ISECYBER,,,,,,,,,,,,
1144260,Israel stocks,תכ.תלבונדתשוש,,,,,,,,,,,,
1144278,Israel stocks,תכ.SPENERGY,,,,,,,,,,,,
1144302,Israel stocks,תכ.SP500LV,,,,,,,,,,,,
1144310,Israel stocks,תכ.SPUSAD,,,,,,,,,,,,
1144336,Israel stocks,תכ.MSCIACWORLמד,,,,,,,,,,,,
1144377,Israel stocks,תכ.תלבונדגלובל,,,,,,,,,,,,
1144385,Israel stocks,תכ.SP500,,,,,,,,,,,,
1144401,Israel stocks,תכ.NDX100,,,,,,,,,,,,
1144419,Israel stocks,תכ.NIKKEI225,,,,,,,,,,,,
1144427,Israel stocks,תכ.EUSTOXX50,,,,,,,,,,,,
1144443,Israel stocks,תכ.משמניותישראל,,,,,,,,,,,,
1144450,Israel stocks,תכ.MSCIEM,,,,,,,,,,,,
1144468,Israel stocks,תכ.NIKKEI225ממ,,,,,,,,,,,,
1144484,Israel stocks,תכ.RUSS2000,,,,,,,,,,,,
1144492,Israel stocks,תכ.מששחרגליל25,,,,,,,,,,,,
1144500,Israel stocks,תכ.משגלילשחר25,,,,,,,,,,,,
1144518,Israel stocks,תכ.משמניותארהב,,,,,,,,,,,,
1144526,Israel stocks,תכ.NDXBIO,,,,,,,,,,,,
1144534,Israel stocks,תכ.FUBBOIL,,,,,,,,,,,,
1144542,Israel stocks,תכ.FUBBSIVER,,,,,,,,,,,,
1144559,Israel stocks,תכ.תאנדלן,,,,,,,,,,,,
1144575,Israel stocks,תכ.תאצמיחה,,,,,,,,,,,,
1144583,Israel stocks,תכ.SP/TSX60ממ,,,,,,,,,,,,
1144591,Israel stocks,תכ.גליל0-2,,,,,,,,,,,,
1144609,Israel stocks,תכ.שחר0-2,,,,,,,,,,,,
1144633,Israel stocks,תכ.מקמ,,,,,,,,,,,,
1144658,Israel stocks,תכ.תא35פי2,,,,,,,,,,,,
1144666,Israel stocks,תכ.LBMAGOLDAM,,,,,,,,,,,,
1144674,Israel stocks,תכ.משממשלקונ30%,,,,,,,,,,,,
1144690,Israel stocks,תכ.תלבנדציתר,,,,,,,,,,,,
1144708,Israel stocks,תכ.תא35פי3,,,,,,,,,,,,
1144716,Israel stocks,תכ.חסתא35פי2,,,,,,,,,,,,
1144724,Israel stocks,תכ.STOXX600,,,,,,,,,,,,
1144807,Israel stocks,תכ.תאנפטוגז,,,,,,,,,,,,
1144815,Israel stocks,תכ.תאביומד,,,,,,,,,,,,
1144823,Israel stocks,תכ.תלבונדצבנק,,,,,,,,,,,,
1144831,Israel stocks,תכ.DJINTERNETממ,,,,,,,,,,,,
1144849,Israel stocks,תכ.SPFINANCEממ,,,,,,,,,,,,
1144856,Israel stocks,תכ.FTSE250ממ,,,,,,,,,,,,
1144864,Israel stocks,תכ.NDXBIOממ,,,,,,,,,,,,
1144880,Israel stocks,תכ.SPEUHYDIVממ,,,,,,,,,,,,
1144906,Israel stocks,תכ.SP500ARISTOO,,,,,,,,,,,,
1144914,Israel stocks,תכ.SP500ARISTממ,,,,,,,,,,,,
1144948,Israel stocks,תכ.IPOX100USממ,,,,,,,,,,,,
1144955,Israel stocks,תכ.SPMIDCA400ממ,,,,,,,,,,,,
1144963,Israel stocks,תכ.משממשלדיב10%,,,,,,,,,,,,
1144971,Israel stocks,תכ.ממשלתישקלי,,,,,,,,,,,,
1144997,Israel stocks,תכ.משממשלתמניות,,,,,,,,,,,,
1145028,Israel stocks,תכ.משאגח/מניות,,,,,,,,,,,,
1145036,Israel stocks,תכ.תלדיב,,,,,,,,,,,,
1145044,Israel stocks,תכ.תאSME60,,,,,,,,,,,,
1145051,Israel stocks,תכ.משממשלקונצר,,,,,,,,,,,,
1145069,Israel stocks,תכ.משמניותמקומי,,,,,,,,,,,,
1145077,Israel stocks,תכ.גילון,,,,,,,,,,,,
1145085,Israel stocks,תכ.גליל2-5,,,,,,,,,,,,
1145093,Israel stocks,תכ.תלבונד40,,,,,,,,,,,,
1145101,Israel stocks,תכ.תלבונד60,,,,,,,,,,,,
1145119,Israel stocks,תכ.KOSPI 200ממ,,,,,,,,,,,,
1145127,Israel stocks,תכ.FTSE100ממ,,,,,,,,,,,,
1145143,Israel stocks,תכ.שחר,,,,,,,,,,,,
1145150,Israel stocks,תכ.שחר2-5,,,,,,,,,,,,
1145168,Israel stocks,תכ.שחר5+,,,,,,,,,,,,
1145176,Israel stocks,תכ.גליל5-10,,,,,,,,,,,,
1145184,Israel stocks,תכ.תלבונדשקלי,,,,,,,,,,,,
1145192,Israel stocks,תכ.משממשלקונצ50,,,,,,,,,,,,
1145200,Israel stocks,תכ.משממשקותא125,,,,,,,,,,,,
1145234,Israel stocks,תכ.RUSS2000ממ,,,,,,,,,,,,
1145242,Israel stocks,תכ.משמניותחולממ,,,,,,,,,,,,
1145259,Israel stocks,תכ.תלבונדתשו,,,,,,,,,,,,
1145283,Israel stocks,תכ.MDAX,,,,,,,,,,,,
1145309,Israel stocks,תכ.MDAXממ,,,,,,,,,,,,
1145333,Israel stocks,תכ.SPHEALTHCAממ,,,,,,,,,,,,
1189596,Israel stocks,תכ.ערךעולמי,,,,,,,,,,,,
