,601,602,700,701,702,142,143,SPY,QQQ,^RUT,IEI,LQD,GSG,GLD,OIL
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2016-07-25,341.74,349.21,462.73,279.99,323.47,1463.92,833.86,190.88323974609375,107.75621032714844,1209.8199462890625,113.11648559570312,97.60655975341797,14.25,125.47000122070312,15.02280044555664
2016-07-26,341.36,348.84,462.6,280.01,323.43,1461.51,835.25,190.97137451171875,107.87944793701172,1216.8599853515625,113.143310546875,97.51158142089844,14.210000038146973,126.0,14.939000129699707
2016-07-27,341.41,348.9,462.71,280.04,323.45,1458.58,836.36,190.7687225341797,108.62840270996094,1218.9300537109375,113.42037200927734,97.91541290283203,14.010000228881836,128.02999877929688,14.580300331115723
2016-07-28,341.48,348.96,462.78,280.0,323.5,1452.07,830.44,190.98898315429688,109.0076675415039,1217.3299560546875,113.49189758300781,97.82042694091797,13.890000343322754,127.66000366210938,14.319999694824219
2016-07-29,,,,,,,,191.29736328125,109.24466705322266,1219.93994140625,113.77790832519531,98.17672729492188,13.960000038146973,128.97999572753906,14.406900405883789
2016-07-31,342.22,349.83,463.83,280.01,323.48,1458.0,835.75,,,,,,,,
2016-08-01,341.67,349.24,463.41,280.08,323.48,1461.52,840.53,191.13880920410156,109.82298278808594,1219.1199951171875,113.60340881347656,97.6233139038086,13.670000076293945,129.22000122070312,13.942999839782715
2016-08-02,340.88,348.37,462.57,280.09,323.45,1447.26,835.9,189.91409301757812,108.98868560791016,1202.3499755859375,113.48709869384766,97.07559204101562,13.649999618530273,130.27000427246094,13.789999961853027
2016-08-03,340.68,348.23,462.63,280.1,323.47,1450.23,833.67,190.46914672851562,109.34896087646484,1212.72998046875,113.58555603027344,97.20264434814453,13.960000038146973,129.64999389648438,14.1899995803833
2016-08-04,340.96,348.63,463.03,280.08,323.45,1456.41,838.82,190.6718292236328,109.66181182861328,1213.760009765625,113.74662017822266,97.61542510986328,14.029999732971191,129.8699951171875,14.544500350952148
2016-08-05,,,,,,,,192.23129272460938,110.71416473388672,1231.300048828125,113.22760009765625,97.2185287475586,14.119999885559082,127.55000305175781,14.590299606323242
2016-08-07,340.46,347.83,462.05,280.11,323.44,1472.97,847.98,,,,,,,,
2016-08-08,340.21,347.47,461.78,280.01,323.5,1473.35,851.79,192.11676025390625,110.59090423583984,1230.4200439453125,113.17394256591797,97.28199768066406,14.260000228881836,127.44000244140625,14.909299850463867
2016-08-09,340.21,347.36,462.0,280.03,323.48,1474.22,855.15,192.23129272460938,110.84686279296875,1231.739990234375,113.41549682617188,97.85359191894531,14.15999984741211,127.95999908447266,14.915900230407715
2016-08-10,340.54,347.69,462.35,280.08,323.46,1462.7,860.88,191.75550842285156,110.5624771118164,1223.27001953125,113.57657623291016,98.13145446777344,13.960000038146973,128.55999755859375,14.528599739074707
2016-08-11,340.57,347.79,462.5,280.08,323.46,1467.44,865.49,192.64537048339844,111.03649139404297,1229.1199951171875,113.2097396850586,97.8060073852539,14.300000190734863,127.66999816894531,15.060600280761719
2016-08-12,,,,,,,,192.47801208496094,111.11234283447266,1229.8199462890625,113.48709869384766,98.25054931640625,14.5,127.4000015258789,15.355400085449219
2016-08-15,340.4,347.61,462.34,280.09,323.47,1472.45,868.07,193.03305053710938,111.58638000488281,1241.8599853515625,113.29920196533203,97.94886779785156,14.75,127.83999633789062,15.25629997253418
2016-08-16,340.54,347.72,462.09,280.07,323.47,1467.58,863.27,192.0374755859375,110.97012329101562,1231.1300048828125,113.1381607055664,97.77424621582031,14.869999885559082,128.47000122070312,15.960100173950195
