,170,603,601,690,637,704,701,714,XLK,XLV,XOP,QQQ,SHV,273011,695437,593038,LMB,AGM,TDS,MCD,FMY,EOI
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,closingPrice,closingPrice,closingPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2019-10-10,897.69,346.58,376.23,440.9,238.76,722.67,283.28,366.84,77.33992767333984,83.1698989868164,75.33418273925781,184.14010620117188,103.70040893554688,52850.0,8830.0,9564.0,4.679999828338623,69.3299331665039,20.422237396240234,193.10267639160156,11.182456016540527,10.97406005859375
2019-10-11,,,,,,,,,78.40689086914062,83.8598861694336,77.1857681274414,186.51156616210938,103.67224884033203,,,,4.909999847412109,70.57966613769531,21.234439849853516,190.60409545898438,11.014840126037598,11.047663688659668
2019-10-14,,,,,,,,,78.35884857177734,83.82258605957031,76.1692123413086,186.49209594726562,103.69102478027344,,,,4.769999980926514,70.57966613769531,21.12558937072754,190.02049255371094,11.078693389892578,11.010859489440918
2019-10-15,916.61,346.88,376.19,440.58,238.85,721.47,283.28,367.14,79.22395324707031,85.35172271728516,76.24181365966797,188.86358642578125,103.69102478027344,54340.0,8801.0,9541.0,4.869999885559082,72.12242126464844,21.477266311645508,188.96267700195312,11.09465503692627,11.077103614807129
2019-10-16,929.48,347.18,376.19,440.27,239.11,719.96,283.43,367.67,78.676025390625,85.23983001708984,75.69723510742188,188.39512634277344,103.70977783203125,54130.0,8817.0,9522.0,4.789999961853027,72.19136810302734,21.04185676574707,189.94752502441406,11.054750442504883,11.069740295410156
2019-10-17,934.27,347.81,376.33,440.18,238.9,719.85,283.38,369.42,78.52224731445312,85.87386322021484,76.06029510498047,188.8928680419922,103.74726867675781,52900.0,8830.0,9571.0,4.789999961853027,73.06188201904297,21.39352798461914,188.6252899169922,11.070710182189941,11.106544494628906
2019-10-18,,,,,,,,,77.77249908447266,85.5568618774414,74.64435577392578,187.07763671875,103.74726867675781,,,,4.869999885559082,73.31183624267578,21.519128799438477,190.12989807128906,11.190439224243164,11.069740295410156
2019-10-21,,,,,,,,,78.60874938964844,85.463623046875,75.18894958496094,188.73672485351562,103.7378921508789,,,,4.889999866485596,74.36332702636719,21.661470413208008,191.36099243164062,11.150532722473145,11.194865226745605
2019-10-22,923.49,348.09,377.05,441.01,238.99,722.45,283.35,369.72,77.5514144897461,85.65009307861328,76.42333221435547,187.23379516601562,103.7378921508789,51850.0,8866.0,9733.0,4.639999866485596,73.6135025024414,21.921045303344727,181.71310424804688,11.142548561096191,11.231663703918457
2019-10-23,922.68,348.37,377.33,441.13,239.03,722.99,283.27,370.08,77.61869049072266,86.18156433105469,77.91187286376953,187.5948944091797,103.7378921508789,52040.0,8820.0,9753.0,4.659999847412109,72.94983673095703,22.121997833251953,181.65841674804688,11.174474716186523,11.246476173400879
2019-10-24,921.86,348.52,377.56,441.5,239.01,724.5,283.27,370.43,78.75291442871094,85.74333190917969,77.65773010253906,189.4198760986328,103.74726867675781,51880.0,8747.0,9802.0,4.53000020980835,72.56199645996094,21.770322799682617,178.74948120117188,11.158512115478516,11.320514678955078
2019-10-25,,,,,,,,,79.70454406738281,85.83655548095703,79.29148864746094,190.93260192871094,103.76602935791016,,,,4.449999809265137,72.7085189819336,21.8205623626709,177.4636688232422,11.158512115478516,11.305709838867188
2019-10-27,920.89,348.51,377.35,441.27,239.03,723.84,283.25,370.89,,,,,,53750.0,8784.0,9859.0,,,,,,
2019-10-28,925.88,348.45,376.9,440.6,239.02,721.29,283.27,370.82,80.71383666992188,86.72235107421875,78.74691009521484,192.81617736816406,103.76602935791016,54420.0,8720.0,9747.0,4.820000171661377,73.54454803466797,22.088504791259766,174.88304138183594,11.150532722473145,11.372339248657227
2019-10-29,918.49,348.12,376.52,440.18,239.03,719.75,283.27,370.56,79.98330688476562,87.95310974121094,80.05391693115234,191.32298278808594,103.76602935791016,55000.0,8798.0,9744.0,4.519999980926514,73.24288177490234,22.08013343811035,175.64901733398438,11.150532722473145,11.35753345489502
2019-10-30,899.74,347.92,376.36,440.22,239.03,720.05,283.26,369.77,80.47352600097656,88.44729614257812,77.07683563232422,192.2501220703125,103.775390625,55720.0,8783.0,9677.0,4.570000171661377,72.88951110839844,22.33970069885254,179.5428466796875,11.190439224243164,11.394552230834961
2019-10-31,903.77,347.99,376.96,441.18,239.02,723.39,283.25,369.8,80.42545318603516,88.3447265625,76.6774673461914,192.3379364013672,103.82231140136719,55720.0,8740.0,9673.0,4.5,72.99292755126953,21.845684051513672,179.36956787109375,11.166491508483887,11.379745483398438
2019-11-01,,,,,,,,,81.38668823242188,88.45660400390625,79.32779693603516,194.08486938476562,103.81852722167969,,,,4.840000152587891,74.6563491821289,18.36243438720703,176.85272216796875,11.222607612609863,11.424168586730957
2019-11-03,935.78,348.47,377.27,441.25,239.07,723.69,283.25,370.51,,,,,,55250.0,8704.0,9607.0,,,,,,
2019-11-04,946.01,348.69,377.02,440.69,239.08,721.79,283.27,370.97,81.80963134765625,88.18621063232422,83.17618560791016,195.28530883789062,103.82794189453125,55340.0,8694.0,9672.0,4.710000038146973,75.54412078857422,19.87798309326172,172.03793334960938,11.150460243225098,11.424168586730957
2019-11-05,936.86,348.6,376.66,440.24,239.06,720.32,283.28,371.0,81.7135238647461,87.56150817871094,83.28511047363281,195.3926239013672,103.80913543701172,55280.0,8685.0,9837.0,4.710000038146973,75.28553771972656,20.346878051757812,175.247802734375,11.182526588439941,11.446380615234375
2019-11-06,935.01,348.74,377.05,440.82,239.2,722.15,283.29,370.89,81.675048828125,87.85987091064453,80.74371337890625,194.95346069335938,103.81852722167969,55010.0,8700.0,9887.0,4.789999961853027,70.39867401123047,19.727264404296875,177.07159423828125,11.206575393676758,11.490800857543945
2019-11-07,924.71,348.8,376.68,440.1,239.21,719.39,283.29,370.79,82.31907653808594,88.05567169189453,82.37745666503906,195.60733032226562,103.82794189453125,55220.0,8690.0,9780.0,4.789999961853027,71.7518310546875,20.388742446899414,176.06851196289062,11.182526588439941,11.438972473144531
2019-11-08,,,,,,,,,82.78044891357422,88.69902801513672,82.92205810546875,196.3880615234375,103.83733367919922,,,,4.559999942779541,72.31204986572266,19.96170997619629,176.55178833007812,11.182526588439941,11.520418167114258
2019-11-10,927.23,348.63,376.35,439.78,239.21,718.2,283.26,370.48,,,,,,55700.0,8665.0,9780.0,,,,,,
2019-11-11,921.3,348.41,376.16,439.81,239.18,718.17,283.28,369.89,82.81890869140625,88.33540344238281,81.07046508789062,196.1245880126953,103.82794189453125,55400.0,8596.0,9838.0,4.670000076293945,70.6313705444336,19.911474227905273,175.66725158691406,11.166491508483887,11.616669654846191
2019-11-12,912.93,348.18,375.73,439.22,239.16,716.05,283.3,369.54,83.09764862060547,88.86685180664062,80.7800064086914,196.6905975341797,103.84671020507812,55530.0,8600.0,9890.0,4.329999923706055,70.57966613769531,19.802621841430664,176.2508544921875,11.19054126739502,11.527823448181152
2019-11-13,904.1,348.37,375.9,439.57,239.15,717.26,283.3,369.81,83.28031158447266,88.96944427490234,79.50932312011719,196.73941040039062,103.84671020507812,55300.0,8520.0,9840.0,4.590000152587891,70.96751403808594,19.752382278442383,177.81932067871094,11.182526588439941,11.520418167114258
2019-11-14,905.4,348.57,376.18,439.77,239.07,717.99,283.3,370.22,83.18415832519531,88.978759765625,78.74691009521484,196.58326721191406,103.8749008178711,55060.0,8600.0,9993.0,4.639999866485596,70.71756744384766,19.47606658935547,176.90745544433594,11.19054126739502,11.572245597839355
2019-11-15,,,,,,,,,83.85704040527344,90.87152099609375,79.7271499633789,198.02767944335938,103.8749008178711,,,,3.0399999618530273,71.26055145263672,19.8444881439209,176.8800811767578,11.222607612609863,11.683300971984863
2019-11-17,904.91,349.04,376.51,440.28,238.81,719.83,283.3,371.12,,,,,,53790.0,8648.0,10050.0,,,,,,
2019-11-18,908.93,349.62,377.26,441.14,238.89,722.6,283.3,371.75,84.10694122314453,90.56382751464844,77.25838470458984,198.183837890625,103.8749008178711,53140.0,8850.0,9960.0,2.8499999046325684,71.56219482421875,19.55980110168457,177.1627655029297,11.262683868408203,11.668495178222656
2019-11-19,912.85,349.81,377.11,440.81,238.77,721.32,283.31,371.88,84.27033996582031,91.17921447753906,74.75328063964844,198.47659301757812,103.86550903320312,51480.0,8866.0,10010.0,2.9000000953674316,71.4846420288086,19.383962631225586,176.3968048095703,11.126410484313965,11.675898551940918
2019-11-20,909.49,349.62,376.9,440.76,238.71,721.16,283.33,371.67,83.76089477539062,91.05799865722656,75.15264892578125,197.28591918945312,103.86550903320312,51910.0,8907.0,10000.0,3.0399999618530273,69.86431121826172,19.383962631225586,177.0260009765625,11.158475875854492,11.727726936340332
2019-11-21,904.59,349.34,376.88,441.07,238.77,722.16,283.37,370.82,83.33795928955078,91.29110717773438,76.24181365966797,196.84677124023438,103.8749008178711,51030.0,8859.0,9951.0,2.9000000953674316,69.6919174194336,19.551424026489258,175.40283203125,11.214591026306152,11.720277786254883
2019-11-22,,,,,,,,,83.23220825195312,91.61744689941406,76.42333221435547,196.97366333007812,103.88427734375,,,,3.009999990463257,69.9591064453125,19.677026748657227,176.12318420410156,11.206575393676758,11.750062942504883
2019-11-24,910.74,349.68,377.18,441.56,238.68,723.99,283.35,371.18,,,,,,51700.0,8902.0,10010.0,,,,,,
2019-11-25,910.89,349.84,377.06,441.27,238.52,723.35,283.34,371.43,84.44336700439453,92.68970489501953,77.07683563232422,199.30615234375,103.89368438720703,52220.0,8864.0,10010.0,2.9800000190734863,72.02761840820312,19.79425048828125,174.9833526611328,11.134428977966309,11.7277250289917
2019-11-26,907.44,349.56,377.22,441.94,238.4,725.55,283.36,370.57,84.52027130126953,92.6151123046875,75.15264892578125,199.68675231933594,103.89368438720703,53130.0,8916.0,10200.0,2.9100000858306885,71.13990020751953,19.677026748657227,176.91656494140625,11.134428977966309,11.735174179077148
2019-11-27,903.46,349.42,377.41,442.13,238.37,726.32,283.36,370.32,84.99126434326172,93.09061431884766,75.69723510742188,201.08236694335938,103.90306854248047,52740.0,8916.0,10250.0,2.940000057220459,70.92440795898438,19.769126892089844,179.00479125976562,11.142443656921387,11.861757278442383
2019-11-28,905.97,349.6,377.94,442.71,238.55,728.07,283.43,369.74,,,,,,52700.0,9288.0,10650.0,,,,,,
2019-11-29,,,,,,,,,84.7413558959961,92.76428985595703,73.91825866699219,200.16497802734375,103.89368438720703,,,,3.0,71.57943725585938,19.852863311767578,178.48167419433594,11.134428977966309,11.876649856567383
2019-12-01,899.17,349.42,377.84,442.63,238.46,727.75,283.44,369.66,,,,,,52000.0,9100.0,10800.0,,,,,,
2019-12-02,895.41,348.94,377.23,441.93,238.4,725.36,283.42,369.17,83.53021240234375,92.35404205322266,73.95457458496094,198.11550903320312,103.90214538574219,51780.0,9000.0,10560.0,2.940000057220459,70.15733337402344,19.677026748657227,179.1240997314453,11.190784454345703,11.8245267868042
2019-12-03,883.26,348.81,377.74,442.83,238.58,728.35,283.69,368.51,82.79007720947266,92.1489028930664,72.75647735595703,196.56378173828125,103.93977355957031,51580.0,9021.0,10390.0,2.8499999046325684,69.89013671875,19.677026748657227,177.2335662841797,11.206886291503906,11.623477935791016
2019-12-04,894.58,348.93,377.78,442.75,238.48,728.5,283.46,369.23,83.12650299072266,93.00672149658203,75.00741577148438,197.5592041015625,103.93037414550781,51380.0,9074.0,10410.0,2.8499999046325684,70.7864990234375,19.886350631713867,178.32568359375,11.206886291503906,11.616035461425781
2019-12-05,892.22,348.65,377.48,442.41,238.45,727.38,283.43,368.84,83.43408203125,93.00672149658203,74.39022827148438,197.9495849609375,103.93977355957031,50590.0,9271.0,10490.0,2.799999952316284,71.33811950683594,19.886350631713867,178.23391723632812,11.359853744506836,11.593695640563965
2019-12-06,,,,,,,,,84.35686492919922,93.62210083007812,77.07683563232422,200.06739807128906,103.95858001708984,,,,2.7300000190734863,71.17436218261719,20.598073959350586,179.28012084960938,11.231040954589844,11.712831497192383
2019-12-08,899.25,349.0,377.34,441.94,238.48,725.8,283.42,369.74,,,,,,51800.0,9470.0,10580.0,,,,,,
2019-12-09,896.54,349.35,377.85,442.46,238.48,727.56,283.4,369.66,83.91471099853516,92.96942138671875,77.58512878417969,199.15977478027344,103.94916534423828,51850.0,9599.0,10540.0,2.740000009536743,70.98475646972656,20.355253219604492,178.66522216796875,11.182734489440918,11.623477935791016
2019-12-10,899.1,349.28,378.1,442.87,238.41,729.25,283.38,370.06,83.98198699951172,93.17453002929688,78.12970733642578,198.99386596679688,103.94916534423828,52130.0,9395.0,10450.0,2.694999933242798,70.90718078613281,20.06218910217285,178.9130096435547,11.190784454345703,11.549019813537598
2019-12-11,892.81,349.31,378.51,443.48,238.37,731.45,283.38,370.52,84.54911041259766,93.2584457397461,77.65773010253906,200.0478515625,103.95858001708984,52580.0,9327.0,10380.0,2.8499999046325684,71.62255096435547,20.20453453063965,178.7019500732422,11.190784454345703,11.623477935791016
2019-12-12,891.53,349.39,378.57,443.39,238.36,731.4,283.4,370.68,85.45265197753906,94.1255874633789,80.5984878540039,201.54107666015625,103.96800231933594,53490.0,9295.0,10380.0,2.8499999046325684,71.60531616210938,20.363624572753906,180.1611328125,11.311546325683594,11.697941780090332
2019-12-13,,,,,,,,,86.01978302001953,94.06031036376953,79.00104522705078,202.20468139648438,103.99623107910156,,,,2.869999885559082,70.64916229248047,20.249814987182617,180.90452575683594,11.311546325683594,11.690496444702148
2019-12-15,889.44,349.5,379.26,444.43,238.36,735.15,283.41,370.72,,,,,,54000.0,9456.0,10450.0,,,,,,
2019-12-16,916.56,349.32,379.23,444.71,238.17,736.19,283.46,370.59,86.78875732421875,95.07664489746094,81.25198364257812,204.23464965820312,103.98681640625,54260.0,9361.0,10310.0,2.819999933242798,71.48361206054688,20.49429702758789,181.60198974609375,11.319598197937012,11.697941780090332
2019-12-17,901.73,349.42,379.0,444.27,238.13,734.58,283.45,370.96,86.5868911743164,94.97407531738281,83.39404296875,204.3517608642578,104.005615234375,54340.0,9356.0,10260.0,2.9100000858306885,72.88304138183594,20.435283660888672,180.35385131835938,11.239089965820312,11.705388069152832
2019-12-18,903.74,349.3,378.52,443.71,237.91,732.57,283.44,371.14,86.57728576660156,95.1046142578125,83.90231323242188,204.5078887939453,104.005615234375,54040.0,9240.0,10210.0,2.990000009536743,73.73486328125,20.52802085876465,179.53707885742188,11.222990036010742,11.742619514465332
2019-12-19,908.48,348.18,377.87,443.58,237.84,732.31,283.45,369.65,87.20207214355469,95.47758483886719,84.95515441894531,205.78640747070312,104.00562286376953,54290.0,9055.0,10020.0,3.0299999713897705,74.87351989746094,20.915815353393555,180.84945678710938,11.247138977050781,11.750062942504883
2019-12-20,,,,,,,,,87.70838165283203,96.15355682373047,84.66348266601562,206.61593627929688,104.02446746826172,,,,3.059999942779541,75.0821304321289,21.00855255126953,180.92286682128906,11.231040954589844,11.876649856567383
2019-12-22,906.61,348.1,377.74,443.29,238.0,731.32,283.41,369.78,,,,,,54310.0,9100.0,9905.0,,,,,,
2019-12-23,901.96,348.17,377.82,443.49,238.0,732.19,283.4,370.2,87.9591064453125,96.53739929199219,86.4865493774414,207.1616668701172,104.00562286376953,53980.0,8960.0,9790.0,3.049999952316284,73.67401885986328,20.92424964904785,180.0601806640625,11.271295547485352,11.831718444824219
2019-12-24,904.96,348.26,377.86,443.64,238.0,732.5,283.4,370.6,87.988037109375,96.41570281982422,86.41363525390625,207.269287109375,104.03388977050781,53940.0,9056.0,9890.0,3.065000057220459,73.187255859375,20.89052963256836,180.4915313720703,11.26324462890625,11.831718444824219
2019-12-25,902.36,348.97,378.14,443.63,238.1,732.44,283.44,371.93,,,,,,53400.0,9130.0,10100.0,,,,,,
2019-12-26,892.66,349.42,378.28,443.51,238.09,731.95,283.36,372.65,88.64379119873047,96.35015869140625,86.74178314208984,209.09820556640625,104.02446746826172,53600.0,9175.0,10090.0,3.180000066757202,73.65663146972656,20.92424964904785,180.84945678710938,11.271295547485352,11.794275283813477
2019-12-27,,,,,,,,,88.63414001464844,96.37824249267578,85.28330993652344,208.9221954345703,104.04331970214844,,,,3.2300000190734863,73.21333312988281,20.95796775817871,181.86814880371094,11.239089965820312,11.861673355102539
2019-12-29,894.3,349.53,378.53,443.82,238.06,733.0,283.4,372.48,,,,,,54340.0,9190.0,10080.0,,,,,,
2019-12-30,916.13,349.49,378.5,443.57,238.2,732.08,283.37,372.02,88.1230239868164,95.79965209960938,85.17394256591797,207.5529022216797,104.0527114868164,53790.0,9080.0,9976.0,3.565000057220459,73.00471496582031,21.084423065185547,180.7117919921875,11.239089965820312,11.816741943359375
2019-12-31,948.99,349.79,378.67,443.55,238.28,731.93,283.38,372.2,88.40270233154297,95.98809814453125,86.41363525390625,207.94412231445312,104.07157897949219,53560.0,9200.0,9989.0,3.7799999713897705,72.57881927490234,21.43850326538086,181.35418701171875,11.279343605041504,11.90660285949707
2020-01-01,967.0,350.36,379.11,443.8,238.28,732.97,283.36,372.85,,,,,,54000.0,9160.0,9930.0,,,,,,
2020-01-02,994.55,350.97,379.88,444.46,238.3,735.29,283.36,373.93,90.0614013671875,96.24253845214844,86.26779174804688,211.41622924804688,104.0904312133789,54510.0,9270.0,10030.0,3.75,72.46581268310547,21.312047958374023,184.2726287841797,11.238917350769043,11.944046020507812
2020-01-03,,,,,,,,,89.04883575439453,95.40385437011719,87.61685943603516,209.47967529296875,104.0904312133789,,,,3.630000114440918,72.42234802246094,21.109722137451172,183.62103271484375,11.449139595031738,11.899114608764648
2020-01-05,1002.77,351.61,380.7,445.25,238.55,738.03,283.38,374.91,,,,,,55090.0,9270.0,10020.0,,,,,,
2020-01-06,981.8,351.41,380.66,445.27,238.64,738.06,283.38,374.76,89.26097869873047,95.9975357055664,88.20024871826172,210.8293914794922,104.08100128173828,55030.0,9270.0,10000.0,3.7699999809265137,72.49188995361328,21.016977310180664,185.68592834472656,11.335946083068848,11.899114608764648
2020-01-07,986.09,351.48,380.65,445.23,238.6,737.91,283.39,375.15,89.2223892211914,95.80906677246094,89.25762176513672,210.800048828125,104.09982299804688,55170.0,9261.0,10000.0,3.950000047683716,72.22245025634766,20.63761329650879,185.96124267578125,11.368285179138184,11.966509819030762
2020-01-08,994.03,351.54,380.7,445.17,238.64,737.7,283.39,374.83,90.17713165283203,96.43101501464844,85.86670684814453,212.3844757080078,104.1092529296875,56130.0,9204.0,10040.0,3.869999885559082,72.10943603515625,20.797792434692383,188.97142028808594,11.392541885375977,12.131258010864258
2020-01-09,983.08,351.64,380.59,445.05,238.48,737.34,283.4,374.95,91.19935607910156,96.84564971923828,85.46562957763672,214.18411254882812,104.1092529296875,56710.0,9330.0,10040.0,3.890000104904175,71.70960998535156,20.755640029907227,191.21070861816406,11.368285179138184,12.176186561584473
2020-01-10,,,,,,,,,90.98719024658203,96.8739242553711,84.66348266601562,213.63638305664062,104.09982299804688,,,,3.9149999618530273,71.37930297851562,20.51115608215332,190.21954345703125,11.319774627685547,12.176186561584473
2020-01-12,960.88,351.57,380.78,445.39,238.39,738.75,283.37,374.66,,,,,,56220.0,9255.0,9968.0,,,,,,
2020-01-13,955.32,351.56,380.9,445.37,238.44,738.81,283.37,374.6,92.12512969970703,96.53471374511719,83.46024322509766,216.10107421875,104.1092529296875,56460.0,9284.0,9974.0,3.9200000762939453,71.46623229980469,20.83151626586914,189.52207946777344,11.360198974609375,12.116279602050781
2020-01-14,934.97,351.73,381.15,445.56,238.43,739.51,283.35,374.72,91.691162109375,97.11892700195312,84.37178802490234,215.25021362304688,104.1092529296875,56950.0,9351.0,9850.0,4.050000190734863,71.10985565185547,20.839942932128906,190.26541137695312,11.344029426574707,12.101300239562988
2020-01-15,940.44,351.73,381.17,445.41,238.37,738.94,283.38,374.62,91.79724884033203,97.95763397216797,83.38733673095703,215.33822631835938,104.12812042236328,56580.0,9210.0,9765.0,4.150000095367432,71.38799285888672,20.92424964904785,192.51390075683594,11.360198974609375,12.063859939575195
2020-01-16,944.14,351.92,381.34,445.53,238.48,739.23,283.43,374.9,93.03160858154297,98.46649932861328,82.91331481933594,217.40191650390625,104.14697265625,57040.0,9230.0,9770.0,4.539999961853027,72.62228393554688,21.45536231994629,193.50506591796875,11.344029426574707,12.078836441040039
2020-01-17,,,,,,,,,93.65845489501953,98.46649932861328,81.56426239013672,218.47775268554688,104.14697265625,,,,4.409999847412109,71.8834457397461,21.379487991333008,194.5420684814453,11.360198974609375,12.056371688842773
2020-01-19,932.82,351.94,381.22,445.37,238.35,738.71,283.4,375.0,,,,,,60400.0,9300.0,9792.0,,,,,,
2020-01-20,927.6,352.04,381.34,445.44,238.34,739.01,283.4,374.93,,,,,,60070.0,9354.0,9855.0,,,,,,
2020-01-21,926.17,352.03,381.42,445.69,238.33,739.93,283.38,374.74,93.6198959350586,98.57017517089844,78.8661117553711,218.37998962402344,104.15637969970703,61150.0,9286.0,9800.0,4.849999904632568,71.14461517333984,21.194015502929688,193.78955078125,11.384454727172852,12.146230697631836
2020-01-22,918.12,352.06,381.48,445.91,238.32,740.69,283.4,374.94,93.95740509033203,98.69267272949219,77.11595153808594,218.95701599121094,104.15637969970703,62800.0,9228.0,9859.0,4.739999771118164,71.90084075927734,21.362628936767578,194.0465087890625,11.441057205200195,12.198650360107422
2020-01-23,888.53,352.16,381.47,445.81,238.24,740.26,283.44,374.48,94.40101623535156,98.19322204589844,75.83979797363281,219.6612091064453,104.17521667480469,61050.0,9368.0,9890.0,4.5,71.15331268310547,21.261463165283203,195.8636474609375,11.441057205200195,12.176064491271973
2020-01-24,,,,,,,,,93.95740509033203,96.55352783203125,74.52719116210938,217.8126983642578,104.18463134765625,,,,4.349999904632568,70.48402404785156,20.839942932128906,193.86294555664062,11.473395347595215,12.100759506225586
2020-01-26,866.83,351.92,381.48,446.07,238.2,741.15,283.41,373.61,,,,,,61300.0,9330.0,9808.0,,,,,,
2020-01-27,844.86,350.72,380.87,446.2,238.07,741.52,283.4,371.5,91.72010040283203,95.8185043334961,71.82904815673828,213.3136444091797,104.19405364990234,59860.0,9330.0,9700.0,4.039999961853027,69.58006286621094,20.216093063354492,192.11929321289062,11.400626182556152,11.85227108001709
2020-01-28,852.78,350.57,380.56,445.72,238.05,739.8,283.37,371.36,93.47522735595703,96.28966522216797,72.81350708007812,216.59011840820312,104.19405364990234,58820.0,9360.0,9760.0,4.199999809265137,70.07549285888672,20.485872268676758,193.08287048339844,11.384454727172852,11.9802827835083
2020-01-29,847.26,350.72,380.48,445.5,238.09,738.89,283.41,371.66,93.71631622314453,96.02580261230469,71.28211975097656,216.94219970703125,104.20346069335938,59480.0,9325.0,9704.0,4.139999866485596,68.28491973876953,19.769283294677734,196.7997283935547,11.344029426574707,12.055583000183105
2020-01-30,830.39,350.23,380.15,445.63,238.01,739.11,283.47,371.1,94.52638244628906,95.3284683227539,71.57381439208984,217.7149200439453,104.21290588378906,59800.0,9431.0,9684.0,4.0,67.20709991455078,19.743993759155273,198.39659118652344,11.360198974609375,12.048052787780762
2020-01-31,,,,,,,,,91.9322738647461,93.4249038696289,69.86013793945312,214.2623748779297,104.23174285888672,,,,4.0,66.3205337524414,19.12014389038086,196.36837768554688,11.376372337341309,11.927569389343262
2020-02-02,795.16,348.84,379.62,445.99,237.82,740.38,283.41,368.99,,,,,,58850.0,9300.0,9450.0,,,,,,
2020-02-03,770.98,348.67,379.35,445.57,237.92,738.83,283.41,368.67,93.14732360839844,94.27302551269531,68.65689086914062,217.49969482421875,104.2326889038086,59700.0,9246.0,9459.0,4.010000228881836,65.57300567626953,19.583812713623047,197.4788360595703,11.425093650817871,11.935102462768555
2020-02-04,757.98,349.28,379.67,445.62,237.96,739.12,283.42,369.9,95.587158203125,95.93155670166016,68.91211700439453,222.47804260253906,104.21380615234375,60140.0,9370.0,9614.0,4.020999908447266,63.530357360839844,19.803007125854492,196.96493530273438,11.441333770751953,12.040518760681152
2020-02-05,779.2,350.0,380.01,445.71,238.03,739.3,283.46,371.54,96.14649200439453,97.77857971191406,72.66766357421875,223.21153259277344,104.22323608398438,59720.0,9392.0,9684.0,4.059999942779541,64.77333068847656,20.15708351135254,196.73545837402344,11.441333770751953,12.093230247497559
2020-02-06,776.74,350.77,380.66,446.29,238.14,741.3,283.47,372.46,97.02407836914062,97.86339569091797,71.31858825683594,225.13833618164062,104.21380615234375,59720.0,9558.0,9862.0,4.050000190734863,63.69551086425781,20.342548370361328,195.35887145996094,11.4738130569458,12.100759506225586
2020-02-07,,,,,,,,,96.13685607910156,97.10009002685547,70.04242706298828,224.1700439453125,104.24212646484375,,,,3.890000104904175,62.93061828613281,20.291969299316406,194.20252990722656,11.490055084228516,12.10828971862793
2020-02-09,747.73,350.34,380.68,446.62,238.14,742.45,283.47,371.99,,,,,,58950.0,9323.0,9630.0,,,,,,
2020-02-10,736.04,350.18,380.73,446.91,238.11,743.34,283.47,371.45,97.43873596191406,97.6183853149414,68.29228973388672,226.8792724609375,104.24212646484375,59840.0,9279.0,9539.0,4.0,63.704200744628906,19.963180541992188,195.67092895507812,11.465692520141602,12.168530464172363
2020-02-11,738.36,350.74,381.38,447.41,238.1,745.0,283.48,372.29,97.11085510253906,98.20262908935547,68.62043762207031,226.9183807373047,104.25154876708984,59960.0,9412.0,9670.0,4.0,63.42605972290039,20.654476165771484,197.98358154296875,11.392611503601074,12.18359375
2020-02-12,763.65,351.3,381.98,447.82,238.17,746.46,283.48,373.07,98.16200256347656,98.32515716552734,69.53197479248047,229.12876892089844,104.24212646484375,60300.0,9457.0,9665.0,4.010000228881836,62.93061828613281,20.907384872436523,199.57130432128906,11.368250846862793,12.228774070739746
2020-02-13,757.25,351.56,382.3,448.1,238.19,747.46,283.51,373.33,97.90161895751953,97.86339569091797,69.09443664550781,228.83538818359375,104.260986328125,59320.0,9470.0,9640.0,4.0,63.269615173339844,20.50272560119629,199.53460693359375,11.416973114013672,12.281481742858887
2020-02-14,,,,,,,,,98.32595825195312,97.93878173828125,68.474609375,229.49069213867188,104.27043914794922,,,,4.150000095367432,62.80891036987305,20.28353500366211,199.23175048828125,11.425093650817871,12.289011001586914
2020-02-16,764.73,352.32,383.06,448.96,238.02,750.59,283.52,374.78,,,,,,61510.0,9520.0,9686.0,,,,,,
2020-02-17,762.68,352.16,383.09,448.93,237.92,750.54,283.5,374.42,,,,,,61240.0,9530.0,9760.0,,,,,,
2020-02-18,758.97,351.78,382.74,448.69,237.8,749.9,283.51,373.75,97.9594955444336,97.5901107788086,67.745361328125,229.5786590576172,104.27043914794922,60980.0,9477.0,9739.0,4.0,65.39916229248047,20.92424964904785,198.3690643310547,11.490055084228516,12.273951530456543
2020-02-19,763.74,352.01,382.84,448.69,237.74,749.82,283.51,374.38,99.1263656616211,98.04243469238281,69.75072479248047,231.779296875,104.2798843383789,60840.0,9330.0,9886.0,4.340000152587891,63.260902404785156,21.21931266784668,197.89183044433594,11.555014610290527,12.349252700805664
2020-02-20,762.42,352.31,383.04,448.84,237.74,750.41,283.58,374.77,98.0945053100586,97.41106414794922,70.00597381591797,229.62759399414062,104.2798843383789,61200.0,9232.0,9800.0,4.260000228881836,62.852378845214844,21.261463165283203,197.3870849609375,11.4738130569458,12.349250793457031
2020-02-21,,,,,,,,,95.89576721191406,97.46759033203125,68.54751586914062,225.21656799316406,104.31761169433594,,,,4.5,62.5655517578125,18.73234748840332,198.11212158203125,11.59561538696289,12.258391380310059
2020-02-23,736.13,351.14,382.98,449.84,237.46,754.09,283.55,372.96,,,,,,60380.0,9102.0,9481.0,,,,,,
