,Portfolio Annual,Gini,Sharpe Ratio,658 Weight,690 Weight,637 Weight,XLK Weight,SHV Weight,700 Weight,704 Weight,QQQ Weight,IEI Weight,LQD Weight,GLD Weight,127 Weight,143 Weight,603 Weight,702 Weight,712 Weight,170 Weight,OIL Weight,701 Weight
0,3.0195041295137726,4.566063773474664,0.6612925879517454,0.06422847675594692,0.11009484744187253,0.011594235198811371,0.012274639577246883,0.08372347201517989,0.10627696512992788,0.019043198080689556,0.03288902395226976,0.08026049922662566,0.01960924439462135,0.08370722170451572,0.05819827410271114,0.08123751017976417,0.062245718259351206,0.0051793074060612265,0.0267263791431782,0.06864955972498486,0.014373512913150234,0.059687914793091434
1,3.3810581251218608,4.641218331758376,0.728485040659768,0.015735734989931707,0.006021169512130184,0.02032698488402552,0.05043844258984637,0.10006176923152198,0.10823429822733695,0.05452024701146672,0.052576439883784847,0.07266315974025292,0.03701153095393822,0.013406155354672595,0.005826492663877542,0.07270530370731294,0.0926138747112406,0.07642252984100957,0.07431400580618397,0.04840899413807757,0.07486444843214601,0.023848418321243903
2,2.5794857141016703,3.738377841770228,0.690001338355946,0.07281854375673079,0.05844063000248621,0.08259454187022507,0.010345482727825848,0.08656708006338301,0.07583286111364504,0.0766975653506909,0.05482611323582688,0.1076250008553565,0.022458000154193875,0.03299503225283503,0.025120404102227906,0.005315135279855026,0.09974758622469683,0.008838924557651437,0.0670025183073324,0.06960998868633823,0.041703528689227484,0.0014610627694713668
3,3.4021207431462086,4.878079079299595,0.6974304204257985,0.08082445132131155,0.036940946362165265,0.052941179713506974,0.06818752275881612,0.06480382882449164,0.06665461178819287,0.0328642156357887,0.03957548421456312,0.02301178641678538,0.09297534002917922,0.027691669756384655,0.014136910289312727,0.012412288220503538,0.09059730899267797,0.03372575032718147,0.07039756981032913,0.08770234754711605,0.06727098521564717,0.037285802776046394
4,4.047375886213422,4.655080388287714,0.8694534892236685,0.09742141356446993,0.07614679676662194,0.024655143268871967,0.08517103732950664,0.07864081350224345,0.040809484601688345,0.02069768917367325,0.07367627631508442,0.08739758643383493,0.03811484541542869,0.045179942927356276,0.03686909637051857,0.024786762342941908,0.06755361593738082,0.04036801685159854,0.06800904186356878,0.037455913423492186,0.036859206955382154,0.020187316956337308
5,3.867072001606875,4.761730492133913,0.8121148410215658,0.04299933454040659,0.09465213754088428,0.07244013862351711,0.05017718964097347,0.044538089930045356,0.00649763401756773,0.059993815266007715,0.06931592575728086,0.04341625225127104,0.06595983221755902,0.07056350024712932,0.014429651125317682,0.05866029301823754,0.0830934362921171,0.0011193352376186393,0.07705020175139787,0.09184307974961926,0.01013127867816084,0.043118874114888545
6,2.106903885335054,3.547184481107573,0.5939651282746914,0.07321252824516641,0.09075134969389619,0.045961964595184264,0.0029668802069954176,0.05695651312603141,0.0323945203646697,0.04849379473052889,0.0022841500159045285,0.029976585734401606,0.08248913834114084,0.039049353100910955,0.05539528871085348,0.06648302582062618,0.08309458766247614,0.08017641560505716,0.07387684544725409,0.02757507621683574,0.02941752989766117,0.0794444524844058
7,3.867984463470475,5.2905242472084035,0.731115534629948,0.0699669691758423,0.030418162660507692,0.001538035795072366,0.040808960546566915,0.04816378369981844,0.09823107862146481,0.10978643554414118,0.09258276109958039,0.08201626455111037,0.10116936032863491,0.007679110501397181,0.09569594544957508,0.008230451706924193,0.016212897015343015,0.08913510870912247,0.030781737876295432,0.06711926215681571,0.0016461307041681374,0.008817543857619126
8,3.4123281812488804,4.106798405739298,0.8308974154855306,0.014301450868723819,0.03554276219467155,0.06003283477518036,0.02162353133075254,0.0961400036497992,0.026832464166299603,0.07228311709248415,0.07910361548927967,0.10386043197890148,0.08198437768474272,0.03768409962939702,0.03476569349581994,0.07737295699250536,0.03354571491956756,0.03955681289353724,0.07218104130137094,0.04131710552397608,0.0124250957659181,0.05944689024707262
9,3.2234987554687233,3.628420363523044,0.8884027848247553,0.01796024927537448,0.04606563085095613,0.09221207715450397,0.04364177315694733,0.06215836158654417,0.02809423875224065,0.05982615612100633,0.06736363755957363,0.08064792852451437,0.03072607780998741,0.027607507105997353,0.029230868959465566,0.044001749197687706,0.057938626379726015,0.0869813105381051,0.09813684543319243,0.036752723885688995,0.009891047107203708,0.08076319060128459
10,3.425943148950905,4.591153450196345,0.746205324242515,0.04297630862119659,0.0910472874660809,0.09371529294211942,0.05774308328703746,0.08620742712058296,0.06821923656676455,0.04786191704520145,0.04423593227631328,0.011970901374319678,0.044088788381078804,0.0433245642583395,0.047116269185600794,0.030328048807567672,0.08876581395885833,0.0009589428842073434,0.009488850958039259,0.06684590443633338,0.0407320586141264,0.08437337181623232
11,4.219476672213007,6.010355022256507,0.7020345148644582,0.08520261390822949,0.00949787973384767,0.08228782977438752,0.0867932922877992,0.07331957134857875,0.0033475692428232263,0.033886242543148024,0.059524115984934865,0.012959650951015133,0.07841064092654748,9.934431215906353e-05,0.06616823926942214,0.05375482023363333,0.020281095233643326,0.05875399158713949,0.08171902839020731,0.06774882087737955,0.061340067397828456,0.06490518599727596
12,3.4425199484748426,5.293228568719504,0.6503629880671541,0.055738229382803366,0.047612026733087766,0.012269567571048695,0.0032436073380983435,0.05334539003680519,0.07482505076295809,0.038873411228515585,0.06618272205311032,0.08294675036634219,0.004796359990675298,0.07711099595057858,0.10103280547695083,0.09218185915357342,0.007976789637816114,0.04428351798202496,0.05981137790231367,0.04820316081653857,0.022069607954588736,0.1074967696621703
13,3.513179522251253,4.047926031148609,0.8678961757743334,0.05180565994135437,0.08074108730960507,0.07373049755954182,0.03285214529903092,0.06825648686577612,0.08653305805842909,0.005900316229496365,0.06423837438857102,0.03366779439816193,0.03089413131635186,0.088182960695126,0.03334896841212459,0.09547183159154798,0.06699380133735638,0.056723659062284236,0.09701131823619381,0.022677365935358716,0.006637556431352301,0.004332986932337418
14,3.598903385015695,5.716323864347419,0.6295835348766667,0.08349156765270097,0.06801775946349838,0.06695369841122098,0.0722162633138906,0.0707233934363808,0.0070228910646524,0.0395553548425748,0.03645792519567598,0.044905263897499166,0.054325120606343306,0.004036366478996149,0.08774268044040541,0.05548049286394793,0.03554772814562497,0.09295379830713804,0.02747644112155942,0.022773452229601712,0.09158585876448412,0.0387339437638048
15,4.511030430875618,5.161123682386698,0.8740403657192628,0.0703608298180423,0.07366024530750158,0.054862376322674905,0.10552089708348114,0.07918092776943397,0.08797908143543907,0.03495019039502524,0.08078643364817022,0.029034200258086968,0.11179788553232599,0.03593638348253299,0.0831271124715928,0.0011847054786309002,0.02156432625885062,0.004100052570775226,0.03415432329477021,0.028618434919989708,0.006370570652536029,0.0568110233001404
16,3.453953356845285,4.980708960653928,0.6934662081503772,0.015476054696804735,0.08163039580333731,0.07631384993515788,0.07523541763748152,0.04374890947619815,0.08191798381934516,0.021346098118106647,0.027010527789343815,0.030325496814575817,0.07959584753506775,0.024144189542187403,0.0430965680730622,0.051112201034614425,0.042409589558239015,0.06449813015515063,0.03413232260769171,0.05627110429609513,0.06842448899996892,0.08331082410757168
17,3.9002013254227474,4.5985957315628365,0.848128766495693,0.08445774426054979,0.06566634319644962,0.0185450078464623,0.08673071667023352,0.008503777486699764,0.03942256239345231,0.07491455071513299,0.06164783146746598,0.08411166628494265,0.017178872708646282,0.054563024079995394,0.033398566129073846,0.0303789662906394,0.03712267959526693,0.09152943570937822,0.07712490752488212,0.04248201339620034,0.03866145612500366,0.053559878119524625
