,Portfolio_annual,Gini,Sharpe Ratio,601 Weight,602 Weight,700 Weight,701 Weight,702 Weight,TA35.TA Weight,TA90.TA Weight,SPY Weight,QQQ Weight,^RUT Weight,IEI Weight,LQD Weight,GSG Weight,GLD Weight,OIL Weight
0,2.7451874134748477,4.165824856549456,0.6589781155006792,0.05618288668331012,0.11458621260667046,0.12806549639006592,0.10799746980230096,0.09567168821665456,0.11801370802992149,0.008957655773423816,0.11162898855195155,0.009600793377957167,0.01891228815199224,0.10397579524318051,0.03590679050046852,0.07829438657739794,0.0019202057586381982,0.010285634336066498
1,3.864246858447018,4.899705487795615,0.7886692104397378,0.14025124550542148,0.09985348987513895,0.07102976360095101,0.020597658465209348,0.07735469221660808,0.00736176215670178,0.12935222321161424,0.10836993048576972,0.0035614551633778285,0.0412741962251471,0.06159659042078549,0.1413396548674439,0.003256370177422965,0.03769390495243437,0.057107062675973784
2,3.559910870715144,5.07496677896697,0.7014648618921162,0.08372735136401016,0.09258878121511596,0.06609996903169614,0.07001097064698461,0.11402382919190666,0.013527697816819444,0.11726509025329832,0.029431188653997176,0.025626598609599625,0.11362270739187774,0.09347690678723228,0.10234851926554038,0.007515559576875104,0.01529993344771777,0.055434896747328655
3,3.4901480259423634,4.459874282054269,0.7825664593251184,0.029430562625678492,0.0241667488223985,0.12609281715424256,0.12826627574880828,0.1212572831823114,0.07320658535138287,0.1198306307227663,0.022751009424133592,0.04833875422478663,0.022987595617358476,0.07946696605821402,0.1073869806368122,0.009242351596346477,0.04231638381184233,0.045259055022917945
4,3.5419490507685003,4.464982969763019,0.793272689897066,0.10731247868275472,0.1251392388731006,0.013704596628518022,0.11981117474720249,0.05356132121263259,0.10244136455359022,0.025897243369582896,0.07203432481736734,0.05568451539010006,0.025919802050322942,0.12486105185706416,0.08244217782048427,0.009668726923611641,0.031802449347035085,0.0497195337266328
5,3.9497294161662477,4.723671174176591,0.8361567244050908,0.05076689902937938,0.04989113352501695,0.06131092710617566,0.12512686697478023,0.12733604073924032,0.05803963229699507,0.02009301028864716,0.008061679768576302,0.13243500707655223,0.05330848632700432,0.14444585833017692,0.08227264671487211,0.0036356245495984376,0.03289065836335092,0.05038552890963402
6,2.383059474861371,3.405149302534141,0.6998399374405926,0.11946334446830266,0.11624367903453287,0.0926970612512422,0.12644203641324148,0.06561999098584853,0.017338029350787598,0.006394040601154711,0.06673196880828845,0.00045691439643537573,0.056381529928255895,0.12940773748977638,0.10652941577661736,0.0345648031291799,0.035269624885722106,0.026459823480614448
7,3.6095389448081994,4.327690767673671,0.834056576262377,0.0880947721151098,0.107684478759883,0.0257843732121124,0.09516724332468421,0.07677490919089412,0.07656009309236038,0.11355821467288864,0.07910767266485368,0.025445605506192306,0.0046781319642059714,0.09862113209649843,0.10987598995579896,0.0270366180482703,0.05984660424309579,0.01176416115315201
8,4.005175566286812,4.722167976079524,0.8481645690232351,0.022853623609865373,0.11628445646554393,0.1693882319421661,0.14938838161182455,0.019478730367218682,0.0020446019621197264,0.0023238011512419937,0.157925668161061,0.0740825092242554,0.014943172370787381,0.11756136227330574,0.05694780931757287,0.02759390264552003,0.03563121726930938,0.03355253162820787
9,3.0820112889572426,5.190255645701268,0.5938072224842837,0.14398342574189965,0.02915407389651801,0.05192680463199397,0.1624082400698103,0.0005624064272548026,0.056541024001724186,0.03258384678428776,0.03952368997577358,0.007972566853812528,0.15586864871039333,0.13383960376542964,0.1012653788951087,0.043416731310777834,0.008932490108551327,0.03202106882666429
