,Returns,Volatility,Sharpe Ratio,TSLA Weight,ADBE Weight,JNJ Weight,EOI Weight,AAPL Weight,AMZN Weight,MSFT Weight,GOOG Weight,META Weight,NVDA Weight,AJG Weight,BRO Weight,CSL Weight,593038 Weight,273011 Weight,442012 Weight,1081124 Weight
873,23.659658324517004,16.04686911134266,1.47440962846723,0.0083247896724736,0.0821517567960368,0.0282625103103705,0.0730608241695525,0.0540644061450872,0.117674931092587,0.0310494420758796,0.0113741713620613,0.0865032296265268,0.069645762141376,0.0574754665429465,0.0448105701045762,0.094563034905527,0.0683752520342452,0.0159457042153723,0.1042615596789434,0.0524565891264375
874,23.17451280361299,15.501704431545066,1.4949654669233796,0.1237196473477576,0.0472976748861218,0.0744423311482983,0.0132370100295871,0.028108478486792,0.0462445203502819,0.0555276311209241,0.0080588784723599,0.0271524701944257,0.0123590806972607,0.018644088623783,0.1067021477025074,0.1302098461515807,0.0419203563704663,0.12540150862101,0.1106777543269174,0.0302965754699255
875,21.95293129442208,15.060458921171046,1.4576535422544146,0.0177406974739551,0.0431523571521593,0.0384203152651401,0.0141643478004386,0.0495270722910293,0.1148629822774038,0.1242312220942691,0.0024714403857732,0.045944783219627,0.0247816170728056,0.0912180454759752,0.0327230772743524,0.1199159834473546,0.0699375508287334,0.0842523186548625,0.0469886136297628,0.0796675756563573
876,25.7640777826246,17.491832217115075,1.4729204729859835,0.0894341708373329,0.0684284952476672,0.0216825966914512,0.1054842640515345,0.0104113868730671,0.0540294139342617,0.0920660006202372,0.0453211147944467,0.0539122643929321,0.0862395663975865,0.090924188310029,0.054514752023624,0.021106618456565,0.0978737930540428,0.0521801521813885,0.0497171957441963,0.0066740263896368
877,24.223507946398875,16.269299164057593,1.4889091227674915,0.0306382482586411,0.1282859190731489,0.1213869610217943,0.0742454817332122,0.1289265979431267,0.0648877253786519,0.0344478432786992,0.0016219990023209,0.0085717066030765,0.0864452722282271,0.022753791387556,0.0670906359786406,0.0381986155401378,0.0746626823657277,0.0183504700082312,0.0576001501696418,0.041885900029165
878,23.919070254623836,17.017793482606123,1.4055329957477447,0.0756071173150811,0.0392452293600851,0.0364747673261953,0.0874142180018365,0.0944194336271166,0.0439301039336915,0.0990267782802848,0.0893025052816743,0.0145067143043428,0.0407792050309791,0.0908294862181859,0.1093959804833131,0.023249541301251,0.0240682861236044,0.0908983793324915,0.0288612471515049,0.0119910069283615
879,21.329383342750045,14.11696610716211,1.510904197179363,0.0539330998701062,0.0493191976311842,0.0982144625326393,0.0528518426404828,0.0904897154504179,0.0659843480387449,0.0124895251685394,0.0626254862692967,0.0071168559601267,0.030942042941337,0.0082545192683145,0.0803459441980748,0.0757288741748322,0.1165467774666519,0.0201992198428303,0.1124154631890039,0.0625426253574162
880,24.369759270622044,15.600533461166332,1.5621106375166292,0.0146064064525081,0.0448459035625149,0.0607842043344403,0.0341355582406104,0.0194529189739002,0.0580362449613383,0.0847931443832192,0.0562990354876346,0.0982763510087572,0.0960632482826144,0.0577804279176975,0.0060547051409345,0.0489985673442186,0.0980881817643287,0.0530572744550831,0.100389366706413,0.0683384609837863
881,18.84837107223937,13.512563135339942,1.3948775582734914,0.0095872285476298,0.0069347377299511,0.1251893457716752,0.0931716444664709,0.1371112718590381,0.0201933852386127,0.0162473555157968,0.0560775741660381,0.0206136060080417,0.0105987124171547,0.0367688342221536,0.0363302124109063,0.1377633204837724,0.0596447225213603,0.1120514319228246,0.1090364966342577,0.0126801200843153
882,22.457981716722596,16.39129542613149,1.3701163411965238,0.0502659137001701,0.0741505810990212,0.0921293896966565,0.0737064067307376,0.0086747681763023,0.1221122198534633,0.0765670499014825,0.0119250262604671,0.0084199741612471,0.0460270235559529,0.1004753143733492,0.062179372183809,0.1293367408775329,0.0512781902747196,0.0849930695514451,0.0059813297805957,0.0017776298230471
883,21.07309255059929,13.982820499047548,1.5070702332218815,0.0057477653739916,0.0018763860433645,0.0046208846215036,0.00475990423635,0.1155266662669155,0.05131752961571,0.0440788315964612,0.0928933212783496,0.0347475074308524,0.0129354972905916,0.1047717501405151,0.1182109705651982,0.0724192417552231,0.0353654779518028,0.0992927368690516,0.1129948780030747,0.0884406509610438
884,25.652535510208423,16.92154527585631,1.5159688487084868,0.0450416502035019,0.0424033124453165,0.0081137703804168,0.0774345734641256,0.0792473716250498,0.0229982887546611,0.0396715097221828,0.1143247354714374,0.0516933837065774,0.0931668236138122,0.0168737550193278,0.0788423668800934,0.0941204688418321,0.0029776962977466,0.1123605655425747,0.1138686247740018,0.0068611032573414
885,25.452578655833054,16.202297444023255,1.5709240460353395,0.0778296349076603,0.0523785193495296,0.0847890553516593,0.0553815010482224,0.0264767414800957,0.013421651282604,0.0108033676601699,0.0542448012198169,0.0551251245088168,0.1071291778351414,0.0869148503436939,0.0223868102934336,0.1020895125146472,0.0542602639596852,0.0903676191539891,0.068527071405398,0.037874297685436
886,24.95270805659485,16.73745076238641,1.4908308565525616,0.0656678737509415,0.0881685440567013,0.0583421231147443,0.0790174729300559,0.0283166345561061,0.0153177308328417,0.1087863901882765,0.0843281914289837,0.0155454015542072,0.0826294251658154,0.0134371342752406,0.0326293627139409,0.1107014816644814,0.0501906066051161,0.0623300066027266,0.0738384381695282,0.0307531823902916
887,24.696283707987487,17.064980238853387,1.4471908764218324,0.0184599266504692,0.0951986192560534,0.0978952315851872,0.0322010541759719,0.0283861652415299,0.0530669340694582,0.094918043015574,0.0700048042794291,0.092464635125864,0.0976111159432,0.002056432899334,0.0714538035509509,0.0378653624307079,0.0840453981997441,0.0548537095016691,0.0483733679764358,0.0211453960984201
888,24.125298197500715,16.94431982605014,1.4237985617109614,0.0595818142339531,0.0390253659097024,0.0518100845843642,0.0785735298182473,0.1099963704510089,0.0392113067558424,0.1173770321880288,0.000459313304538,0.1041828630998956,0.0530738616855866,0.0919991508203204,0.0378486463891925,0.0248323570689861,0.0578921219677774,0.0274259804947424,0.0035411844578741,0.103169016769939
889,22.19387984185521,14.893446007772363,1.490177614386423,0.0507611640610865,0.0297995476419728,0.0268202817122664,0.0332102555215999,0.073551923401275,0.1282224922470018,0.1231043923040042,0.0239621988199633,0.0132457202884452,0.0029629658791099,0.0129446543864164,0.0464312439784166,0.1085421783034688,0.0379692088340587,0.06420429395447,0.1094011751199757,0.1148663035464682
