,601,602,700,701,702,TA35.TA,TA90.TA,SPY,QQQ,^RUT,IEI,LQD,GSG,GLD,OIL
2020-08-13 03:00:00,385.4699563786127,380.4293534126426,500.7034371453152,287.1869079105321,327.5729712270975,1591.5158000872595,2326.711233542313,483.24999573354614,480.5386415674084,1938.1191858710972,121.6273480096706,114.11489270480693,16.714939712011066,197.48413230731097,21.71786776594483
2020-08-14 03:00:00,385.4728629881881,380.4984507674373,500.7476225947553,287.20410012662336,327.5895926946938,1560.2228731547118,2329.281577860295,493.6135577082329,480.9156415457428,1950.2141836286726,121.46284618283889,118.21592132505677,16.49729787625515,195.49704406514732,21.71786776594483
2020-08-15 03:00:00,385.68308414163766,380.59782842264883,500.8119046184617,286.85561082756226,327.5691400999878,1601.3532208301074,2383.170250591188,489.9295280801501,486.00638235486235,1961.2118077132066,120.88326149125913,116.30886061692853,16.50719836651163,201.02602388157374,21.71786776594483
2020-08-16 03:00:00,385.8944162554607,380.6340447097851,500.8640478773807,286.92178698136934,327.56325738332947,1605.1059120409172,2352.003409358758,500.5110758877938,497.1493101277448,1935.3728590544008,121.22978094213424,113.60509465344849,16.53204367274646,192.69716213514198,21.71786776594483
2020-08-17 03:00:00,385.89480773113877,380.5461468783314,500.7471130604548,286.9210902521063,327.5895926946938,1551.1227895864201,2366.290050342134,500.8515133153903,502.9700077129495,1962.604261264739,120.1296761308562,114.79413609240041,17.109793935411375,171.25064989956974,21.71786776594483
2020-08-18 03:00:00,386.0041616321367,380.57837329601506,500.6737889153675,287.0482126781449,327.57987885096185,1619.7178552322468,2340.8271906732402,501.39848239493307,494.53137873926937,1953.0451791208263,121.46203057600246,115.0498336889247,16.50726720180829,203.08638807825747,21.71786776594483
2020-08-19 03:00:00,386.23010058763884,380.7340960816857,500.812480554249,287.10155371977925,327.5584013490138,1586.0582133910088,2332.3785191071256,498.30365061935703,501.63759279588544,1960.4653996521683,121.27168103223399,115.62710439199718,16.907032577550012,206.69288550651572,21.71786776594483
2020-08-20 03:00:00,386.34217828610394,380.846426875116,500.85751741592674,286.91318036717456,327.56811400932133,1583.5819019956216,2328.231304076549,507.1408186687684,509.96670225575497,2004.4952852020895,120.75206973084207,114.19536947160655,16.953324679952836,195.8076361862658,21.71786776594483
2020-08-21 03:00:00,386.32048995767997,380.892404765774,500.8864498386514,286.90134509608305,327.5895926946938,1683.328229756921,2205.0636097226557,520.5440357045436,521.5064800623124,2036.4963820829068,121.47686319038412,116.60752970698398,17.165126556279137,196.55806495491777,21.71786776594483
2020-08-22 03:00:00,386.2827520258102,380.8303333512667,500.86892697087853,286.8958295818066,327.56377072450084,1644.4935171475154,2298.32366086325,532.9878096075942,525.4212332868102,2089.3630336010356,121.22392128745544,120.36565372973944,17.09429714232646,195.7436319509169,21.71786776594483
2020-08-23 03:00:00,386.0695910767294,380.73949593438243,500.77778802734014,286.8126972505474,327.5710552197315,1561.7640345320988,2298.550171253863,525.8103072006061,523.5340492817555,2098.4755953622594,120.58623640689966,115.57829953325566,17.140006556534537,198.864196723465,21.71786776594483
2020-08-24 03:00:00,385.56827692093793,380.59371587203714,500.73052468208937,286.7629158846683,327.5710552197315,1689.0135622139264,2230.3539024117717,500.9685522931286,498.5319725288949,1968.8206965246354,121.4870545664009,118.86342309970381,17.194842503613803,191.24535663498483,21.71786776594483
2020-08-25 03:00:00,385.48299307227677,380.47933048842145,500.6413685729693,286.743306635291,327.5764248171038,1525.4189605020692,2199.600078762597,495.9191473595612,488.75624065424176,1951.1744604266376,121.63639176041242,116.2329524606829,17.09413699918339,205.51945586195237,21.71786776594483
2020-08-26 03:00:00,385.53682772471507,380.51182506928154,500.5512176519032,286.6785957736961,327.5901050003597,1541.3744227181746,2169.7134247375466,503.13387703273895,472.66739973569696,1964.5927222484981,121.04261760393376,117.30794427358381,17.397103719698002,194.08868056929333,21.71786776594483
2020-08-27 03:00:00,385.41112034218804,380.5132043604791,500.6792659347255,286.694719105309,327.57208145830344,1571.560776138568,2187.5983990316927,489.0145951146875,478.0609477909936,1924.7432095177453,121.68739737489811,116.52706523986589,16.700876896784756,199.93454180935504,21.71786776594483
2020-08-28 03:00:00,385.27579699073084,380.31218981608333,500.58583634527974,286.81762714846894,327.5769376405517,1478.686503582242,2242.5373467467225,496.05827601394105,469.17924092242254,2002.4049851445022,121.62572624337682,118.94020729243798,16.657363848189448,208.04013337262174,21.71786776594483
2020-08-29 03:00:00,384.76519396254855,380.0448194828816,500.37875511496196,286.82492546182414,327.5393514944418,1502.6724848281547,2244.0766180942956,489.73326854056376,476.2268224338003,1923.648490951083,122.02645231682263,117.08851619062104,16.854523894030773,199.4354606098673,21.71786776594483
2020-08-30 03:00:00,384.4140594040425,379.90179638874304,500.2644910165751,286.70738367461456,327.5885689713089,1478.6111627990779,2252.0483472696064,490.8518907621009,466.9129249129162,2016.8230619410874,121.34110645738681,115.97826675744946,16.95197244473277,203.90721671438044,21.71786776594483
2020-08-31 03:00:00,384.5991439696804,379.9361739821184,500.17285518968464,286.7065643994487,327.57399643014156,1532.3587538172246,2227.798638138547,486.03956197454215,487.3268447866648,1966.3682375289916,121.5252481059254,117.95373496386294,17.149523380349457,201.66853683304973,21.71786776594483
2020-09-01 03:00:00,384.8962669288604,380.09304821266693,500.2418852127476,286.7459688904636,327.5686269067355,1496.8629256987913,2222.1770218034803,491.8400415023582,480.430880661497,2067.7470403853313,121.70260273205682,117.09820845965149,16.631047952141216,203.46483906637107,21.71786776594483
2020-09-02 03:00:00,385.1474948400968,380.23247748504724,500.4709360916365,286.77557585765095,327.5549464276145,1470.9888339266356,2242.767264364955,477.8170762362371,463.97309726666197,2058.335202411647,121.48070528489583,117.9753505314921,17.478703890105248,188.97480760573472,21.71786776594483
2020-09-03 03:00:00,385.3537088310586,380.2907979325699,500.6275482622239,286.7590362035604,327.5568617692029,1558.814311451601,2184.034959977739,482.05236611227554,462.04739133521406,1901.7389251095235,121.75676705647224,116.52137644372648,17.21139059519793,193.43390080619884,21.71786776594483
2020-09-04 03:00:00,385.30260092186336,380.26568444436623,500.7947444759106,286.71371219890085,327.5539204848085,1498.5504498299124,2129.8318408577215,487.15902399398607,447.38974393139114,1968.3421067762658,121.68283658667845,118.71242820934695,17.132602960097525,186.58294103890682,21.71786776594483
2020-09-05 03:00:00,385.0694256027915,380.04439642191323,500.6430638767867,286.66206113295596,327.54560923313824,1462.3169462096557,2230.320566842772,479.06297444766335,470.8771423996086,1931.9828681928448,121.94347530568906,122.13971926278126,17.073585380342877,189.7044037548995,21.71786776594483
2020-09-06 03:00:00,384.60272534828596,379.74903859909574,500.4435158192914,286.64939447409097,327.5558368621231,1540.9173283741056,2259.650418340373,489.70935925921515,468.48117836076415,1908.8245337542287,121.75854881154429,116.51864292884558,16.560953745788836,193.5184380440298,21.71786776594483
2020-09-07 03:00:00,384.26353767149664,379.61661894304586,500.303257595471,286.6502179283756,327.5856282048587,1509.0532643367505,2243.9583940152193,479.62023107331896,485.43172746457134,1966.231229439951,122.07177210966273,114.79890331943352,16.776603627541444,193.26376061119745,21.71786776594483
2020-09-08 03:00:00,384.3990450152692,379.5900890678918,500.39410935806893,286.64388376308983,327.5979032065931,1538.3425455905585,2296.7092178741786,478.94789862410084,465.31175915240624,1890.839522216973,121.98176607309266,115.86013937330691,17.319119942013028,198.61898654409413,21.71786776594483
2020-09-09 03:00:00,384.3571280745883,379.4614667618907,500.3841784942949,286.65531753922016,327.60723818212597,1507.6969341992965,2326.3844540914592,488.96214615785095,480.4015302088276,1954.6974217383943,121.28227399993337,117.69789914370877,17.19643530238344,192.10116999839823,21.71786776594483
2020-09-10 03:00:00,384.4073816690236,379.4356998438237,500.2619809736638,286.6557290573623,327.5867882497466,1498.3682912039567,2316.3578108517722,486.89930322025896,492.54442179240993,1943.829927217233,120.36945443628505,115.99225273165585,18.01027393576288,199.20489471782219,21.71786776594483
2020-09-11 03:00:00,384.5170335387321,379.43733490937865,500.29474715004505,286.71593765923467,327.6131200114142,1519.89405664075,2250.6752620515012,489.25249544906853,487.102818031557,2036.1668138694426,121.13921449269696,116.58932144892546,17.18490017521715,199.3522786935309,21.71786776594483
2020-09-12 03:00:00,384.4194924047489,379.30939729754715,500.19787811482786,286.7484154368068,327.6356212381887,1478.7985097143603,2325.3674647620737,491.9607114975837,470.05303880153883,2058.9016504262813,120.6374986369561,116.68607418888098,17.151449758607132,199.28606231042608,21.71786776594483
2020-09-13 03:00:00,384.31925225546564,379.21178396955133,500.09866201466264,286.7069744548698,327.6317924778196,1535.8308619976347,2344.9348732272556,499.1894951398392,472.02280064346417,2071.187123113353,120.88028654290835,120.91223546588121,17.320502297102887,180.78185644392653,21.71786776594483
2020-09-14 03:00:00,384.28282734690043,379.1869720719676,500.03946142331614,286.7069744548698,327.6162018319576,1522.7294759817867,2326.185054377562,491.8620227361607,470.5372176705142,2067.1837425418043,121.31465148322759,118.17165394955792,16.66903820722023,198.490728482064,21.71786776594483
2020-09-15 03:00:00,384.476736124096,379.24050867522226,500.09082678079955,286.7290223139939,327.6210557967035,1515.491716685471,2301.537611240071,491.44750504168144,473.67115986035094,2026.5616823859004,121.55753862075595,118.26746989593937,16.608315380996068,192.87530711117182,21.71786776594483
2020-09-16 03:00:00,384.5113543030156,379.2093393155684,500.0533724711806,286.76924712440876,327.6156874561454,1525.484745010006,2347.56796193882,497.2674197336021,483.27212841895164,2036.8347006746633,121.23629238883414,115.60763444177988,16.70965749681837,207.7878647631392,21.71786776594483
2020-09-17 03:00:00,384.4684842620171,379.1953942160791,500.02220447160204,286.78149599792766,327.5966409284842,1482.207538885642,2266.7445936613963,513.4670034502522,527.2838833220133,2040.4531157792424,121.82898760613756,112.34897917027146,17.120929074704378,203.12596741729837,21.71786776594483
2020-09-18 03:00:00,384.6668810765473,379.31844494345535,500.1443130770906,286.7645494215906,327.6063497446529,1473.465638954254,2352.3068270183117,505.6303794276401,522.5935604999095,2034.6035791246697,121.6112397678584,116.55509096022429,16.61786169385395,195.9901105517199,21.71786776594483
2020-09-19 03:00:00,384.8150027996795,379.40023912691663,500.2080056922503,286.8298879281423,327.62245587487564,1542.2334566108495,2337.756656100723,507.77061222037605,493.12562130998367,2057.0609672532687,121.78415865972359,118.70249367879049,16.64918844604063,198.45473450644232,21.71786776594483
2020-09-20 03:00:00,385.0324721370447,379.58462612508725,500.2739338090977,286.9127786632132,327.6259103525853,1498.681258572104,2341.4867514735606,506.34276963682595,498.24913035376693,2129.3627962315545,121.40598595622367,119.53613288356964,17.20269658179245,196.68808210374846,21.71786776594483
2020-09-21 03:00:00,385.37521526647595,379.7396971872576,500.3749259144759,286.8631371567732,327.63716081837765,1517.4406701375808,2330.506887198977,501.85182948963404,491.6690049387941,2043.4558265049934,121.54013274481773,115.59268672094396,16.726902920173565,198.07432506358123,21.71786776594483
2020-09-22 03:00:00,385.3555015416549,379.67817631889,500.34385784735537,286.7767934923063,327.6137750712268,1515.1524420064793,2322.5754709359608,511.9539527378954,473.41755808624896,2081.5650401021494,121.53360301634952,116.68282656996853,16.786116942858737,197.85815257871923,21.71786776594483
2020-09-23 03:00:00,385.1472965339568,379.61084280966446,500.34028355285966,286.75781293067615,327.63716081837765,1506.9457991202844,2364.5116199976055,498.5864028972413,479.2933770740304,2020.810866183861,121.50781275998816,119.71282236266107,16.901056801451876,196.73595882163988,21.71786776594483
2020-09-24 03:00:00,385.18554795619605,379.59287090896305,500.30483404473034,286.7810890756811,327.60303883342215,1499.5126866921169,2312.0712483963434,494.20715552061824,478.6546667052621,2013.3834437361008,121.53981839660938,116.40190736711185,17.033468477172985,201.9276970594405,21.71786776594483
2020-09-25 03:00:00,385.118775411713,379.53542070179844,500.2336964857444,286.77598257107417,327.62054186423427,1541.93475084436,2311.729173855185,501.5573352265918,477.8185675680804,2079.1736060957587,121.18799179730465,116.84575353540885,16.61557701163739,198.93884242231746,21.71786776594483
2020-09-26 03:00:00,385.06654026707645,379.538360736594,500.2862357618622,286.73657724455995,327.60200934293647,1575.6546774475746,2246.6925338019946,497.62486972894595,476.948702461433,2036.7005070540783,121.09904520042369,117.2833303368869,17.006954597722444,195.75464581676775,21.71786776594483
2020-09-27 03:00:00,384.92724284635693,379.4745268282367,500.2852326791103,286.7069744548698,327.603922318901,1552.542920556303,2312.4299493112017,503.8250663178234,469.5223790529128,2117.4486104685684,121.56945223103482,117.04743959530532,17.005822516009356,199.18187078654074,21.71786776594483
2020-09-28 03:00:00,384.75489693599314,379.36476964676933,500.1920755284299,286.7124864196508,327.5902436144301,1526.457361604472,2326.3455540997074,483.5783570236538,477.7531918442485,1996.948613891968,121.74922720940765,114.45704715477113,16.780064059521834,200.44348664801777,21.71786776594483
2020-09-29 03:00:00,384.4758828165467,379.20081342154657,500.1862759808268,286.718408022,327.6028950452605,1536.7062312244484,2369.236421881607,502.61334565945,467.9400207560458,2058.0291624717274,121.37686964328093,117.85059916206976,16.674014177534108,197.84979976549897,21.71786776594483
2020-09-30 03:00:00,384.12860126388756,378.9119211401678,499.89623190010855,286.7239201956927,327.61120503965714,1502.0888998496841,2334.873885047571,492.8252650769946,469.81587293580867,2037.7694601282058,120.57209773247735,118.22795734782818,17.338592488238543,195.9268377734762,21.71786776594483
2020-10-01 03:00:00,383.8895862899636,378.7254717590482,499.76868307779233,286.7077920587715,327.5902436144301,1579.977411877362,2362.32585875526,483.53564973875586,471.8123358986828,2007.692934105879,121.26749876419935,120.73129067265413,16.742876793153503,194.32757178864532,21.71786776594483
2020-10-02 03:00:00,383.7502518444807,378.5056268044384,499.6656993257028,286.6785957736961,327.5760503860707,1564.3406149766863,2252.823471250063,481.91934849991856,456.45231010874375,2008.9956202032058,121.38360112531146,121.62232986148777,17.817383299884938,200.85689176424975,21.71786776594483
2020-10-03 03:00:00,383.4627733501001,378.38370467329173,499.3894004843382,286.66716241552183,327.60186895454,1513.7666839960107,2410.5347613125323,500.3181073992409,468.9675791690965,2133.8960002141985,121.5975383554727,117.58992006680394,16.87630673627876,200.14523889177354,21.71786776594483
2020-10-04 03:00:00,383.80578065082653,378.5551649973836,499.5758512662653,286.66675131533583,327.59458490301245,1867.0312178632919,2453.8965658920047,511.4119370632959,513.2412660080734,2092.1036377524815,121.28043237607379,120.75181677534445,17.12671981010054,199.22687911352796,21.71786776594483
2020-10-05 03:00:00,383.93251232386746,378.50425353120045,499.6048283998394,286.68369642939416,327.6053229145489,1570.8032496495546,2423.996589658813,504.8262760627538,514.2272920728742,2195.342276875008,121.30955667996837,119.12770125028393,17.021207760103803,202.1305776075826,21.71786776594483
2020-10-06 03:00:00,383.92179432067707,378.36448318468484,499.53854825540884,286.67900562017593,327.6058361817449,1586.17949710116,2439.225055190823,506.902794661579,501.99195220361185,2086.0230440057508,121.46310932901609,118.32717494124327,17.13754723115937,204.36287315806408,21.71786776594483
2020-10-07 03:00:00,384.0822791418212,378.37833320644967,499.16508363861954,286.66124018634906,327.59803975025176,1576.3716542761208,2447.3393907648824,534.7359096004812,515.6971563563036,2483.364296614348,120.38354524817302,120.71770024318495,17.295525550774368,198.52633527024875,21.71786776594483
2020-10-08 03:00:00,384.6095233475101,378.7302598867821,499.4528559727386,286.66675131533583,327.5897296080082,1542.9379132208494,2497.173781825922,515.1448669718532,503.216929415103,2271.289865928097,121.10346139879935,120.83860460149545,16.84651437824971,198.21486561551978,21.71786776594483
2020-10-09 03:00:00,384.9049637480948,378.8914975040904,499.50089797622286,286.6726737534793,327.59458490301245,1618.3425747027625,2471.9135490359185,512.2526370558631,487.5789383847106,2204.0272691177806,121.19307440432999,113.32485713954166,17.13556217917651,199.36551185403306,21.71786776594483
2020-10-10 03:00:00,385.1288669999204,379.0165178666148,499.7088316560303,286.66716241552183,327.6106919203171,1613.8032117738867,2476.420478780222,517.5480414909543,487.3549606896696,2226.1527943673773,121.14124202301501,119.67953206435155,17.122357633159332,198.19654267073307,21.71786776594483
2020-10-11 03:00:00,385.2091446359124,379.0704575786529,499.7256468184006,286.67226244432254,327.61414610222477,1566.2684363667536,2550.059634766959,519.5993739087444,486.64448019508745,2261.8866062446664,121.57975233766778,116.37825077028825,16.73022044212864,198.37222037171915,21.71786776594483
2020-10-12 03:00:00,385.5378571410051,379.20946129709097,499.78344275443277,286.6730842267827,327.603922318901,1551.8840363024071,2511.22230209151,522.7737128987017,495.19720189220425,2320.2085347610405,121.75545838721459,117.50448453982683,16.6788669952267,199.3690486796735,21.71786776594483
2020-10-13 03:00:00,385.77522553297166,379.29754064260527,499.8200947493719,286.66124018634906,327.5956123245044,1551.709790272911,2553.1366363546254,521.5468246124452,489.40816561521433,2324.9058553316845,121.75000567978753,117.34661025588913,16.686033109924026,195.88189879819438,21.71786776594483
2020-10-14 03:00:00,385.97272507389454,379.4250361876916,499.93811487097446,286.69430696026956,327.6004673238327,1581.7121482639627,2685.8202105344467,521.5924118612215,488.23780782055314,2293.9160164766135,121.40687282574406,118.60414689059377,16.70062334986624,193.04287258434067,21.71786776594483
2020-10-15 03:00:00,386.1334655562102,379.5262754290192,499.98797088757107,286.7133044413611,327.59509846592044,1618.585847536311,2638.9724903095157,518.7847680135959,487.4403509827098,2242.3255354499147,121.58455735223458,118.48458510881937,16.700594138599914,196.85568048080324,21.71786776594483
2020-10-16 03:00:00,386.2673076788134,379.50772569256486,500.0207052600967,286.69554088773964,327.6082639770985,1643.7940382532315,2622.095137208303,510.280925476529,488.0524359480006,2228.385565487429,121.81004728793636,120.8864902778792,16.51121938450528,198.15811356174203,21.71786776594483
2020-10-17 03:00:00,386.35253434030835,379.4642806014698,499.98078579655,286.69002913188507,327.5819333982788,1641.699265504965,2670.992366509581,518.2916214410009,485.3127740773567,2359.3403727109426,121.75167459948692,117.1225139809925,16.464533665565103,179.20663271359126,21.71786776594483
2020-10-18 03:00:00,386.37522711452755,379.4599185916548,499.8634432168623,286.6785957736961,327.5916436926023,1680.5816041385144,2645.681464531257,528.2691751818505,489.59203439178975,2435.385233513958,121.72033904289313,118.34293748154349,17.084629745038473,202.06705431830432,21.71786776594483
2020-10-19 03:00:00,386.42139581602106,379.53353569043986,499.8449737536068,286.7167644571387,327.5755364534934,1573.337187584609,2569.6341773609597,518.897773996652,497.1476878115619,2329.381681933418,121.69160913538187,116.22547416276744,16.875039363327627,191.22232697860858,21.71786776594483
2020-10-20 03:00:00,386.6971596748912,379.6796087580462,499.94915972862657,286.7531162721364,327.5774507598377,1609.5140233289967,2589.3371233553235,520.4985726158961,497.1770416865212,2260.085836926262,121.84012282362056,113.76253682537889,16.401671029649442,192.369334865025,21.71786776594483
2020-10-21 03:00:00,386.48126004678505,379.6588976867349,499.965047770586,286.7192247903727,327.56377072450084,1621.1759362499604,2521.1995467342786,524.7719307807979,501.02380044857296,2393.717873613005,121.74729111238425,117.17793982612434,17.038701732177017,189.84064351782342,21.71786776594483
2020-10-22 03:00:00,386.20687021603953,379.55505680713384,499.85676501954157,286.69002913188507,327.5817944144761,1561.9114292610338,2543.2971458798384,526.6056915322829,509.1496645094986,2342.5296103547707,120.651988506706,120.92226106450083,17.36760848323489,195.54669302970262,21.71786776594483
2020-10-23 03:00:00,386.062389843017,379.4455924435469,499.7896770399991,286.73371124282977,327.5608292922189,1586.201562004581,2636.8745791722504,528.2359520761064,507.6165519125597,2338.1581884065513,121.3610427352167,120.14033154491416,16.925353291278057,190.47073229881522,21.71786776594483
2020-10-24 03:00:00,385.7186325110785,379.31506871175526,499.602737497387,286.7870094247811,327.59496236603695,1603.6804135427406,2604.3354057633865,527.7636855561726,510.317636386464,2339.925911562157,121.19461199499693,121.5121790785306,16.67091863333858,191.0172271258221,21.71786776594483
2020-10-25 02:00:00,385.7623742504863,379.2852296510752,499.7229108203305,286.73187515624636,327.56671215676926,1606.0381553767531,2605.3048476095732,532.1542385010677,510.36742097640615,2453.4895877905496,121.64409101533468,118.3140432392371,16.554037775623186,190.29007031444098,21.71786776594483
2020-10-26 02:00:00,385.70028951051285,379.2097943783459,499.5394975001575,286.68369642939416,327.58473547695365,1593.2968708343285,2654.4228187683493,529.0808425817547,514.3929750252169,2353.258697135041,121.72552545078787,121.19585120066566,16.861048791893353,186.48863212271777,21.71786776594483
2020-10-27 02:00:00,385.8347007226605,379.25197043023945,499.65148344524385,286.7065643994487,327.57987885096185,1583.749548412843,2634.40831355273,534.4205044302574,511.47200794294486,2453.8038396721295,121.4587450507488,118.54301602554266,16.490378168175003,195.00418425742464,21.71786776594483
2020-10-28 02:00:00,385.6869584775253,379.1212748835791,499.6149189178392,286.72943236938545,327.59061760193583,1600.2184752308644,2679.276029621816,536.3911424427852,514.2557015898503,2478.3522750016914,121.38054495630601,123.03216286667437,16.844308221247186,181.91297871777806,21.71786776594483
2020-10-29 02:00:00,385.58939144495906,378.98216136632453,499.48850584585034,286.7302499733166,327.59113049936803,1598.7063476632677,2734.2216965564216,530.1822915291484,505.3634333158275,2461.8338222662032,121.13499958241371,117.55432116552518,17.236603174391668,186.23723920737655,21.71786776594483
2020-10-30 02:00:00,385.54414328085767,378.9599590855846,499.3585047811385,286.72943236938545,327.5940716358344,1595.5754369282424,2714.430390189241,529.7269345605011,507.1864124092104,2426.211822173636,121.60680855091277,116.57737889854141,16.603860228761928,192.03721172048694,21.71786776594483
2020-10-31 02:00:00,385.7223942722436,379.074271630075,499.50856143877303,286.74127515626043,327.5916436926023,1668.8011769509656,2653.6841885679964,534.0172150547766,513.3837895827262,2432.0956473710644,120.92512704964014,115.61545701222306,17.03759441724021,188.71881284355678,21.976637071894217
2020-11-01 02:00:00,385.75976503486856,379.15008215148583,499.3910020592522,286.72473738184465,327.58627461289933,1590.1301009254591,2700.237937509173,534.9641197678959,516.2370039133456,2522.951412394844,121.74839777092963,118.27245145792605,17.241157691852997,196.39843605532334,21.59156861199221
2020-11-02 02:00:00,385.9170660710623,379.2120010321033,499.44691380483937,286.7124864196508,327.58870248219216,1784.5291806877965,2687.138971776116,531.6937768696021,518.9956072840307,2435.0294670703015,121.0630376111195,116.75275990988166,16.511532380908225,189.9860564564098,21.966239861340714
2020-11-03 02:00:00,386.0262080692572,379.2657807589035,499.325217526962,286.70187150092187,327.61017909676104,1688.019380898878,2595.5533992363007,531.7939403173947,523.3246782408185,2482.223939190647,120.78822661901765,117.89761637600216,16.519998010802354,197.69674671156739,21.389971005818555
