,Portfolio_annual,Gini,Sharpe Ratio,601 Weight,602 Weight,700 Weight,701 Weight,702 Weight,TA35.TA Weight,TA90.TA Weight,SPY Weight,QQQ Weight,^RUT Weight,IEI Weight,LQD Weight
357,1.7508607366680806,2.158379909572585,0.8111921024203734,0.1362572930841899,0.13821436325623768,0.10570556635525892,0.13265911432542107,0.1433229598326088,0.0023509156902070997,0.003546572576388764,0.01672566567814329,0.020587798443533967,0.03539544931123403,0.13553627980300645,0.12969802164377
358,2.262493473570504,2.6384250985250537,0.8575166582653018,0.16655072283873845,0.021738548212679364,0.1617891813107783,0.11677061709360352,0.13394907183764157,0.0009418537676075519,0.0737105334839571,0.02065846586773148,0.026694492627118534,0.0069020085959979,0.08119060516979298,0.18910389919435303
359,1.8161564724948454,2.0840168502885175,0.8714691880938541,0.1617454372960907,0.120474898742073,0.08822241788590578,0.12759821728305193,0.15224136089938442,0.0174017623381277,0.03756752243402459,0.03918925846059141,0.0023619162306685293,0.018330413572094906,0.1568476535075109,0.0780191413504762
360,2.3342349128036455,2.345912466211356,0.9950221700187434,0.09593365741146613,0.16970088974459469,0.1044798434130202,0.13464210431549087,0.12623399574945476,0.00971512458323801,0.013345710329141709,0.0018667271836279643,0.08232043130364525,1.2898415704099339e-05,0.17600115048150897,0.08574746706910756
361,2.192561927792114,2.4663660275742165,0.888984807315319,0.12623003226046017,0.18809692785555884,0.002605024301890975,0.1537640470250494,0.1007146337858631,0.00968168507121744,0.023940177928916184,0.03742883823893396,0.030026156824791397,0.02422305908825089,0.1691314846519396,0.13415793296712797
362,1.7676460187962428,2.4825576588372478,0.7120261688601234,0.12290481923653848,0.15604896132217114,0.0786469123693781,0.14375335331926614,0.1579900473638325,0.021449886272740092,0.0014915240444031165,0.01546371572837362,0.004340315166895636,0.08828565316847817,0.13261392432308794,0.07701088768483495
363,2.3384591486525608,2.420467275078296,0.9661188865182726,0.08325190516654578,0.13335732513730647,0.1481303722690607,0.14728399100030698,0.14669368738261257,0.03261713663290105,0.009257015750741678,0.03709965975461313,0.056919876973323444,0.00115129582332179,0.10481535304927062,0.09942238105999583
364,1.9540254395349566,2.1494748307769673,0.9090710956725361,0.20717691453194542,0.05588942778327752,0.008024661328598186,0.18158924303654886,0.14254452448460875,0.07296282890269715,0.0012675649068204166,0.04768813907991083,0.022028806005572433,0.0006517428850506801,0.2068182644362485,0.05335788261872124
365,2.174082446599801,2.7170149372989933,0.8001731667920361,0.14846433684054042,0.1291194746791862,0.03326286122635109,0.08854767083529705,0.12574756601897719,0.005613939281558085,0.03685295970492176,0.0491272483735362,0.0034027717226991798,0.05308065662515104,0.18561940757699932,0.14116110711478244
366,2.069373395644436,2.6407010928584724,0.7836454497787961,0.173883682252826,0.2889338508784166,0.07698662528544316,0.01655573006195775,0.13855946457142262,0.010656688419860985,0.0066311690988971475,0.03953777236474966,0.011001353627877668,0.07282487124750721,0.1521203306442845,0.0123084615467566
