,Returns,Volatility,Sharpe Ratio,601 Weight,602 Weight,700 Weight,701 Weight,702 Weight,142 Weight,143 Weight,SPY Weight,QQQ Weight,^RUT Weight,IEI Weight,LQD Weight,GSG Weight,GLD Weight,OIL Weight,TSLA Weight,AAPL Weight,AMZN Weight,MSFT Weight,GOOGL Weight,META Weight,NVDA Weight
0,12.80730462750207,11.699564265515546,1.0946821895967176,0.04743911101013027,0.05242454482067285,0.0026157931457563262,0.015756887129050597,0.06295317040648252,0.07660617924876952,0.028199541575432314,0.08209202699824343,0.06628483795434871,0.01744879759607216,0.05091427980206718,0.03234870497546736,0.01670959878433835,0.07216953568728607,0.08869439868614651,0.021345237119398498,0.007676395549999676,0.05544515238634603,0.06696913292046,0.025376760795617254,0.06295586638483569,0.047574047023078735
1,11.808813367403733,11.273568096190665,1.047477894012449,0.0046563073989739885,0.08738355645023584,0.0077433118161176605,0.0586973435891234,0.06098160974211989,0.03653424399844635,0.00127995940378784,0.08141422503291854,0.03721050339212489,0.05332748998899974,0.0686850851638225,0.06527670051155358,0.06714098858565194,0.033104024878136885,0.039864265391945666,0.023179702764671014,0.09365377842845694,0.027893735079264386,0.014240066919709604,0.012502860332948078,0.09125839496743829,0.03397184616355305
2,10.633048878125495,10.18486991164948,1.0440043879169616,0.060060959210733206,0.07482484314309397,0.057393457046723176,0.03181105662745456,0.07714762170265194,0.06030033907209229,0.019524307812192533,0.06744659851985155,0.06227534079501929,0.03231686509914769,0.016390415988297373,0.05834394396109596,0.06920979371193758,0.0301829912724337,0.03577781329564156,0.029196487663660193,0.019628536422347954,0.053495434076559024,0.031967268580972444,0.05385608401769212,0.029661185704420136,0.02918865627598175
3,11.744171408127201,9.433481721274266,1.2449455837330874,0.06773298440066775,0.0724595306277371,0.07397956916606534,0.05730190252870584,0.07607700900447933,0.03382045066418706,0.013505935852146673,0.015290069678513452,0.01858578350478646,9.872672933822622e-05,0.01883582506808599,0.07732443267764053,0.06133919513617756,0.07620297804863092,0.05012477894198571,0.03774276056870717,0.026036641868414673,0.031643241782102226,0.053390089243128075,0.06698823582282061,0.010841251883169374,0.06067860680250978
4,10.512433027419588,9.800213264746068,1.0726739044787483,0.03244335710139166,0.08761594704390996,0.060547125814128695,0.02632288268785396,0.0013309658527131552,0.03531473919281792,0.04167936250073079,0.08500596133017788,0.09500558912120155,0.08011809215899526,0.07097419178041968,0.087548654179346,0.00664525096835588,0.08281214003247078,0.0071223636078023705,0.014030110593077115,0.0771346065870561,0.026637508783460228,0.05808281333648729,0.0014245076501924756,0.007630413945430641,0.014573415731980609
5,12.360528024081031,11.678584975105245,1.0583926092441385,0.029683383321080732,0.050136160963593655,0.018058798180360672,0.08029090606961652,0.022409015791598756,0.06036693098153278,0.06606304056480117,0.08673858822331335,0.06846889658793341,0.03147171197000788,0.029034417775620578,0.06461768864543518,0.02801555797164522,0.03303570031074185,0.06028168282836953,0.03450580104800033,0.010376764709529984,0.04964681193839834,0.015886246679016416,0.04074609232323916,0.08156366774204474,0.038602135374119766
6,10.516014444655383,11.395616470387381,0.9228122473217899,0.03711756512531266,0.04036604221868583,0.025983027088884537,0.0760485636017702,0.0008215575982202717,0.008129407633490796,0.05726906326122912,0.034896481111333276,0.0722854153721442,0.026656697055192052,0.0731982909516905,0.002884742843637212,0.08483982203581339,0.08260368666175939,0.08304313111202222,0.003766384349625693,0.07868792424711642,0.05611725635887933,0.041553960088924195,0.027992019556107077,0.07826100273299381,0.007477958995167952
7,15.39208516422823,11.916493151101822,1.2916623178527191,0.04159112836485727,0.03833428502321635,0.047216378223674804,0.05712104147635809,0.004244103915226262,0.0922584843391587,0.058335876637525895,0.03737724336610954,0.09773779992063332,0.028890555886663692,0.02394552087225454,0.09629945739178193,0.04072744217740161,0.060582825145875936,0.0011599556894882762,0.056417604675155796,0.011394212426704183,0.03529002317907845,0.029246126561823994,0.015688738697768406,0.034415423549293986,0.09172577247994895
8,12.018385314466338,11.908821896067531,1.0092001895195852,0.03605020582067955,0.03915839514671337,0.05098284171967366,0.02136475313383092,0.08011135663057282,0.0033693440194306305,0.010357192271483712,0.05060390441710018,0.07091182346455184,0.08064110957121494,0.04033320769200528,0.07316921540448293,0.05688945226080381,0.016066302571491303,0.07513838483126194,0.007367171976042983,0.034153386226661725,0.06490155457261018,0.05340805037305783,0.07286939382902351,0.014882763547975327,0.04727019051933158
9,13.076074378068222,11.271581200755797,1.1600922838750811,0.03911874435430438,0.03416610762010966,0.06528167544770308,0.07103490947827365,0.068145520678542,0.04946452592970527,0.0289875287954213,0.06826426137304802,0.030355059300880862,0.021833471754651303,0.027915838535316536,0.0623954983886235,0.07933284235748286,0.007762891320097365,0.054228912734766245,0.06338811737869597,0.04076089514829139,0.053318031150062714,0.043278528299629186,0.037983284785826035,0.001572999711661948,0.05141035545690675
