,Portfolio Annual,Gini,Sharpe Ratio,TSLA Weight,ADBE Weight,JNJ Weight,EOI Weight,AAPL Weight,AMZN Weight,MSFT Weight,GOOG Weight,META Weight,NVDA Weight,AJG Weight,BRO Weight,CSL Weight,593038 Weight,273011 Weight,442012 Weight,1081124 Weight
0,22.51559877052469,5.289094704199555,4.2569853689039165,0.06396177917986005,0.0706836002619971,0.0035268532653010645,0.02124488662730415,0.08487926309056859,0.10328750721901689,0.03802121947091124,0.11068403246779852,0.08937132416548665,0.023526076164363936,0.06864732185023481,0.04361550375498071,0.02252942023723165,0.09730561570088213,0.11958595813573183,0.028779614838928446,0.010350023569402284
1,22.15568677451396,4.817112763284428,4.599370590487829,0.06678544911118696,0.08066645010756816,0.030567115316285483,0.07583234295033775,0.057304452413327184,0.00536504029731009,0.015255874440442808,0.02068881810076005,0.11002591529570362,0.05761405559185034,0.06404576275891527,0.08131115749698839,0.05997059891572985,0.10104470197327146,0.08940013449935098,0.04459359037265811,0.0395285403583136
2,24.63135251166799,5.273699710029723,4.670602018697262,0.10151988149479073,0.03661065122795633,0.09216809423289365,0.08845813277719085,0.05733594462873848,0.09828027061613522,0.010350026358208296,0.010957414696489535,0.07473887904625769,0.09487209561506094,0.016999620820174907,0.029359613546276316,0.07164752726455768,0.01750492316816948,0.07472437260052675,0.05195285938541632,0.07251969252115681
3,22.296793556581918,4.657858888278758,4.786919074060091,0.07852615254063378,0.006533960805602844,0.03371669223434067,0.08660492560067212,0.01813292061086049,0.07529935283814497,0.020779211909134513,0.007951020865147155,0.026842008120319356,0.06660452070473524,0.13213267179417174,0.14292458662663696,0.0719945885409539,0.06942776975286226,0.09595250524974429,0.04887413554342729,0.01770297626261239
4,20.588976629038804,4.3780812892960155,4.702739686304331,0.0052227680004245675,0.06517178611034195,0.08301748738756563,0.06850384380291828,0.06661379905516011,0.043392991307541415,0.06710720637561678,0.021377312777055867,0.06744746488191791,0.05413006270680206,0.07650238764511386,0.009582402324641725,0.08018191234379794,0.07023944689068526,0.07104037074404101,0.050782151857351375,0.09968660578902437
5,20.250589808610208,4.324114364011946,4.683176277007984,0.026803385233112192,0.03937922139904106,0.029980936135924376,0.006343557640659101,0.1190476872961617,0.01054916280784268,0.07996679568303912,0.08307878395325788,0.04977271962609591,0.001743762934857123,0.11091532087845193,0.05069402702190536,0.0726511326660761,0.0935736753304335,0.08893023522852572,0.09147006300266326,0.04509953316195293
6,22.66511635500774,4.585136457987216,4.943171607363084,0.04242572524979267,0.02466910380002851,0.09967145846398717,0.029686034071569164,0.015155055805852751,0.013306225816702474,0.09712216075121387,0.036154691360607054,0.07546762886926545,0.09401870310980473,0.0721158664937239,0.03997114010578288,0.09693731434382048,0.07576841378467844,0.024532628770213383,0.08474781176456618,0.0782500374383909
7,21.05225884379056,4.712787836635661,4.467049986875546,0.05106798709470655,0.025900580071713624,0.09219668331437603,0.10936719391763484,0.04769598177457307,0.05653707134194865,0.04613708200483471,0.031017545842677647,0.08453493643848181,0.050515545190958945,0.08510484526110389,0.04687141045766134,0.0461247066335334,0.025261912809365242,0.12773984212438907,0.0030152957287634566,0.07091137999327761
8,21.12484376538475,4.627992361147118,4.564580517187507,0.06452512091540039,0.008599549602115902,0.10264411558235102,0.012725719880819704,0.0719870552667663,0.011601430277707098,0.08177432093815781,0.10138543859454481,0.0799840212362361,0.030619689542268142,0.10467943988987931,0.06667751567880825,0.04137727534264256,0.09808442319267799,0.028319700290757945,0.08977989216682104,0.005235291602045473
9,24.901752069342088,5.9286515847057,4.200238741231109,0.0953967604452082,0.10457784996822207,0.03610194457784068,0.07268394539864308,0.010140327332224043,0.03807678087005662,0.09728615979565121,0.10407498706491988,0.10625824701491096,0.08230380065679711,0.10927083931520974,0.0485769495732511,0.01939882975965256,0.021961414740435333,0.026695110513338144,0.00014180305875324746,0.02705424991488609
