,601,602,700,701,702,TA35.TA,TA90.TA,SPY,QQQ,^RUT,IEI,LQD,GSG,GLD,OIL
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2015-04-16,339.35,351.27,456.65,280.53,322.63,1686.31005859375,904.0499877929688,181.17529296875,100.88330841064453,1272.9000244140625,110.39344787597656,93.8642807006836,21.139999389648438,115.02999877929688,25.989999771118164
2015-04-17,,,,,,,,179.0911102294922,99.30949401855469,1251.8599853515625,110.3580093383789,94.11843872070312,21.030000686645508,115.5999984741211,25.146900177001953
2015-04-19,339.48,351.62,457.13,280.51,322.63,1667.800048828125,885.9600219726562,,,,,,,,
2015-04-20,339.79,351.97,457.28,280.52,322.67,1679.4599609375,889.6900024414062,180.7274932861328,100.79898071289062,1264.9200439453125,110.32255554199219,93.89511108398438,20.93000030517578,114.72000122070312,25.481000900268555
2015-04-21,340.21,352.45,457.82,280.6,322.69,1683.3499755859375,895.6699829101562,180.5121612548828,101.22991943359375,1264.1500244140625,110.24274444580078,93.87200927734375,20.700000762939453,115.37999725341797,24.988399505615234
2015-04-22,,,,,,,,181.3992156982422,101.78262329101562,1265.47998046875,109.91487121582031,93.26362609863281,20.719999313354492,113.83000183105469,24.949800491333008
2015-04-23,,,,,,,,181.8556365966797,102.1667251586914,1271.5400390625,110.07437133789062,93.5023422241211,21.139999389648438,114.66000366210938,25.350000381469727
2015-04-24,,,,,,,,182.27764892578125,103.55319213867188,1267.5400390625,110.3313980102539,93.67947387695312,21.170000076293945,113.05000305175781,25.53969955444336
2015-04-26,341.16,353.41,458.25,280.58,322.72,1687.8499755859375,895.3499755859375,,,,,,,,
2015-04-27,340.88,353.19,457.69,280.63,322.64,1684.4599609375,891.260009765625,181.519775390625,103.29086303710938,1252.699951171875,110.20731353759766,93.61013793945312,21.079999923706055,115.33000183105469,25.459999084472656
2015-04-28,340.6,352.96,457.32,280.57,322.71,1659.989990234375,873.8599853515625,182.0968017578125,103.08477783203125,1259.3599853515625,109.94146728515625,93.05570220947266,21.1200008392334,116.33000183105469,25.22249984741211
2015-04-29,339.99,352.46,456.69,280.51,322.73,1648.56005859375,867.1199951171875,181.34756469726562,102.43836975097656,1246.949951171875,109.8351058959961,92.28559875488281,21.389999389648438,115.51000213623047,25.760499954223633
2015-04-30,339.01,351.1,455.46,280.56,322.76,1644.8499755859375,867.6400146484375,179.5303955078125,100.82709503173828,1220.1300048828125,109.80847930908203,92.36267852783203,21.6299991607666,113.47000122070312,26.076499938964844
2015-05-01,,,,,,,,181.47671508789062,102.1573715209961,1228.1099853515625,109.45890045166016,91.85302734375,21.639999389648438,113.08000183105469,26.018999099731445
2015-05-03,338.12,349.95,454.55,280.53,322.71,1634.3199462890625,862.9199829101562,,,,,,,,
2015-05-04,338.61,350.45,455.06,280.56,322.73,1643.9100341796875,873.1699829101562,181.99349975585938,102.32597351074219,1233.219970703125,109.43231964111328,91.55956268310547,21.59000015258789,114.0999984741211,25.8799991607666
2015-05-05,337.48,348.95,453.55,280.58,322.77,1630.75,872.72998046875,179.9093017578125,100.65848541259766,1215.4200439453125,109.33474731445312,91.40511322021484,21.899999618530273,114.41999816894531,26.39430046081543
2015-05-06,335.87,347.04,451.34,280.45,322.72,1622.31005859375,865.4500122070312,179.16864013671875,99.96524810791016,1219.3599853515625,109.11292266845703,91.01130676269531,21.889999389648438,114.36000061035156,26.558300018310547
2015-05-07,335.43,346.6,451.29,280.42,322.67,1632.780029296875,856.5999755859375,179.88348388671875,100.56480407714844,1225.5400390625,109.23714447021484,91.37422180175781,21.43000030517578,113.41999816894531,26.030000686645508
2015-05-08,,,,,,,,182.25180053710938,101.8200912475586,1234.9300537109375,109.60094451904297,91.89933013916016,21.59000015258789,113.97000122070312,25.851200103759766
2015-05-10,336.72,347.99,453.13,280.42,322.68,1650.75,868.780029296875,,,,,,,,
2015-05-11,336.07,347.08,452.1,280.58,322.67,1649.31005859375,871.4099731445312,181.38194274902344,101.42664337158203,1235.8299560546875,109.11292266845703,90.97269439697266,21.459999084472656,113.52999877929688,25.8257999420166
2015-05-12,334.49,345.18,449.87,280.45,322.57,1638.8299560546875,857.1799926757812,180.83938598632812,100.96760559082031,1233.1300048828125,109.15727233886719,90.84136962890625,21.790000915527344,114.5,26.340099334716797
2015-05-13,334.59,345.1,449.85,280.46,322.62,1659.219970703125,861.8400268554688,180.8738250732422,101.17369842529297,1232.280029296875,109.1661376953125,90.75646209716797,21.75,116.55000305175781,26.219999313354492
2015-05-14,333.69,343.68,448.29,280.44,322.62,1658.68994140625,855.0,182.75987243652344,102.65383911132812,1245.1099853515625,109.4411849975586,91.06535339355469,21.809999465942383,117.18000030517578,26.05419921875
2015-05-15,,,,,,,,182.95802307128906,102.65383911132812,1243.949951171875,109.7162094116211,91.69853210449219,21.84000015258789,117.52999877929688,25.8799991607666
2015-05-17,335.48,345.55,449.8,280.45,322.67,1664.2099609375,856.7100219726562,,,,,,,,
2015-05-18,334.29,343.88,447.85,280.44,322.63,1683.050048828125,873.3400268554688,183.5264129638672,103.103515625,1257.52001953125,109.41458892822266,90.99584197998047,21.690000534057617,117.5199966430664,25.641000747680664
2015-05-19,333.63,342.72,447.35,280.52,322.6,1708.4300537109375,881.0800170898438,183.4661865234375,102.9910888671875,1255.6600341796875,109.05079650878906,90.50933074951172,21.190000534057617,115.88999938964844,25.0
2015-05-20,334.05,343.25,448.11,280.48,322.49,1705.93994140625,879.780029296875,183.33692932128906,103.05667114257812,1257.739990234375,109.2459716796875,90.61749267578125,21.270000457763672,116.08000183105469,25.18630027770996
2015-05-21,335.48,344.99,450.25,280.57,322.54,1715.5799560546875,879.47998046875,183.8709259033203,103.59062194824219,1256.739990234375,109.52989959716797,91.04986572265625,21.670000076293945,115.69000244140625,26.040000915527344
2015-05-22,,,,,,,,183.43170166015625,103.48760986328125,1252.219970703125,109.38794708251953,90.98810577392578,21.3799991607666,115.5999984741211,26.0
2015-05-25,335.72,345.46,450.71,280.5,322.54,1707.739990234375,881.3599853515625,,,,,,,,
2015-05-26,335.47,345.28,450.35,280.52,322.53,1690.719970703125,875.030029296875,181.4595184326172,102.29786682128906,1238.760009765625,109.55653381347656,91.3896255493164,20.93000030517578,113.91000366210938,24.719999313354492
2015-05-27,335.27,345.02,449.49,280.49,322.53,1686.780029296875,873.2999877929688,183.18197631835938,103.94661712646484,1254.3599853515625,109.53880310058594,91.48233032226562,20.639999389648438,113.88999938964844,24.591999053955078
2015-05-28,335.74,345.79,450.58,280.53,322.55,1677.030029296875,869.4500122070312,182.97525024414062,103.7124252319336,1253.0999755859375,109.66297912597656,91.28927612304688,20.770000457763672,114.0199966430664,24.48539924621582
2015-05-29,,,,,,,,181.8384246826172,103.0941390991211,1246.530029296875,109.73397064208984,91.32783508300781,21.15999984741211,114.0999984741211,25.571300506591797
2015-05-31,336.08,346.27,451.02,280.54,322.57,1688.1500244140625,869.4099731445312,,,,,,,,
2015-06-01,335.87,345.96,450.45,280.51,322.56,1694.25,880.1300048828125,182.208740234375,103.44073486328125,1249.6199951171875,109.48344421386719,90.8160400390625,21.18000030517578,114.0,25.468900680541992
2015-06-02,333.78,343.22,447.7,280.58,322.58,1693.0,877.3800048828125,182.02789306640625,103.11288452148438,1251.800048828125,109.19032287597656,90.35142517089844,21.440000534057617,114.45999908447266,25.912900924682617
2015-06-03,331.54,340.63,445.0,280.56,322.54,1704.9200439453125,877.3099975585938,182.5102081298828,103.42200469970703,1264.5799560546875,108.7817153930664,89.77064514160156,21.030000686645508,113.63999938964844,25.295700073242188
2015-06-04,330.58,339.65,444.76,280.6,322.46,1696.739990234375,874.3300170898438,180.96856689453125,102.63510131835938,1251.2900390625,108.98604583740234,90.23526763916016,20.75,112.83999633789062,24.678600311279297
2015-06-05,,,,,,,,180.6585693359375,102.39156341552734,1261.010009765625,108.54191589355469,89.77838897705078,20.8799991607666,112.23999786376953,25.219100952148438
2015-06-07,328.93,337.66,443.27,280.52,322.47,1703.3199462890625,869.4199829101562,,,,,,,,
2015-06-08,330.23,339.51,445.76,280.53,322.5,1707.3800048828125,867.510009765625,179.547607421875,101.35171508789062,1253.699951171875,108.71952056884766,89.71647644042969,20.81999969482422,112.56999969482422,24.827299118041992
2015-06-09,328.91,338.01,443.84,280.43,322.45,1691.56005859375,854.3599853515625,179.521728515625,101.18306732177734,1249.6600341796875,108.50634765625,89.31382751464844,21.25,112.81999969482422,25.562000274658203
2015-06-10,328.12,337.37,443.16,280.37,322.43,1686.02001953125,844.72998046875,181.67481994628906,102.56952667236328,1266.9300537109375,108.30200958251953,89.07376098632812,21.489999771118164,113.77999877929688,26.059999465942383
2015-06-11,328.8,337.86,443.5,280.4,322.41,1697.1300048828125,847.9199829101562,182.26043701171875,102.71942901611328,1268.9200439453125,108.66624450683594,89.86357116699219,21.280000686645508,113.26000213623047,25.940000534057617
2015-06-12,,,,,,,,180.86521911621094,101.87628173828125,1265.02001953125,108.62181091308594,89.70870971679688,21.040000915527344,113.2300033569336,25.628999710083008
2015-06-14,329.35,338.33,443.88,280.42,322.43,1691.6600341796875,847.9400024414062,,,,,,,,
2015-06-15,330.21,339.12,444.89,280.43,322.5,1674.050048828125,844.3400268554688,180.0901336669922,101.37042236328125,1261.0400390625,108.80840301513672,89.69322967529297,20.8700008392334,113.7300033569336,25.399999618530273
2015-06-16,330.65,339.5,445.26,280.45,322.5,1688.050048828125,853.3699951171875,181.07196044921875,101.92314147949219,1269.530029296875,108.9771499633789,89.91780090332031,20.950000762939453,113.31999969482422,25.719999313354492
2015-06-17,330.55,339.15,444.6,280.55,322.49,1688.1199951171875,864.5499877929688,181.36474609375,102.20418548583984,1268.3299560546875,109.17254638671875,89.91004943847656,20.959999084472656,113.8499984741211,25.649999618530273
2015-06-18,331.12,339.64,445.17,280.53,322.59,1684.9000244140625,866.6500244140625,183.2508087158203,103.69369506835938,1284.6800537109375,109.15483093261719,89.74742889404297,20.979999542236328,115.31999969482422,25.729999542236328
2015-06-19,,,,,,,,182.43734741210938,103.1810073852539,1284.6600341796875,109.43017578125,90.22752380371094,20.719999313354492,115.12000274658203,25.412200927734375
2015-06-21,331.63,340.21,445.71,280.58,322.58,1703.52001953125,875.4600219726562,,,,,,,,
2015-06-22,330.05,338.26,442.71,280.55,322.48,1697.1300048828125,868.3900146484375,183.37200927734375,103.94156646728516,1292.3900146484375,109.00379180908203,89.51517486572266,20.790000915527344,113.63999938964844,25.562999725341797
2015-06-23,328.37,336.5,440.76,280.58,322.36,1689.18994140625,855.030029296875,183.50181579589844,104.02608489990234,1295.800048828125,108.87052917480469,89.31382751464844,21.100000381469727,112.88999938964844,25.950000762939453
2015-06-24,327.77,335.97,440.32,280.61,322.39,1682.3199462890625,848.3200073242188,182.16909790039062,103.49087524414062,1283.9200439453125,109.03043365478516,89.56156921386719,20.8700008392334,112.58999633789062,25.505699157714844
2015-06-25,327.41,335.53,439.79,280.71,322.35,1671.3299560546875,859.9299926757812,181.615234375,103.2843017578125,1283.280029296875,108.84391784667969,89.41444396972656,20.81999969482422,112.44000244140625,25.34000015258789
2015-06-26,,,,,,,,181.58059692382812,102.59888458251953,1279.800048828125,108.66624450683594,89.00407409667969,20.90999984741211,112.55999755859375,25.253000259399414
2015-06-28,326.42,335.13,440.05,280.67,322.35,1641.52001953125,836.510009765625,,,,,,,,
2015-06-29,326.12,334.89,439.93,280.58,322.35,1641.4300537109375,831.1599731445312,177.77281188964844,100.1763687133789,1246.75,109.29692077636719,89.77838897705078,20.709999084472656,113.06999969482422,24.71470069885254
2015-06-30,327.12,335.84,440.47,280.56,322.4,1648.800048828125,834.6799926757812,178.1449432373047,100.53319549560547,1253.949951171875,109.22588348388672,89.60807800292969,21.110000610351562,112.37000274658203,25.191999435424805
2015-07-01,327.25,335.44,440.09,280.62,322.38,1673.68994140625,846.2999877929688,179.57284545898438,101.33128356933594,1256.4000244140625,108.92799377441406,89.32069396972656,20.770000457763672,111.9800033569336,24.185400009155273
2015-07-02,327.71,335.71,441.07,280.62,322.38,1663.9000244140625,840.25,179.40841674804688,101.35944366455078,1248.260009765625,109.2481460571289,89.66243743896484,20.75,111.76000213623047,24.25
2015-07-05,327.99,335.92,441.46,280.59,322.35,1653.2099609375,841.030029296875,,,,,,,,
2015-07-06,328.44,336.32,442.02,280.61,322.4,1658.6400146484375,835.219970703125,178.89779663085938,101.12471771240234,1246.9599609375,109.62158966064453,90.0196304321289,19.84000015258789,112.05999755859375,22.26729965209961
2015-07-07,330.25,338.63,445.09,280.65,322.44,1655.68994140625,837.760009765625,180.02285766601562,101.37824249267578,1248.050048828125,109.74612426757812,90.39239501953125,19.799999237060547,110.76000213623047,22.09000015258789
2015-07-08,329.51,337.67,443.91,280.61,322.43,1641.050048828125,829.2000122070312,177.0025634765625,99.61299896240234,1228.9599609375,109.93287658691406,90.51663970947266,19.690000534057617,111.08999633789062,21.8700008392334
2015-07-09,329.1,337.16,443.78,280.61,322.48,1658.06005859375,834.8400268554688,177.32275390625,99.55667877197266,1234.1500244140625,109.56824493408203,89.91866302490234,19.979999542236328,111.36000061035156,22.451000213623047
2015-07-10,,,,,,,,179.55552673339844,101.07778930664062,1252.02001953125,109.19470977783203,89.34407043457031,19.989999771118164,111.48999786376953,22.520000457763672
2015-07-12,328.35,336.2,442.67,280.64,322.46,1661.260009765625,839.489990234375,,,,,,,,
2015-07-13,327.75,335.39,441.59,280.69,322.45,1680.989990234375,847.6599731445312,181.5373077392578,102.8523941040039,1265.3499755859375,108.99018859863281,89.14990997314453,19.8799991607666,110.98999786376953,22.559999465942383
2015-07-14,328.43,336.09,442.57,280.68,322.46,1681.4100341796875,846.9000244140625,182.32479858398438,103.5284423828125,1273.3299560546875,109.19470977783203,89.2275161743164,19.920000076293945,110.73999786376953,22.570999145507812
2015-07-15,329.6,337.29,443.82,280.7,322.47,1685.4100341796875,848.9400024414062,182.26422119140625,103.64110565185547,1264.52001953125,109.40819549560547,89.46053314208984,19.579999923706055,110.16000366210938,21.969999313354492
2015-07-16,330.07,337.63,443.7,280.72,322.49,1694.0699462890625,862.4500122070312,183.7268524169922,105.10586547851562,1272.8299560546875,109.31033325195312,89.60025787353516,19.510000228881836,109.76000213623047,21.899999618530273
2015-07-17,,,,,,,,183.882568359375,106.65512084960938,1267.0899658203125,109.23920440673828,89.66243743896484,19.459999084472656,108.6500015258789,21.68000030517578
2015-07-19,330.66,338.08,444.27,280.75,322.47,1705.9300537109375,870.6500244140625,,,,,,,,
2015-07-20,331.05,338.56,444.76,280.78,322.49,1712.3699951171875,880.4000244140625,183.97779846191406,107.02131652832031,1260.219970703125,109.07025146484375,89.45272064208984,19.190000534057617,105.69999694824219,21.39780044555664
2015-07-21,331.16,338.65,444.59,280.7,322.52,1710.9000244140625,874.6400146484375,183.25079345703125,106.95559692382812,1254.5699462890625,109.23031616210938,89.63908386230469,19.280000686645508,105.37000274658203,21.541000366210938
2015-07-22,330.9,338.49,444.61,280.65,322.51,1701.18994140625,863.5900268554688,182.92201232910156,105.74435424804688,1258.3499755859375,109.221435546875,89.75559997558594,18.950000762939453,104.80000305175781,21.409900665283203
2015-07-23,331.03,338.65,444.75,280.62,322.53,1702.050048828125,863.9400024414062,181.89215087890625,105.34998321533203,1244.969970703125,109.43485260009766,90.0196304321289,18.790000915527344,104.33000183105469,20.819000244140625
2015-07-24,,,,,,,,180.00555419921875,104.31714630126953,1225.989990234375,109.49710083007812,89.98081970214844,18.600000381469727,105.3499984741211,20.50040054321289
2015-07-27,331.8,339.76,446.59,280.64,322.53,1697.9200439453125,862.1300048828125,178.95838928222656,103.4533462524414,1214.6099853515625,109.76386260986328,89.98859405517578,18.200000762939453,104.86000061035156,20.170000076293945
2015-07-28,331.16,339.06,446.1,280.7,322.51,1710.3199462890625,865.75,181.1565399169922,104.34530639648438,1224.5999755859375,109.66606903076172,89.91866302490234,18.3799991607666,105.0199966430664,20.36400032043457
2015-07-29,330.22,337.99,445.14,280.69,322.53,1717.719970703125,866.5399780273438,182.40277099609375,104.73968505859375,1229.5999755859375,109.54154205322266,89.84103393554688,18.489999771118164,105.16999816894531,20.892000198364258
2015-07-30,330.45,338.3,445.53,280.69,322.58,1712.6099853515625,865.280029296875,182.44601440429688,105.23731994628906,1232.0699462890625,109.54154205322266,89.88762664794922,18.43000030517578,104.2699966430664,20.608600616455078
2015-07-31,,,,,,,,182.16909790039062,105.1152572631836,1238.6800537109375,109.95951080322266,90.3535385131836,18.1200008392334,104.93000030517578,20.040000915527344
2015-08-02,331.02,338.9,446.46,280.74,322.55,1714.5899658203125,867.0800170898438,,,,,,,,
2015-08-03,331.14,338.98,446.59,280.77,322.58,1718.0699462890625,870.4600219726562,181.55459594726562,104.78662872314453,1231.7900390625,110.04410552978516,90.5638198852539,17.719999313354492,104.0999984741211,19.3700008392334
2015-08-04,330.57,338.21,445.75,280.8,322.57,1711.9200439453125,866.219970703125,181.19981384277344,104.58946228027344,1228.8499755859375,109.63455963134766,90.10437774658203,17.860000610351562,104.30999755859375,19.66469955444336
2015-08-05,329.43,336.76,443.68,280.8,322.57,1723.56005859375,872.9400024414062,181.79696655273438,105.3969497680664,1231.75,109.42981719970703,89.75389862060547,17.760000228881836,103.93000030517578,19.234399795532227
2015-08-06,329.51,336.86,444.09,280.85,322.55,1716.6500244140625,872.010009765625,180.3084259033203,103.70681762695312,1215.8499755859375,109.59001159667969,89.92520904541016,17.690000534057617,104.38999938964844,19.170000076293945
2015-08-07,,,,,,,,179.96224975585938,103.57536315917969,1206.9000244140625,109.7770004272461,90.23676300048828,17.549999237060547,104.6500015258789,18.8799991607666
2015-08-09,329.56,336.87,444.94,280.84,322.56,1712.530029296875,868.2000122070312,,,,,,,,
2015-08-10,329.4,336.58,445.24,280.87,322.59,1722.800048828125,884.1799926757812,182.22967529296875,104.7584457397461,1222.6700439453125,109.62564849853516,89.87850189208984,17.950000762939453,105.72000122070312,19.23900032043457
2015-08-11,329.98,337.29,446.07,280.89,322.62,1711.9000244140625,888.9400024414062,180.5853729248047,103.41574096679688,1211.1400146484375,110.02629089355469,90.2523422241211,17.68000030517578,106.26000213623047,18.799999237060547
2015-08-12,330.7,338.35,447.33,280.89,322.67,1700.3800048828125,886.5999755859375,180.80172729492188,103.77255249023438,1208.97998046875,110.0797119140625,90.11213684082031,17.670000076293945,107.75,19.0
2015-08-13,330.83,338.29,446.93,280.89,322.67,1711.6600341796875,894.5900268554688,180.57669067382812,103.60355377197266,1204.739990234375,109.81258392333984,89.80065155029297,17.520000457763672,106.86000061035156,18.639999389648438
2015-08-14,,,,,,,,181.23440551757812,103.76316833496094,1212.68994140625,109.71468353271484,89.88628387451172,17.40999984741211,106.8499984741211,18.609100341796875
2015-08-16,330.9,338.28,447.19,280.85,322.69,1719.0899658203125,906.0499877929688,,,,,,,,
2015-08-17,331.21,338.66,447.84,280.85,322.69,1717.0,910.25,182.2469482421875,104.62699127197266,1225.0899658203125,109.88382720947266,90.17442321777344,17.350000381469727,107.12999725341797,18.559099197387695
2015-08-18,331.5,338.91,447.67,280.83,322.7,1720.280029296875,915.719970703125,181.71902465820312,104.09180450439453,1214.8900146484375,109.81258392333984,89.83177185058594,17.309999465942383,107.11000061035156,18.41200065612793
2015-08-19,331.27,338.76,447.69,280.78,322.69,1708.7099609375,907.1900024414062,180.282470703125,103.40635681152344,1202.97998046875,110.21327209472656,90.26789855957031,16.950000762939453,108.55000305175781,17.624000549316406
2015-08-20,331.74,339.81,448.98,280.82,322.7,1695.1099853515625,886.3099975585938,176.5179443359375,100.54258728027344,1172.52001953125,110.2756118774414,90.32240295410156,16.90999984741211,110.44000244140625,19.389999389648438
2015-08-21,,,,,,,,171.2042999267578,96.1482925415039,1156.7900390625,110.5337905883789,90.34574890136719,16.649999618530273,111.12999725341797,17.149999618530273
2015-08-23,331.19,340.23,449.71,280.53,322.74,1625.969970703125,848.47998046875,,,,,,,,
2015-08-24,330.33,340.38,450.02,280.49,322.67,1568.6800537109375,803.6199951171875,163.9954376220703,92.44884490966797,1111.68994140625,110.8008804321289,90.09656524658203,16.110000610351562,110.52999877929688,16.280000686645508
2015-08-25,330.58,340.03,449.54,280.49,322.67,1609.1600341796875,838.760009765625,162.06556701660156,92.10143280029297,1104.0999755859375,110.47148895263672,89.6370849609375,16.15999984741211,109.16000366210938,16.65999984741211
2015-08-26,330.82,340.32,449.25,280.47,322.82,1591.18994140625,842.72998046875,168.28782653808594,96.73983001708984,1132.18994140625,110.18653106689453,89.58258056640625,16.149999618530273,107.66999816894531,16.70989990234375
2015-08-27,331.57,340.89,449.1,280.49,322.79,1596.56005859375,850.8200073242188,172.45050048828125,99.19048309326172,1153.6099853515625,110.15983581542969,89.66822052001953,16.90999984741211,107.7300033569336,18.2544002532959
2015-08-28,,,,,,,,172.45916748046875,99.17174530029297,1162.9100341796875,110.0886001586914,89.83177185058594,17.520000457763672,108.69999694824219,19.31920051574707
2015-08-30,331.9,340.71,447.96,280.51,322.75,1605.0899658203125,861.3599853515625,,,,,,,,
2015-08-31,331.74,341.0,449.09,280.55,322.73,1578.47998046875,850.3099975585938,171.0657958984375,97.94169616699219,1159.449951171875,109.91053009033203,89.60592651367188,18.170000076293945,108.81999969482422,20.61989974975586
2015-09-01,331.53,340.85,449.02,280.61,322.74,1563.06005859375,839.1300048828125,165.9599151611328,94.8807144165039,1128.050048828125,110.16461944580078,90.14876556396484,17.31999969482422,109.19999694824219,19.610000610351562
2015-09-02,331.0,340.08,448.59,280.54,322.74,1592.3299560546875,846.5,169.1100311279297,97.55672454833984,1146.030029296875,110.11113739013672,90.01598358154297,17.56999969482422,108.62000274658203,18.770000457763672
2015-09-03,330.79,339.68,448.22,280.48,322.78,1606.260009765625,841.1900024414062,169.2311553955078,97.0778579711914,1145.1500244140625,110.26264953613281,90.44559478759766,17.700000762939453,107.83999633789062,19.5851993560791
2015-09-04,,,,,,,,166.66958618164062,95.92295837402344,1136.1700439453125,110.3517837524414,90.64862823486328,17.459999084472656,107.48999786376953,19.298500061035156
2015-09-06,330.4,339.3,447.63,280.47,322.79,1608.489990234375,835.52001953125,,,,,,,,
2015-09-07,330.34,339.09,447.47,280.46,322.79,1602.530029296875,835.0399780273438,,,,,,,,
2015-09-08,329.82,338.36,446.57,280.5,322.77,1608.0400390625,851.52001953125,170.85813903808594,98.62711334228516,1161.760009765625,110.10221099853516,90.22684478759766,17.520000457763672,107.5199966430664,19.399900436401367
2015-09-09,329.05,337.37,445.28,280.5,322.76,1598.1600341796875,855.8200073242188,168.5734405517578,97.51915740966797,1148.22998046875,110.15567779541016,90.42213439941406,17.190000534057617,106.12999725341797,18.75
2015-09-10,329.06,337.53,445.81,280.58,322.73,1593.6700439453125,859.4299926757812,169.4907684326172,98.58015441894531,1153.030029296875,110.08440399169922,90.24249267578125,17.420000076293945,106.37999725341797,18.790000915527344
2015-09-11,,,,,,,,170.26100158691406,99.124755859375,1157.7900390625,110.25372314453125,90.30493927001953,17.31999969482422,106.16000366210938,18.735300064086914
2015-09-14,,,,,,,,169.62925720214844,98.82431030273438,1153.5,110.3161392211914,90.29717254638672,17.09000015258789,106.22000122070312,18.5
2015-09-15,,,,,,,,171.74954223632812,99.98859405517578,1166.0,109.83478546142578,89.6176528930664,17.149999618530273,105.9000015258789,18.540000915527344
2015-09-16,327.97,336.33,445.2,280.55,322.74,1595.260009765625,846.3200073242188,173.23800659179688,100.55196380615234,1175.199951171875,109.81694030761719,89.78166961669922,17.5,107.30999755859375,19.551599502563477
2015-09-17,327.92,336.16,445.06,280.55,322.76,1594.8299560546875,841.6699829101562,172.8485870361328,100.58952331542969,1180.68994140625,110.4320068359375,90.52365112304688,17.389999389648438,108.41000366210938,19.42620086669922
2015-09-18,,,,,,,,170.0239715576172,99.15885162353516,1163.3499755859375,110.66375732421875,90.79705810546875,17.0,109.20999908447266,18.920000076293945
2015-09-20,329.71,338.56,448.6,280.54,322.78,1570.9200439453125,834.4299926757812,,,,,,,,
2015-09-21,330.41,339.37,448.91,280.53,322.8,1579.3399658203125,839.4299926757812,170.90255737304688,99.46947479248047,1161.0899658203125,110.3785171508789,90.33621978759766,17.270000457763672,108.52999877929688,19.351999282836914
2015-09-22,,,,,,,,168.684326171875,97.98230743408203,1143.030029296875,110.66375732421875,90.72673034667969,17.18000030517578,107.79000091552734,19.1742000579834
2015-09-23,,,,,,,,168.41465759277344,98.05762481689453,1140.050048828125,110.58357238769531,90.67208099365234,16.969999313354492,108.22000122070312,18.6200008392334
2015-09-24,330.97,340.19,450.14,280.54,322.79,1524.0799560546875,814.0800170898438,167.8057098388672,97.6999740600586,1137.5400390625,110.69051361083984,90.68769073486328,17.06999969482422,110.48999786376953,18.613100051879883
2015-09-25,,,,,,,,167.76222229003906,96.87166595458984,1122.7900390625,110.56571197509766,90.41434478759766,17.18000030517578,109.80999755859375,18.850000381469727
2015-09-28,,,,,,,,163.55181884765625,94.11383819580078,1090.5699462890625,110.84202575683594,90.5705337524414,16.899999618530273,108.41999816894531,18.469200134277344
2015-09-29,330.25,339.49,449.58,280.54,322.78,1490.0799560546875,803.4400024414062,163.6475372314453,93.6243896484375,1083.9100341796875,111.02921295166016,90.68769073486328,17.030000686645508,107.9800033569336,18.618999481201172
2015-09-30,329.86,338.98,449.23,280.54,322.75,1490.97998046875,795.4299926757812,166.700927734375,95.77983856201172,1100.68994140625,111.10942077636719,90.67208099365234,17.079999923706055,106.86000061035156,18.65999984741211
2015-10-01,329.94,338.96,449.27,280.65,322.78,1488.5400390625,797.239990234375,167.13589477539062,96.21280670166016,1097.550048828125,111.12996673583984,90.65168762207031,16.969999313354492,106.7300033569336,18.46500015258789
2015-10-02,,,,,,,,169.6325225830078,97.89756774902344,1114.1199951171875,111.52262115478516,91.05121612548828,17.049999237060547,108.98999786376953,18.84000015258789
2015-10-05,,,,,,,,172.6510772705078,99.30003356933594,1141.6400146484375,111.24602508544922,90.80835723876953,17.280000686645508,108.7699966430664,19.12820053100586
2015-10-06,330.1,339.12,449.84,280.6,322.8,1513.469970703125,814.3800048828125,172.05955505371094,98.82942199707031,1133.68994140625,111.33522033691406,90.98853302001953,17.790000915527344,109.86000061035156,20.020000457763672
2015-10-07,330.64,339.66,450.41,280.56,322.8,1534.8599853515625,826.1199951171875,173.46884155273438,99.42237854003906,1152.5999755859375,111.1478271484375,91.3096694946289,17.690000534057617,109.69999694824219,19.796100616455078
2015-10-08,331.08,340.17,450.59,280.53,322.8,1519.719970703125,818.7100219726562,175.03463745117188,99.81771087646484,1163.239990234375,110.9961166381836,90.9493408203125,17.920000076293945,109.13999938964844,20.475400924682617
2015-10-09,,,,,,,,175.1390838623047,100.26950073242188,1165.3599853515625,110.95153045654297,90.98853302001953,17.90999984741211,110.87000274658203,20.466999053955078
2015-10-11,330.92,339.86,450.06,280.53,322.78,1517.260009765625,817.719970703125,,,,,,,,
2015-10-12,331.3,340.26,449.92,280.53,322.76,1514.3499755859375,821.97998046875,175.30433654785156,100.51422119140625,1164.4000244140625,111.16567993164062,91.3566665649414,17.459999084472656,111.30999755859375,19.65999984741211
2015-10-13,331.4,340.54,449.86,280.51,322.79,1497.199951171875,810.8599853515625,174.19956970214844,99.86477661132812,1147.8399658203125,111.2370834350586,91.28619384765625,17.299999237060547,111.86000061035156,19.39579963684082
2015-10-14,331.98,341.37,451.11,280.54,322.75,1510.3699951171875,811.0999755859375,173.3643798828125,99.70480346679688,1136.969970703125,111.65648651123047,91.64647674560547,17.31999969482422,113.80999755859375,19.419099807739258
