,601,602,700,701,702,TA35.TA,TA90.TA,SPY,QQQ,^RUT,IEI,LQD,GSG,GLD,OIL
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2013-08-12,304.86,309.04,397.49,275.43,315.09,1206.8599853515625,827.010009765625,140.76112365722656,70.14370727539062,1053.6700439453125,105.15745544433594,82.74822998046875,32.720001220703125,129.1300048828125,42.77399826049805
2013-08-13,304.67,308.82,397.26,275.41,315.02,1211.719970703125,838.8099975585938,141.17727661132812,70.5370864868164,1051.989990234375,104.72284698486328,82.1598129272461,32.75,127.73999786376953,43.109500885009766
2013-08-14,304.43,308.53,396.84,275.51,315.02,1212.5799560546875,840.0399780273438,140.45310974121094,70.27178192138672,1047.800048828125,104.74029541015625,82.02184295654297,32.900001525878906,129.0,43.08100128173828
2013-08-15,303.95,308.01,395.97,275.58,315.04,1204.8900146484375,835.2999877929688,138.4887237548828,69.08242797851562,1027.6099853515625,104.52301025390625,81.44066619873047,33.06999969482422,131.69000244140625,43.464900970458984
2013-08-16,,,,,,,,138.0309600830078,69.05496215820312,1024.300048828125,104.3318099975586,81.03386688232422,33.25,132.5800018310547,43.68410110473633
2013-08-18,303.48,307.39,395.07,275.71,315.07,1207.239990234375,838.47998046875,,,,,,,,
2013-08-19,303.03,306.78,393.99,275.83,314.96,1208.8399658203125,839.030029296875,137.14862060546875,68.93603515625,1013.25,104.1754150390625,80.59072875976562,33.130001068115234,132.00999450683594,43.49850082397461
2013-08-20,303.14,306.93,394.1,275.92,314.93,1207.81005859375,836.8200073242188,137.8228759765625,69.23796081542969,1028.5699462890625,104.42739868164062,81.08470916748047,32.939998626708984,132.4499969482422,43.02000045776367
2013-08-21,302.75,306.4,393.23,275.97,314.9,1203.219970703125,839.6199951171875,136.97389221191406,69.00009155273438,1021.5800170898438,104.0536880493164,80.59793853759766,32.79999923706055,132.07000732421875,42.537200927734375
2013-08-22,302.36,305.89,392.45,276.0,314.85,1201.280029296875,838.02001953125,138.22239685058594,69.6771011352539,1036.199951171875,103.87117767333984,80.96847534179688,32.849998474121094,132.80999755859375,42.885101318359375
2013-08-23,,,,,,,,138.6884765625,70.14370727539062,1038.239990234375,104.0884780883789,81.51326751708984,33.13999938964844,134.89999389648438,43.411598205566406
2013-08-25,303.11,306.73,393.62,276.21,315.01,1198.56005859375,841.3099975585938,,,,,,,,
2013-08-26,302.98,306.77,393.85,276.16,315.01,1184.3900146484375,826.969970703125,138.1724395751953,70.1802749633789,1038.469970703125,104.27098846435547,81.68038177490234,33.290000915527344,135.4499969482422,43.25510025024414
2013-08-27,301.98,306.19,393.17,275.72,314.94,1156.18994140625,813.5800170898438,135.9500732421875,68.74394226074219,1013.489990234375,104.52301025390625,82.02912139892578,33.709999084472656,136.75,44.391998291015625
2013-08-28,301.44,305.7,392.5,275.55,314.91,1164.68994140625,825.3499755859375,136.43276977539062,69.00920867919922,1016.5,104.31444549560547,82.0436019897461,34.04999923706055,136.7100067138672,44.53120040893555
2013-08-29,301.76,305.85,393.08,275.57,314.93,1178.4100341796875,833.8800048828125,136.6492462158203,69.49413299560547,1026.93994140625,104.36656188964844,82.12348175048828,33.650001525878906,135.8699951171875,43.890098571777344
2013-08-30,,,,,,,,136.21636962890625,69.04583740234375,1010.9000244140625,104.253662109375,82.12348175048828,33.54999923706055,134.6199951171875,43.91999816894531
2013-09-01,302.57,306.45,393.92,275.5,314.98,1185.1099853515625,833.1799926757812,,,,,,,,
2013-09-02,302.45,306.2,393.47,275.84,315.01,1190.0999755859375,839.0900268554688,,,,,,,,
2013-09-03,301.96,305.58,392.54,275.79,315.0,1179.72998046875,831.8400268554688,136.8323211669922,69.43923950195312,1016.260009765625,104.03620147705078,81.79991912841797,34.18000030517578,136.4199981689453,44.19599914550781
2013-09-04,,,,,,,,137.96435546875,70.1802749633789,1025.5799560546875,103.7579345703125,81.50111389160156,33.650001525878906,134.66000366210938,43.75709915161133
2013-09-05,,,,,,,,138.13914489746094,70.29920196533203,1028.68994140625,103.29700469970703,80.83060455322266,33.63999938964844,132.1999969482422,44.146400451660156
2013-09-06,,,,,,,,138.2057342529297,70.38157653808594,1029.550048828125,103.697021484375,80.94722747802734,33.88999938964844,134.14999389648438,44.81800079345703
2013-09-08,301.37,305.11,391.87,275.68,315.04,1165.4200439453125,818.1400146484375,,,,,,,,
2013-09-09,301.77,305.49,392.48,275.53,315.05,1179.8399658203125,826.9500122070312,139.52920532226562,71.20494842529297,1046.0799560546875,103.88839721679688,81.1585693359375,33.63999938964844,133.91000366210938,44.34590148925781
2013-09-10,302.17,305.82,392.86,275.67,315.1,1198.43994140625,839.0,140.56130981445312,71.55258178710938,1055.719970703125,103.6448745727539,80.80148315429688,33.189998626708984,131.74000549316406,43.45000076293945
2013-09-11,302.88,306.54,393.91,275.73,315.1,1200.4300537109375,839.9099731445312,141.00247192382812,71.41535186767578,1055.3399658203125,103.94052124023438,81.180419921875,33.25,131.6999969482422,43.720001220703125
2013-09-12,303.24,306.75,394.03,275.75,315.13,1202.81005859375,827.9199829101562,140.62789916992188,71.36961364746094,1048.47998046875,103.92313385009766,81.12215423583984,33.58000183105469,127.66999816894531,44.06159973144531
2013-09-13,,,,,,,,140.9442138671875,71.41535186767578,1053.97998046875,104.00141906738281,81.17313385009766,33.59000015258789,127.81999969482422,44.09000015258789
2013-09-15,303.54,306.83,394.07,275.79,315.15,1225.800048828125,837.8499755859375,,,,,,,,
2013-09-16,304.06,307.49,395.33,275.86,315.24,1230.3699951171875,841.4500122070312,141.7599334716797,71.22325134277344,1056.25,104.27099609375,81.26792907714844,33.060001373291016,126.44999694824219,43.55550003051758
2013-09-17,303.71,307.03,394.63,275.8,315.23,1240.0799560546875,845.719970703125,142.39256286621094,71.698974609375,1066.3900146484375,104.38406372070312,81.48653411865234,32.56999969482422,126.5,43.08599853515625
2013-09-18,,,,,,,,144.0406036376953,72.55894470214844,1076.969970703125,105.12322998046875,82.68174743652344,33.31999969482422,132.00999450683594,44.00859832763672
2013-09-19,,,,,,,,143.7992401123047,72.73279571533203,1075.27001953125,104.94935607910156,82.15699005126953,32.970001220703125,131.75,43.900001525878906
2013-09-20,,,,,,,,142.7938690185547,72.48320007324219,1072.8299560546875,104.94064331054688,82.22990417480469,32.849998474121094,127.95999908447266,43.1890983581543
2013-09-22,304.75,308.26,396.51,275.79,315.36,1252.97998046875,841.9299926757812,,,,,,,,
2013-09-23,305.29,308.86,397.31,275.98,315.5,1261.5400390625,848.739990234375,142.13307189941406,72.33638000488281,1072.1300048828125,105.10588073730469,82.71818542480469,32.369998931884766,127.55000305175781,42.7400016784668
2013-09-24,305.93,309.44,397.81,276.29,315.75,1256.3599853515625,852.780029296875,141.7985076904297,72.33638000488281,1074.6800537109375,105.24504089355469,82.92955017089844,32.41999816894531,127.66000366210938,42.680999755859375
2013-09-25,,,,,,,,141.388671875,72.08860778808594,1073.510009765625,105.40151977539062,83.18463134765625,32.36000061035156,128.7899932861328,42.5
2013-09-26,,,,,,,,141.9323272705078,72.64835357666016,1078.4100341796875,105.30585479736328,82.98056030273438,32.560001373291016,127.79000091552734,42.84000015258789
2013-09-27,,,,,,,,141.27987670898438,72.55661010742188,1074.18994140625,105.44503021240234,82.91495513916016,32.40999984741211,128.97000122070312,42.65999984741211
2013-09-29,306.24,309.72,398.31,276.29,315.83,1270.9300537109375,862.6400146484375,,,,,,,,
2013-09-30,305.92,309.31,397.82,276.48,315.88,1264.97998046875,859.760009765625,140.5271759033203,72.3822250366211,1073.7900390625,105.51457977294922,82.73277282714844,32.380001068115234,128.17999267578125,42.65999984741211
2013-10-01,305.63,308.93,397.6,276.42,315.91,1274.780029296875,863.9099731445312,141.6396026611328,73.1163558959961,1087.4300537109375,105.34489440917969,82.64939880371094,31.8799991607666,124.58999633789062,42.40999984741211
2013-10-02,305.97,309.33,398.22,276.55,315.91,1271.969970703125,862.7899780273438,141.50572204589844,73.08880615234375,1082.550048828125,105.5102767944336,82.8980484008789,32.36000061035156,127.05999755859375,43.18000030517578
2013-10-03,306.21,309.61,398.39,276.71,315.95,1257.6400146484375,851.0900268554688,140.20089721679688,72.23543548583984,1070.9000244140625,105.5972671508789,82.94190216064453,32.27000045776367,127.18000030517578,42.959999084472656
2013-10-04,,,,,,,,141.26321411132812,72.85940551757812,1078.25,105.41448211669922,82.86146545410156,32.400001525878906,126.52999877929688,43.189998626708984
2013-10-06,306.57,309.93,398.76,276.69,315.98,1275.300048828125,861.3200073242188,,,,,,,,
2013-10-07,306.55,309.92,398.71,276.74,315.98,1280.5899658203125,862.6300048828125,140.04208374023438,72.25377655029297,1065.7900390625,105.44933319091797,83.00770568847656,32.599998474121094,127.63999938964844,43.09000015258789
