,Returns,Volatility,Sharpe Ratio,601 Weight,602 Weight,700 Weight,701 Weight,702 Weight,TA35.TA Weight,TA90.TA Weight,SPY Weight,QQQ Weight,^RUT Weight,IEI Weight,LQD Weight
11,2.342756390250961,2.5603847679431833,0.915001690208051,0.11077684188153177,0.17691816429526838,0.1121049786253326,0.1334751485792864,0.12305827195621657,0.04364944096638479,0.006765100947825423,0.051092495447563904,0.02660425755000358,0.019659125008182378,0.17384018518229355,0.02205598956011059
12,2.3747326674103366,2.779036547776548,0.8545165299500336,0.05331989905660405,0.1533868862319106,0.12786400608885995,0.16043368030589542,0.12340809327101647,0.031146951455763204,0.009475225881463063,0.0011019320821118424,0.053554774488623204,0.020762791641836715,0.11336132109112364,0.1521844384047919
13,2.63578818297201,2.8462601492893356,0.9260531521091362,0.14561293080330673,0.14979025089181805,0.0022304814413425414,0.12645336229000712,0.1704258916281156,0.019118970294053548,0.022462241002644996,0.02151949134439027,0.06070909644966367,0.007948049533077595,0.14580819124635208,0.1279210430752278
14,2.171507091515388,2.825112100854191,0.7686445755050988,0.14227472894450918,0.1881262162670511,0.01028239304784027,0.09005950776325994,0.228051733774897,6.606051907562199e-06,0.025094527811423947,0.017415625281519388,0.018326005447324246,0.04410233606941806,0.06609842698198082,0.1701618925588685
15,2.3187638277305362,3.0527379987192913,0.7595685672020732,0.18037338521012652,0.11198424365945411,0.10340791245252948,0.07651989489663788,0.1412030022346968,0.01612796067646669,0.007734368249245005,0.05828504816733632,0.00019021860458004396,0.05512255282466998,0.12829738449777195,0.12075402852648515
16,2.6972846040047864,3.158235129259759,0.8540480659642932,0.09552818597077073,0.18318026982874025,0.10548284088694249,0.038566927975187085,0.1326985208832104,0.01694767209642391,0.03540182317881612,0.02431576993224095,0.04706586993138687,0.009028628662335827,0.13535819790708953,0.17642529274685584
17,2.1356095876983434,2.444454661091099,0.8736548162219131,0.0756535584531026,0.1690251306671891,0.15398639113853882,0.1287523342353194,0.13197706333410703,0.015008671846341588,0.01695944688059333,0.015199041736112279,0.03314395082034675,0.016054434449306834,0.13909643709719355,0.10514353934184884
18,2.03615288413563,2.3681951501855645,0.8597910032777845,0.12114818630566294,0.23971268002314902,0.012695342325045333,0.07852434458323745,0.19990294846441894,0.05409252751652397,0.03548480843116249,0.009877872184471717,0.02289092706789306,0.013240474165138707,0.19038752090183603,0.022042368031460247
19,2.3490923988868615,3.1162575537856294,0.7538184371292367,0.13345076143653092,0.034694718382134185,0.18900101458230512,0.11162764636521479,0.024452141717629838,0.038617444149359435,0.019067875715574813,0.018270145426005906,0.023257296409839916,0.023072067441634158,0.19203027534884456,0.1924586130249264
20,2.137354933766293,2.6201755557905315,0.8157296670609663,0.09057510095681356,0.13418740852796468,0.11761556218920828,0.15242657432402557,0.12510287430844327,0.024525197816353882,0.014925954251002125,0.053219040933608144,0.003999039696695832,0.026488019516774947,0.14344641626985202,0.11348881120925779
21,2.538491281608647,3.1379685814240417,0.8089600694652763,0.11026563449143473,0.16420461003807124,0.10042155038445072,0.13272946158186233,0.07558657393850615,0.0305088470426437,0.002808362013132264,0.03133910023153777,0.03702264538799332,0.030860353714584572,0.11417939565137748,0.17007346552440594
22,2.5715803265550083,2.9250405371470394,0.8791605770575812,0.2556895939691895,0.20030317738914238,0.10581699221747105,0.019436049262264315,0.09181629193153068,0.04239728073493248,0.018714476597326012,0.0302707327454052,0.03515139554195089,0.009743807290604738,0.1048266310196979,0.085833571300485
23,1.8686751231579326,2.435289192779274,0.7673319163484263,0.06157252562719188,0.026366458030871932,0.14369034763656946,0.125834688407568,0.15757761714888477,0.029600359653513937,0.026492618693224692,0.0059701943289025014,0.013880984075988444,0.03800495976803112,0.2818349550079897,0.08917429162126342
24,2.063052835132671,2.540948650915157,0.8119222851629192,0.14057048219580526,0.056781636799110705,0.15768208461902342,0.17340404392271258,0.10150008378451904,0.027798338841393367,0.00043226751268968705,0.005801117512732662,0.039093653206321216,0.0013531319440526005,0.1208863586122921,0.1746968010493474
25,2.3304492424028,2.7431590557298575,0.84954944101218,0.0526804659548843,0.1258301904471242,0.13296714027649853,0.1898059242054026,0.12918594593535124,0.008525106655149642,0.05878622345473914,0.023721226624661564,0.017281318970006555,0.03746603846373353,0.12495648634332351,0.09879393266912502
26,2.3240561642481303,3.0092954105980216,0.7722924629012353,0.14157111115638282,0.20178890598275018,0.05857946747170544,0.08617490140205007,0.16297268428559858,0.011291152947563953,0.02143066737752776,0.0607179467434787,0.006371948933645872,0.0020599493223041245,0.020308252877255326,0.22673301149973704
27,1.9850907361274217,2.384628999549883,0.8324526525938093,0.1516792250593379,0.05635104409309574,0.04867725251617859,0.21432103120014373,0.16399901327426564,0.01794285341725626,0.0707346211814266,0.01509823732226768,0.004942055918401547,0.01928305203643715,0.1646878427305511,0.07228377125063806
28,2.7058575041745985,3.0597318007073584,0.8843446682317221,0.19428280200598955,0.11859280650309909,0.1068674129558512,0.05377529431381938,0.1258895821541576,0.029154712432651594,0.013427203693737438,0.005781810864568314,0.06609418933828587,0.008221742521933039,0.11712602647188063,0.16078641674402622
29,2.435512421520784,2.93692826215924,0.8292720162426395,0.1413172190625632,0.17190904170922755,0.15853802883448115,0.05496839958942477,0.16345265638489903,0.007166489904251299,0.03645420640970726,0.037230546050523165,0.01936442960268211,0.016684876825880286,0.02927756523690777,0.16363654038945233
30,1.9539463804235928,2.495907940355928,0.7828599560226371,0.11724278375874513,0.09710622982488852,0.2226904314777241,0.10029213667389969,0.1421804815601426,0.06845065119126935,0.014157236701984958,0.000309084719429522,0.016564465820269356,0.027913609297306442,0.1222232790638463,0.07086960991049417
31,2.5697167167596904,2.9042320050509516,0.8848179870928072,0.1426143047639408,0.16349363906570008,0.03975516814942547,0.15566882569077564,0.12443050369581961,0.03583255854527815,0.006460021498434722,0.012394821707847687,0.05748459500514807,0.025816150932051453,0.11609624551270536,0.11995316543287299
32,2.1275537623937373,2.5499060376751275,0.8343655534591898,0.14247343917024247,0.09016328066992085,0.15196336342900985,0.14598977820205666,0.1303773667025641,0.047166482823626434,0.04723467450129271,0.03262860174225586,0.0031371316109479134,0.019755803656654043,0.146662933371542,0.042447144119887065
