,Portfolio_annual,Gini,Sharpe Ratio,601 Weight,602 Weight,700 Weight,701 Weight,702 Weight,TA35.TA Weight,TA90.TA Weight,SPY Weight,QQQ Weight,^RUT Weight,IEI Weight,LQD Weight,GSG Weight,GLD Weight,OIL Weight
0,3.829026030655913,4.234032013854621,0.9043450824477838,0.11368183293798409,0.10285241892945443,0.12191895846663015,0.09861878693529036,0.045728818121486894,0.009117113441213506,0.034429906100171825,0.10541916282670734,0.0653935277594505,0.03469804425867911,0.11595213819019207,0.11289327363728434,0.016381686734303902,0.001948328457035604,0.020966003204115832
1,3.234286170062761,4.243673889352202,0.7621429578219725,0.13492631305416677,0.1392671890197779,0.11549175886267418,0.04272768648229882,0.06294626730417588,0.15227984122984128,0.03585638813082211,0.017044839137132162,0.04806064181370056,0.03840686413677127,0.03820293857397335,0.12856275329132266,0.029934530233961098,0.003977452465896606,0.012314536263485193
2,3.836469716460855,4.194563284895573,0.914629117714305,0.05504490488560639,0.11824800402988164,0.15313473016859103,0.10327622374018855,0.03248473694707864,0.01710327187801511,0.05097311960622102,0.11001681194964698,0.04566227056486297,0.042993879057965076,0.12075877885178164,0.10248532515939288,0.005059549688215265,0.020429330149910878,0.02232906332264208
3,3.5104153315815845,4.2152408924280484,0.8327911550410889,0.11058625809616374,0.06795508184033855,0.11612436634283135,0.09709334256258878,0.11893290980635081,0.09074465771475301,0.05366633417947581,0.03924883529713177,0.06430995674783677,0.036531177044156746,0.043871617636159904,0.11594419075190986,0.024633452161453327,0.0018520170057437881,0.018505802813105692
4,3.868716905310743,4.241047762606414,0.9122078132251809,0.05592563722146093,0.0648987281813816,0.12066914337312042,0.10444980629169691,0.09353344873143678,0.03713306136897411,0.08453774454842133,0.025557810320878206,0.09780663486542168,0.026284259142661127,0.12717388796177356,0.11481696637168348,0.01792906475115718,0.004778510480965249,0.024505296388967403
5,2.931352556933353,3.624244467750349,0.8088175571536184,0.08486174076810576,0.15724002791089897,0.1093407672827296,0.1323758249364071,0.0741922656880196,0.036780117538021434,0.05251752210949125,0.03586222069622307,0.019695841065600506,0.07934050463559991,0.07775745586749298,0.11276452491416321,0.006196770647704208,0.0008206632136572731,0.020253752725885085
6,4.489362921067741,4.899313685199599,0.9163248588531322,0.018025051144474783,0.013436968995284418,0.13105742250873967,0.13994539836476583,0.11919440825709739,0.013501710877892587,0.013724465049389647,0.14410778987802828,0.11478894610167775,0.007734922090810829,0.11163525508409403,0.13637986845049302,0.02510387414639591,0.0007473510898572228,0.010616567960998509
7,3.6499948897746437,4.4100994449836755,0.8276445770233997,0.00322902617085919,0.13381456273224768,0.12578840247937484,0.09373451074645378,0.09491473233683033,0.034249319225430515,0.13434475290678755,0.04353931871480954,0.035274104822276324,0.04068603705887657,0.05862818133811645,0.15209546396310575,0.012361552564062324,0.006220365008456927,0.031119669932312296
8,3.484231381910874,4.222904417092718,0.82507938560201,0.16164330594275014,0.12404678673772532,0.14714894569322678,0.009488764728034681,0.026423971196644008,0.05677371285441472,0.07520789361478504,0.04739796030196175,0.02244193677963828,0.07337210067643127,0.08644209050236301,0.126400751211317,0.014485498687991413,0.01553937300421324,0.01318690806850336
9,3.998440218123278,4.112034932966592,0.9723750608408956,0.13714486339314666,0.007464227745775765,0.13277819446617847,0.0918699081556324,0.1464288075156725,0.010897893579526497,0.06802048089341405,0.03232403909453964,0.11675642356032886,0.02858569892189106,0.1489710652584507,0.03209330581613472,0.0014730289844221826,0.013265867462500167,0.03192619515238641
