,658,690,637,XLK,SHV,700,704,QQQ,IEI,LQD,GLD,127,143,603,702,712,170,OIL,701
,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,closingIndexPrice
2016-05-18,344.89,401.63,236.58,38.788787841796875,99.91645812988281,459.72,600.06,100.23966217041016,112.07457733154297,94.0739517211914,120.0999984741211,1354.08,774.98,303.1,323.31,320.74,904.16,17.12849998474121,279.86
2016-05-19,345.34,401.39,236.54,38.578617095947266,99.92549896240234,459.4,599.33,99.7188720703125,112.12835693359375,94.29611206054688,119.87000274658203,1390.85,771.72,302.6,323.28,320.96,926.53,17.09000015258789,279.85
2016-05-20,,,,39.04462814331055,99.9073486328125,,,100.8172836303711,112.22691345214844,94.359619140625,119.70999908447266,,,,,,,16.921300888061523,
2016-05-22,344.46,401.4,236.37,,,459.43,599.49,,,,,1402.59,773.89,302.86,323.25,320.43,939.65,,279.82
2016-05-23,344.18,400.97,236.44,38.971534729003906,99.91645812988281,458.85,598.03,100.6846923828125,112.2179183959961,94.359619140625,119.37000274658203,1395.77,780.88,302.96,323.23,320.05,934.32,16.909500122070312,279.81
2016-05-24,343.84,400.88,236.44,39.70253372192383,99.9073486328125,458.74,597.71,102.70164489746094,112.06564331054688,94.20089721679688,117.30000305175781,1421.55,788.23,303.01,323.22,320.0,946.89,17.1200008392334,279.8
2016-05-25,343.69,400.57,236.55,39.976654052734375,99.91645812988281,458.32,596.63,103.4402084350586,112.0297622680664,94.3675537109375,116.9800033569336,1471.45,798.24,303.04,323.22,319.9,974.69,17.415000915527344,279.8
2016-05-26,343.91,400.85,236.53,40.104576110839844,99.91645812988281,458.69,597.62,103.74323272705078,112.325439453125,94.6373291015625,116.58000183105469,1463.19,792.98,303.26,323.24,320.2,969.32,17.35059928894043,279.81
2016-05-27,,,,40.296470642089844,99.89830780029297,,,104.28295135498047,112.09249114990234,94.56592559814453,115.62000274658203,,,,,,,17.34000015258789,
2016-05-29,344.07,401.34,236.57,,,459.35,599.36,,,,,1469.85,791.84,303.42,323.21,320.3,974.33,,279.82
2016-05-30,343.73,400.96,236.58,,,458.84,597.98,,,,,1477.43,798.81,303.48,323.24,320.12,979.28,,279.79
2016-05-31,343.64,400.8,236.6,40.378700256347656,99.9073486328125,458.63,597.3,104.48179626464844,112.20001220703125,94.7325210571289,116.05999755859375,1461.95,804.12,303.61,323.24,320.2,969.32,17.5,279.78
2016-06-01,344.07,401.22,236.71,40.2781982421875,99.90828704833984,459.2,598.84,104.49127960205078,112.13721466064453,94.79936981201172,115.94000244140625,1459.41,803.24,303.87,323.25,320.35,965.36,17.15999984741211,279.76
2016-06-02,343.71,401.53,236.6,40.241641998291016,99.91737365722656,459.64,600.0,104.70906829833984,112.30764770507812,94.99031066894531,115.66999816894531,1460.41,804.66,303.77,323.25,320.33,962.65,17.304399490356445,279.73
2016-06-03,,,,40.15026092529297,99.91737365722656,,,104.21666717529297,112.97145080566406,95.75418853759766,118.87999725341797,,,,,,,17.006200790405273,
2016-06-05,344.3,402.26,236.59,,,460.61,602.34,,,,,1470.88,804.02,304.17,323.3,320.43,966.59,,279.77
2016-06-06,343.44,401.95,236.6,40.22337341308594,99.93544006347656,460.18,601.21,104.595458984375,112.83692932128906,95.52348327636719,118.91999816894531,1467.88,803.11,304.3,323.31,320.4,964.8,17.46500015258789,279.78
2016-06-07,344.23,402.22,236.64,40.387847900390625,99.94451904296875,460.54,602.08,104.33031463623047,112.95346069335938,95.66668701171875,118.81999969482422,1463.96,801.65,304.59,323.31,320.65,962.25,17.780000686645508,279.8
2016-06-08,344.99,402.48,236.76,40.470088958740234,99.94451904296875,460.89,602.9,104.51022338867188,112.97145080566406,95.98494720458984,120.58000183105469,1469.8,797.1,304.84,323.33,320.78,964.65,18.05699920654297,279.81
2016-06-09,345.65,402.89,236.85,40.47924041748047,99.94451904296875,461.44,604.13,104.33975982666016,113.0521469116211,96.12023162841797,121.25,1462.16,795.87,305.03,323.38,320.88,957.05,17.835800170898438,279.81
2016-06-10,,,,40.168540954589844,99.95358276367188,,,103.1561508178711,113.27645111083984,96.23165893554688,121.73999786376953,,,,,,,17.300100326538086,
2016-06-13,345.07,403.26,236.76,39.720802307128906,99.95358276367188,461.93,605.31,102.29442596435547,113.48273468017578,96.08840942382812,122.63999938964844,1446.29,783.96,304.8,323.37,320.8,945.19,17.38610076904297,279.83
2016-06-14,345.34,403.38,236.61,39.812191009521484,99.94451904296875,462.08,605.72,102.29442596435547,113.46482849121094,95.87357330322266,122.7699966430664,1438.47,777.04,304.47,323.38,320.5,940.31,17.114900588989258,279.86
2016-06-15,344.61,402.84,236.67,39.71166229248047,99.94451904296875,461.34,603.77,102.00090026855469,113.7697982788086,96.23165893554688,123.68000030517578,1435.62,778.92,304.42,323.38,320.6,942.06,16.75,279.92
2016-06-16,345.78,403.2,236.94,39.79391098022461,99.97167205810547,461.83,604.92,102.30393981933594,113.73393249511719,96.37483215332031,122.37999725341797,1426.26,771.9,304.95,323.43,321.62,935.03,16.316600799560547,279.92
2016-06-17,,,,39.528541564941406,99.97167205810547,,,101.10478210449219,113.62627410888672,96.08840942382812,123.94999694824219,,,,,,,16.989599227905273,
2016-06-19,345.2,402.71,237.01,,,461.16,603.22,,,,,1431.74,776.29,304.94,323.36,321.53,933.28,,279.94
2016-06-20,344.03,402.1,237.05,39.693824768066406,99.95358276367188,460.33,601.1,101.74089050292969,113.31230926513672,95.96904754638672,123.20999908447266,1457.99,783.21,304.85,323.38,321.32,948.26,17.344999313354492,279.97
2016-06-21,344.41,401.97,237.21,39.96928405761719,99.95358276367188,460.16,600.61,102.06370544433594,113.1867446899414,95.88151550292969,120.83999633789062,1475.08,783.07,304.93,323.39,321.46,963.59,17.24959945678711,279.94
2016-06-22,344.55,402.08,237.23,39.831546783447266,99.97167205810547,460.32,601.05,101.81685638427734,113.32130432128906,96.05660247802734,120.9000015258789,1511.09,787.56,305.07,323.37,321.61,989.54,17.170299530029297,279.91
2016-06-23,344.54,401.96,237.2,40.37329864501953,99.94451904296875,460.16,600.64,103.26948547363281,112.9983139038086,95.96110534667969,120.11000061035156,1513.71,790.56,305.17,323.37,321.88,997.62,17.510000228881836,279.9
2016-06-24,,,,38.8215217590332,99.99882507324219,,,99.01602935791016,113.85051727294922,96.41463470458984,126.0,,,,,,,16.696300506591797,
2016-06-26,344.87,403.61,237.03,,,462.38,606.0,,,,,1487.22,767.75,303.87,323.45,320.54,980.55,,279.9
2016-06-27,345.3,404.29,236.83,38.041053771972656,99.99882507324219,463.29,608.27,97.05072021484375,114.31697082519531,96.8204116821289,126.68000030517578,1503.97,761.48,303.79,323.5,320.3,989.66,16.200000762939453,279.91
2016-06-28,345.91,404.18,237.13,38.793983459472656,99.98075103759766,463.16,607.97,99.17745971679688,114.32595825195312,97.35354614257812,125.31999969482422,1508.47,769.8,304.47,323.49,320.67,999.31,16.774999618530273,279.89
2016-06-29,346.35,404.03,237.03,39.39081954956055,99.98075103759766,462.95,607.52,100.93387603759766,114.11064910888672,97.32173156738281,125.83999633789062,1495.77,775.52,305.19,323.45,321.45,992.58,17.280500411987305,279.9
2016-06-30,346.64,404.09,237.16,39.8223762512207,100.00788116455078,462.98,607.59,102.1016845703125,114.23625946044922,97.66386413574219,126.47000122070312,1487.28,776.86,305.73,323.5,322.11,982.58,17.09670066833496,280.08
2016-07-01,,,,39.914188385009766,100.02783203125,,,102.6143798828125,114.41045379638672,98.17530059814453,128.41000366210938,,,,,,,17.149999618530273,
2016-07-03,347.39,404.71,237.21,,,463.83,609.72,,,,,1503.36,788.13,306.57,323.55,322.81,992.52,,280.02
2016-07-04,346.92,404.52,237.19,,,463.59,609.04,,,,,1504.46,794.08,306.91,323.53,323.17,996.92,,279.97
2016-07-05,347.96,404.97,237.26,39.6203727722168,100.00970458984375,464.22,610.66,101.98775482177734,114.6439437866211,98.51042175292969,129.47000122070312,1507.72,790.39,307.24,323.53,323.48,1004.38,16.32550048828125,279.88
2016-07-06,347.51,405.12,237.18,39.89582824707031,99.98250579833984,464.42,611.17,102.82325744628906,114.59903717041016,98.6859130859375,130.22999572753906,1492.21,786.54,306.9,323.52,323.36,997.18,16.61870002746582,279.89
2016-07-07,347.63,404.7,237.29,39.89582824707031,100.00970458984375,463.84,609.65,103.12706756591797,114.57211303710938,98.70189666748047,129.74000549316406,1497.38,794.29,306.77,323.51,323.2,1005.39,16.020000457763672,279.94
2016-07-08,,,,40.52021026611328,100.00064086914062,,,104.72211456298828,114.59903717041016,99.25237274169922,130.52000427246094,,,,,,,16.02989959716797,
2016-07-10,348.29,404.96,237.34,,,464.2,610.66,,,,,1517.81,805.38,307.42,323.48,323.68,1013.46,,279.89
2016-07-11,348.51,404.64,237.35,40.75893783569336,99.98250579833984,463.77,609.62,105.32025146484375,114.20389556884766,98.9970703125,129.2899932861328,1524.25,809.91,307.83,323.48,323.8,1015.63,15.699999809265137,279.9
2016-07-12,348.17,403.93,237.37,41.08949661254883,99.99158477783203,462.81,607.15,105.85194396972656,113.90760040283203,98.4386215209961,127.1500015258789,1524.4,817.3,307.63,323.47,323.2,1015.8,16.430400848388672,279.92
2016-07-13,348.23,404.08,237.38,41.098670959472656,99.98250579833984,463.0,607.62,105.5955810546875,114.01538848876953,98.82158660888672,128.32000732421875,1522.1,814.84,307.79,323.45,323.49,1015.01,15.744000434875488,279.95
2016-07-14,348.07,403.85,237.43,41.36494445800781,99.98250579833984,462.67,606.79,106.3171615600586,113.82676696777344,98.58219909667969,127.33000183105469,1531.52,818.49,307.66,323.48,323.34,1021.85,15.989899635314941,279.99
2016-07-15,,,,41.32822799682617,99.99158477783203,,,106.14625549316406,113.61125946044922,98.20723724365234,126.83999633789062,,,,,,,16.06559944152832,
2016-07-17,347.82,403.62,237.55,,,462.37,606.12,,,,,1523.82,818.19,308.03,323.46,323.66,1018.88,,279.97
2016-07-18,347.72,403.63,237.54,41.60367965698242,99.99158477783203,462.4,606.11,106.84883117675781,113.63821411132812,98.20723724365234,127.04000091552734,1517.64,818.42,308.33,323.43,323.31,1013.42,15.864299774169922,279.96
2016-07-19,347.52,403.85,237.44,41.51185607910156,99.98250579833984,462.68,606.77,106.45956420898438,113.79985046386719,98.38275909423828,127.20999908447266,1533.41,823.42,308.84,323.43,323.86,1050.7,15.6899995803833,280.0
2016-07-20,347.35,403.69,237.36,42.05360794067383,99.98250579833984,462.48,606.3,107.70333099365234,113.6651382446289,98.350830078125,125.38999938964844,1541.89,829.73,309.04,323.44,324.23,1056.29,15.899399757385254,279.92
2016-07-21,347.2,403.34,237.33,41.83322525024414,99.99158477783203,461.99,605.04,107.45646667480469,113.86270141601562,98.46250915527344,127.30000305175781,1540.28,827.2,308.97,323.44,324.18,1052.59,15.479999542236328,280.02
2016-07-22,,,,42.081138610839844,99.98250579833984,,,107.90271759033203,113.75497436523438,98.40667724609375,126.3499984741211,,,,,,,15.140000343322754,
2016-07-24,347.78,403.79,237.28,,,462.59,606.6,,,,,1548.53,826.51,309.34,323.44,324.38,1055.66,,280.03
2016-07-25,347.53,403.89,237.27,42.026058197021484,99.99158477783203,462.73,606.87,107.91221618652344,113.63821411132812,98.350830078125,125.47000122070312,1547.62,833.86,309.67,323.47,324.71,1058.14,15.02280044555664,279.99
2016-07-26,346.83,403.8,237.17,42.11787033081055,99.98250579833984,462.6,606.67,108.0356216430664,113.6651382446289,98.25508117675781,126.0,1545.32,835.25,309.3,323.43,324.68,1060.03,14.939000129699707,280.01
2016-07-27,347.02,403.88,237.18,42.4667854309082,100.00064086914062,462.71,606.91,108.7856674194336,113.94349670410156,98.66199493408203,128.02999877929688,1556.73,836.36,309.33,323.45,324.37,1077.21,14.580300331115723,280.04
2016-07-28,347.42,403.93,237.25,42.49433517456055,99.99158477783203,462.78,606.96,109.16545867919922,114.01538848876953,98.56626892089844,127.66000366210938,1557.03,830.44,309.43,323.5,324.46,1082.22,14.319999694824219,280.0
2016-07-29,,,,42.65042495727539,100.00970458984375,,,109.4028091430664,114.30269622802734,98.92525482177734,128.97999572753906,,,,,,,14.406900405883789,
2016-07-31,348.63,404.71,237.27,,,463.83,609.66,,,,,1569.01,835.75,309.91,323.48,324.82,1088.6,,280.01
2016-08-01,347.77,404.41,237.19,42.733070373535156,100.00970458984375,463.41,608.56,109.9819564819336,114.12739562988281,98.36772155761719,129.22000122070312,1573.26,840.53,309.45,323.48,324.63,1086.21,13.942999839782715,280.08
2016-08-02,346.51,403.79,236.94,42.41170120239258,100.00970458984375,462.57,606.5,109.14646911621094,114.01054382324219,97.81578063964844,130.27000427246094,1549.92,835.9,308.83,323.45,323.91,1067.36,13.789999961853027,280.09
2016-08-03,345.93,403.84,236.86,42.55861282348633,99.9916000366211,462.63,606.65,109.50723266601562,114.10942077636719,97.94375610351562,129.64999389648438,1525.38,833.67,308.56,323.47,323.61,1044.12,14.1899995803833,280.1
2016-08-04,347.03,404.13,236.88,42.788150787353516,100.01876068115234,463.03,607.62,109.82054901123047,114.27123260498047,98.35969543457031,129.8699951171875,1534.81,838.82,308.62,323.45,323.59,1051.34,14.544500350952148,280.08
2016-08-05,,,,43.20133972167969,100.00062561035156,,,110.87442016601562,113.74986267089844,97.95977783203125,127.55000305175781,,,,,,,14.590299606323242,
2016-08-07,345.8,403.41,236.77,,,462.05,605.22,,,,,1559.23,847.98,308.61,323.44,323.52,1069.06,,280.11
2016-08-08,345.23,403.19,236.74,43.19217300415039,99.98251342773438,461.78,604.48,110.75099182128906,113.6959457397461,98.02375030517578,127.44000244140625,1558.55,851.79,308.56,323.5,323.47,1072.62,14.909299850463867,280.01
2016-08-09,344.93,403.35,236.71,43.28398513793945,100.00062561035156,462.0,604.98,111.00731658935547,113.93861389160156,98.5997085571289,127.95999908447266,1551.32,855.15,308.74,323.48,323.53,1067.35,14.915900230407715,280.03
2016-08-10,345.06,403.62,236.77,43.14625930786133,100.00970458984375,462.35,605.88,110.72251892089844,114.10044860839844,98.87969970703125,128.55999755859375,1547.79,860.88,309.02,323.46,323.73,1067.55,14.528599739074707,280.08
2016-08-11,344.47,403.73,236.72,43.302364349365234,100.01876068115234,462.5,606.27,111.1972427368164,113.73188018798828,98.55170440673828,127.66999816894531,1551.4,865.49,308.96,323.46,323.52,1067.76,15.060600280761719,280.08
2016-08-12,,,,43.25644302368164,100.00970458984375,,,111.27318572998047,114.01054382324219,98.9996337890625,127.4000015258789,,,,,,,15.355400085449219,
2016-08-15,343.71,403.62,236.76,43.467620849609375,100.01876068115234,462.34,605.9,111.74789428710938,113.82173919677734,98.6957015991211,127.83999633789062,1560.19,868.07,308.81,323.47,323.34,1077.12,15.25629997253418,280.09
2016-08-16,344.51,403.43,237.24,43.14625930786133,100.01876068115234,462.09,605.3,111.13078308105469,113.65997314453125,98.51966857910156,128.47000122070312,1546.85,863.27,308.98,323.47,323.55,1069.72,15.960100173950195,280.07
2016-08-17,345.28,403.88,237.44,43.12788391113281,100.00062561035156,462.66,606.6,111.33016204833984,113.76780700683594,98.79170989990234,128.5,1544.54,858.74,308.94,323.58,323.64,1066.65,16.190000534057617,280.21
2016-08-18,344.85,403.78,237.42,43.14625930786133,100.02782440185547,462.53,606.38,111.35863494873047,113.92066192626953,99.03167724609375,129.11000061035156,1543.54,859.33,309.45,323.51,324.21,1066.5,16.539100646972656,280.16
2016-08-19,,,,43.17381286621094,100.02782440185547,,,111.33016204833984,113.65098571777344,98.73573303222656,127.97000122070312,,,,,,,16.469999313354492,
2016-08-21,345.19,403.74,237.5,,,462.49,606.32,,,,,1547.65,864.85,309.47,323.47,324.09,1076.7,,280.15
2016-08-22,345.05,403.62,237.53,43.17381286621094,100.02782440185547,462.32,605.98,111.41559600830078,113.81277465820312,99.07168579101562,127.77999877929688,1539.35,869.29,309.41,323.44,324.02,1076.11,15.979999542236328,280.15
2016-08-23,345.63,403.71,237.59,43.32989501953125,100.00970458984375,462.44,606.25,111.61498260498047,113.82173919677734,99.18365478515625,127.76000213623047,1558.98,881.29,309.43,323.47,324.28,1097.7,16.0,280.17
2016-08-24,346.08,403.65,237.65,43.09116744995117,100.00970458984375,462.36,606.03,110.8934097290039,113.82173919677734,99.11966705322266,126.33999633789062,1575.31,882.56,309.7,323.48,324.65,1103.64,15.829999923706055,280.18
2016-08-25,346.23,403.49,237.69,43.182979583740234,100.00970458984375,462.14,605.56,110.71302032470703,113.65098571777344,99.02366638183594,126.2300033569336,1598.61,879.89,309.81,323.45,324.98,1115.77,15.94540023803711,280.16
2016-08-26,,,,43.20133972167969,100.00970458984375,,,110.87442016601562,113.32734680175781,98.71170806884766,126.05000305175781,,,,,,,16.108999252319336,
2016-08-28,345.93,402.98,237.68,,,461.46,604.05,,,,,1594.85,877.07,309.64,323.41,324.73,1116.04,,280.15
2016-08-29,346.37,402.88,237.82,43.366641998291016,100.01876068115234,461.31,603.85,111.02632904052734,113.60604858398438,99.27166748046875,126.30000305175781,1584.48,868.39,309.63,323.39,324.82,1106.26,15.853099822998047,280.18
2016-08-30,346.57,403.19,237.98,43.21971130371094,100.00970458984375,461.71,604.68,110.66554260253906,113.59706115722656,99.14366149902344,125.02999877929688,1586.43,867.99,309.95,323.48,325.17,1110.91,15.6899995803833,280.23
2016-08-31,346.46,403.06,237.95,43.14625930786133,100.00970458984375,461.54,604.31,110.55162811279297,113.48017883300781,99.1036605834961,124.77999877929688,1576.05,865.19,309.74,323.47,325.01,1098.24,15.122400283813477,280.22
2016-09-01,345.99,403.0,237.87,43.28398513793945,100.00336456298828,461.45,604.01,110.83644104003906,113.61786651611328,99.10367584228516,125.29000091552734,1558.92,856.15,309.52,323.46,324.97,1080.63,14.65999984741211,280.25
2016-09-02,,,,43.47682189941406,99.99430847167969,,,111.1972427368164,113.51885986328125,98.92723083496094,126.56999969482422,,,,,,,14.979999542236328,
2016-09-04,345.96,403.03,237.89,,,461.49,604.12,,,,,1556.91,856.92,309.28,323.48,324.76,1076.67,,280.25
2016-09-05,345.49,402.94,237.85,,,461.35,603.64,,,,,1561.15,859.97,309.45,323.45,324.92,1078.61,,280.31
2016-09-06,345.51,403.18,237.87,43.69717788696289,100.03960418701172,461.67,604.34,111.89030456542969,113.89684295654297,99.27206420898438,128.7100067138672,1551.82,863.03,309.38,323.46,324.72,1074.93,15.06350040435791,280.35
2016-09-07,346.24,403.8,237.83,43.807373046875,100.021484375,462.5,606.36,111.9567642211914,113.86986541748047,99.13573455810547,128.27000427246094,1561.57,871.92,309.63,323.46,325.15,1083.77,15.44789981842041,280.37
2016-09-08,346.0,403.86,237.79,43.44926071166992,100.01241302490234,462.58,606.51,111.30167388916016,113.57286834716797,98.4380111694336,127.58999633789062,1561.95,869.11,309.48,323.48,324.99,1085.02,16.02090072631836,280.35
2016-09-09,,,,42.38414764404297,100.021484375,,,108.50084686279297,113.33888244628906,97.70016479492188,126.75,,,,,,,15.66100025177002,
2016-09-11,344.32,402.61,237.75,,,460.91,602.69,,,,,1528.72,848.99,308.81,323.47,324.42,1062.85,,280.31
2016-09-12,344.94,402.57,237.69,43.09116744995117,100.00336456298828,460.85,602.47,110.44719696044922,113.42889404296875,97.70820617675781,126.58999633789062,1504.66,846.38,308.21,323.48,323.45,1049.7,15.300000190734863,280.32
2016-09-13,345.36,402.8,237.68,42.77897644042969,100.01241302490234,461.16,603.16,109.45976257324219,113.2669448852539,97.38739013671875,125.75,1479.22,841.46,308.56,323.45,323.81,1034.91,15.201000213623047,280.31
2016-09-14,345.05,403.01,237.69,42.98099136352539,99.99430847167969,461.44,603.86,109.9819564819336,113.42889404296875,97.4515609741211,126.18000030517578,1463.37,836.6,308.15,323.47,323.33,1026.09,14.80459976196289,280.33
2016-09-15,344.62,402.78,237.71,43.68799591064453,100.00336456298828,461.18,603.33,111.69094848632812,113.56385040283203,97.51570892333984,125.37000274658203,1489.0,839.55,308.07,323.45,323.18,1033.06,14.960000038146973,280.19
2016-09-16,,,,43.52757263183594,100.0305404663086,,,111.63763427734375,113.55484008789062,97.62799835205078,125.05999755859375,,,,,,,14.68220043182373,
2016-09-18,344.16,403.18,236.96,,,461.7,604.52,,,,,1501.31,849.9,308.16,323.44,322.87,1042.75,,280.24
2016-09-19,343.76,403.17,236.96,43.444602966308594,100.021484375,461.67,604.35,111.15220642089844,113.46488189697266,97.59587097167969,125.31999969482422,1500.06,856.21,307.81,323.55,322.38,1043.87,14.708900451660156,280.27
2016-09-20,343.21,403.18,236.99,43.41693115234375,100.0577392578125,461.68,604.39,111.36161041259766,113.51885986328125,97.72420501708984,125.44000244140625,1474.79,853.25,307.44,323.49,321.63,1027.8,14.75,280.31
2016-09-21,342.14,402.86,236.94,43.90558624267578,100.0577392578125,461.26,603.3,112.4561767578125,113.57286834716797,98.2214584350586,127.2699966430664,1473.94,852.35,307.11,323.51,320.86,1027.16,15.163299560546875,280.28
2016-09-22,343.64,403.72,237.02,44.172969818115234,100.0577392578125,462.42,606.02,113.35087585449219,113.66285705566406,98.6224365234375,127.56999969482422,1502.08,864.85,307.89,323.5,321.7,1048.15,15.369999885559082,280.28
2016-09-23,,,,43.785728454589844,100.0849380493164,,,112.62751007080078,113.74388122558594,98.55025482177734,127.6500015258789,,,,,,,14.851499557495117,
2016-09-25,343.59,404.01,236.97,,,462.81,607.09,,,,,1495.29,866.24,308.07,323.49,321.99,1049.49,,280.25
2016-09-26,344.39,404.17,236.93,43.52757263183594,100.1030502319336,463.03,607.53,111.68522644042969,113.93284606933594,98.70263671875,127.55000305175781,1553.69,857.72,308.0,323.49,321.81,1080.63,15.229399681091309,280.24
2016-09-27,344.29,404.31,236.7,44.00701141357422,100.0577392578125,463.22,607.95,112.78929901123047,114.0137939453125,98.94322204589844,126.62000274658203,1541.33,856.26,307.65,323.52,321.14,1071.96,14.892399787902832,280.25
2016-09-28,343.88,404.33,236.63,44.08999252319336,100.09398651123047,463.25,608.12,112.97967529296875,113.93284606933594,99.00743103027344,126.22000122070312,1552.08,855.78,307.57,323.49,321.29,1076.29,15.581700325012207,280.26
2016-09-29,343.28,403.75,236.77,43.822601318359375,100.0849380493164,462.41,606.04,112.16111755371094,114.02281951904297,98.96731567382812,126.06999969482422,1548.07,849.84,307.63,323.5,321.44,1069.27,15.954899787902832,280.44
2016-09-30,,,,44.053104400634766,100.07585906982422,,,112.99872589111328,113.86986541748047,98.79087829589844,125.63999938964844,,,,,,,16.023700714111328,
2016-10-03,,,,43.92403030395508,100.03328704833984,,,112.83689880371094,113.73472595214844,98.51106262207031,125.31999969482422,,,,,,,16.059999465942383,
2016-10-04,,,,43.76728820800781,100.03328704833984,,,112.66558074951172,113.48249816894531,98.0527114868164,120.97000122070312,,,,,,,16.166000366210938,
2016-10-05,341.85,402.72,236.75,43.92403030395508,100.06045532226562,461.04,603.02,113.06534576416016,113.3653793334961,97.94820404052734,120.77999877929688,1552.8,857.2,307.55,323.48,321.31,1074.57,16.450000762939453,280.38
2016-10-06,341.65,402.56,236.78,44.02544021606445,100.03328704833984,460.85,602.53,113.00824737548828,113.1582260131836,97.95623779296875,119.66000366210938,1560.41,857.28,307.61,323.44,321.49,1077.06,16.690000534057617,280.28
2016-10-07,,,,43.90558624267578,100.06951141357422,,,112.7607650756836,113.26628112792969,98.18942260742188,119.73999786376953,,,,,,,16.489999771118164,
2016-10-09,341.91,402.6,236.84,,,460.9,602.71,,,,,1568.39,863.1,307.84,323.43,321.79,1082.87,,280.28
2016-10-10,341.99,402.25,236.83,44.2098503112793,100.04228973388672,460.41,601.51,113.47461700439453,113.09516143798828,98.18942260742188,120.16000366210938,1573.45,872.26,308.0,323.46,322.04,1087.61,16.989900588989258,280.33
2016-10-11,,,,43.71196746826172,100.06951141357422,,,111.85655212402344,113.068115234375,97.88389587402344,119.55000305175781,,,,,,,16.811500549316406,
2016-10-12,,,,43.785728454589844,100.0513916015625,,,111.76136779785156,113.08615112304688,98.01251983642578,119.73999786376953,,,,,,,16.64069938659668,
2016-10-13,341.63,402.21,236.74,43.509124755859375,100.07856750488281,460.38,601.42,111.36161041259766,113.27530670166016,98.25373840332031,120.02999877929688,1551.14,854.57,307.73,323.43,321.89,1071.62,16.670400619506836,280.28
2016-10-14,,,,43.675086975097656,100.07856750488281,,,111.494873046875,113.1582260131836,97.7953872680664,119.36000061035156,,,,,,,16.56999969482422,
2016-10-17,,,,43.582881927490234,100.07856750488281,,,111.19029235839844,113.30231475830078,98.11702728271484,119.68000030517578,,,,,,,16.480899810791016,
2016-10-18,341.54,402.26,236.98,43.822601318359375,100.06951141357422,460.41,601.49,112.18016052246094,113.43742370605469,98.35829162597656,120.41999816894531,1556.46,860.23,307.78,323.48,322.04,1076.8,16.510000228881836,280.42
2016-10-19,341.95,402.53,236.9,43.90558624267578,100.08763885498047,460.79,602.3,112.17063903808594,113.45542907714844,98.4869155883789,121.11000061035156,1558.09,858.91,308.08,323.51,322.36,1077.05,16.901899337768555,280.36
2016-10-20,342.0,402.56,236.9,43.7027473449707,100.06045532226562,460.84,602.45,112.03738403320312,113.3653793334961,98.45477294921875,120.73999786376953,1545.66,859.12,308.32,323.5,322.45,1067.91,16.662799835205078,280.3
2016-10-21,,,,43.822601318359375,100.07856750488281,,,112.4561767578125,113.39240264892578,98.51106262207031,120.83000183105469,,,,,,,16.709999084472656,
2016-10-24,,,,44.24673080444336,100.08763885498047,,,113.80775451660156,113.2933120727539,98.22964477539062,120.55999755859375,,,,,,,16.664400100708008,
2016-10-25,342.45,402.73,236.92,44.08999252319336,100.08763885498047,461.07,603.0,113.44608306884766,113.2933120727539,98.15727996826172,121.47000122070312,1556.29,865.56,308.23,323.5,322.35,1074.46,16.489999771118164,280.3
2016-10-26,342.03,402.53,236.88,43.84104919433594,100.08763885498047,460.81,602.41,112.67508697509766,113.18521118164062,97.74717712402344,120.79000091552734,1545.63,865.58,308.18,323.49,322.23,1069.61,16.239099502563477,280.29
2016-10-27,341.69,402.25,236.88,43.785728454589844,100.06951141357422,460.42,601.38,112.16111755371094,112.99605560302734,97.30491638183594,121.01000213623047,1537.17,865.63,308.05,323.5,322.19,1064.54,16.389999389648438,280.3
2016-10-28,,,,43.739620208740234,100.08763885498047,,,111.456787109375,113.10417175292969,97.19234466552734,121.58000183105469,,,,,,,16.059999465942383,
2016-10-30,342.07,402.43,236.89,,,460.67,601.73,,,,,1523.64,854.56,308.11,323.47,322.13,1053.84,,280.32
2016-10-31,343.15,402.78,237.02,43.721187591552734,100.1148681640625,461.14,602.95,111.35208129882812,113.1582260131836,97.28076171875,121.94000244140625,1515.86,852.94,308.44,323.53,322.52,1045.71,15.390000343322754,280.3
2016-11-01,343.33,402.54,237.06,43.343170166015625,100.11121368408203,460.82,602.22,110.51451110839844,113.25292205810547,97.15823364257812,122.7300033569336,1500.98,848.63,308.48,323.53,322.51,1034.83,15.369999885559082,280.3
2016-11-02,342.92,402.62,237.03,43.06656265258789,100.09307861328125,460.92,602.44,109.6292953491211,113.4332504272461,97.30339050292969,123.63999938964844,1480.43,840.81,308.34,323.5,322.45,1016.71,15.170000076293945,280.31
2016-11-03,343.13,402.46,236.97,42.651668548583984,100.11121368408203,460.7,601.88,108.55378723144531,113.45125579833984,97.10985565185547,124.30000305175781,1483.81,837.16,308.31,323.57,322.43,1015.08,14.760000228881836,280.32
2016-11-04,,,,42.57790756225586,100.12027740478516,,,108.17305755615234,113.64066314697266,97.40010070800781,124.38999938964844,,,,,,,14.572999954223633,
2016-11-06,343.17,402.55,236.96,,,460.83,602.31,,,,,1503.57,838.0,308.26,323.51,322.39,1026.99,,280.3
